mode,frequency_cm-1,activity_normalized,depolarization_ratio,Rxx,Rxy,Rxz,Ryx,Ryy,Ryz,Rzx,Rzy,Rzz
5,99.20430714104224,0.6485518520919619,0.75,-0.2532114909217203,2.7767392278401566e-13,3.115303786349352e-07,2.7767392278401566e-13,0.2532114909217203,-3.115289107422341e-07,3.115303786349352e-07,-3.115289107422341e-07,0.0
6,99.2150145985327,0.6466089924379413,0.75,0.0,0.25285650553705075,2.4464878352682323e-12,0.25285650553705075,0.0,1.223243917887077e-12,2.4464878352682323e-12,1.223243917887077e-12,0.0
7,229.5128433050841,8.544490971559684e-09,0.7500000000000001,0.0,-6.056509626789706e-07,-4.618047929799333e-07,-6.056509626789706e-07,0.0,5.946861467108231e-05,-4.618047929799333e-07,5.946861467108231e-05,0.0
8,229.5128433050841,8.434881325288618e-09,0.7499999999999999,0.0,-4.950480733523285e-07,5.908856501835513e-05,-4.950480733523285e-07,0.0,1.3553505908550806e-07,5.908856501835513e-05,1.3553505908550806e-07,0.0
9,265.4334373782012,0.0213978333138652,0.75,0.0,6.067019493880057e-07,2.813461010229618e-11,6.067019493880057e-07,0.0,0.10551862277283541,2.813461010229618e-11,0.10551862277283541,0.0
10,265.4334373782012,0.02139764478997779,0.75,0.0,-6.067265365907474e-07,-0.10551815794014675,-6.067265365907474e-07,0.0,2.4464878347623104e-12,-0.10551815794014675,2.4464878347623104e-12,0.0
11,329.4955444542905,7.502763972112875e-12,0.75,0.0,-4.1554329823728417e-13,-1.6456293082625548e-06,-4.1554329823728417e-13,0.0,-1.645629552911338e-06,-1.6456293082625548e-06,-1.645629552911338e-06,0.0
12,329.5064958738889,2.5623777657127045e-24,0.7499999999999999,0.0,-5.818628807237002e-13,1.2232439175708758e-13,-5.818628807237002e-13,0.0,-1.2232439174760156e-12,1.2232439175708758e-13,-1.2232439174760156e-12,0.0
13,404.27717589213006,1.8033498973952223e-10,0.75,0.0,1.6758108947365286e-07,-6.727841546264329e-14,1.6758108947365286e-07,0.0,-1.3225119962679113e-05,-6.727841546264329e-14,-1.3225119962679113e-05,0.0
14,404.27717589213006,1.947064084040676e-10,0.75,0.0,1.6758095491682197e-07,-1.3742075074652581e-05,1.6758095491682197e-07,0.0,-7.094814721478281e-14,-1.3742075074652581e-05,-7.094814721478281e-14,0.0
15,408.4524062209731,0.3497476129737316,0.015746909009125763,0.32905261380682266,-7.971268988370128e-13,2.1856274854833402e-06,-7.971268988370128e-13,0.32905261380682266,2.1856274243211448e-06,2.1856274854833402e-06,2.1856274243211448e-06,0.5223251527712248
16,494.52161463981867,3.327107843176447e-17,0.75,0.0,1.2713785656506544e-13,-4.617134166592951e-09,1.2713785656506544e-13,0.0,4.615054651933239e-09,-4.617134166592951e-09,4.615054651933239e-09,0.0
17,514.3022353450933,1.7767000712451032e-06,0.75,0.0,0.0015488535889736858,9.052004989486939e-13,0.0015488535889736858,0.0,1.2354763566580483e-12,9.052004989486939e-13,1.2354763566580483e-12,0.0
18,514.3103337376152,1.1081801439900747e-06,0.75,-0.0012232439173965098,9.647847101691643e-14,6.382642112716575e-08,9.647847101691643e-14,0.0012232439173965098,-6.382886761500077e-08,6.382642112716575e-08,-6.382886761500077e-08,0.0
19,529.1691180970271,0.0003428478383879565,0.75,0.0,6.717902689404617e-07,0.02192877321906488,6.717902689404617e-07,0.0,7.828761071947684e-12,0.02192877321906488,7.828761071947684e-12,0.0
20,529.1691180970271,0.0003428543408993248,0.7500000000000001,0.0,6.717895349941113e-07,7.339463504792853e-13,6.717895349941113e-07,0.0,0.021928981170530857,7.339463504792853e-13,0.021928981170530857,0.0
21,554.9726120428287,1.6846788893298176e-11,0.75,0.0,5.016731257121753e-06,-4.892975670283503e-13,5.016731257121753e-06,0.0,-7.339463504792853e-13,-4.892975670283503e-13,-7.339463504792853e-13,0.0
22,569.712764445195,3.64106889170613e-12,0.75,0.0,1.5028919113152148e-11,1.6778458833176767e-06,1.5028919113152148e-11,0.0,1.6778447823981509e-06,1.6778458833176767e-06,1.6778447823981509e-06,0.0
23,569.722849545468,5.279223636590546e-26,0.75,0.0,2.273985977748843e-13,-1.2232439175708758e-13,2.273985977748843e-13,0.0,-1.223243917254675e-13,-1.2232439175708758e-13,-1.223243917254675e-13,0.0
24,599.3783689348182,4.594972486544255e-12,0.7499999999999999,0.0,1.0496440765113496e-06,-3.6697317523964263e-13,1.0496440765113496e-06,0.0,-2.5477463762676047e-06,-3.6697317523964263e-13,-2.5477463762676047e-06,0.0
25,599.3783689348182,3.6155849534692256e-12,0.75,0.0,1.0496402844552053e-06,-2.207413153842985e-06,1.0496402844552053e-06,0.0,-4.892975670030543e-12,-2.207413153842985e-06,-4.892975670030543e-12,0.0
26,614.6219017190887,8.72245215115004e-08,0.75,0.0,-1.9961992718756276e-06,0.0,-1.9961992718756276e-06,0.0,-0.0003858819574014217,0.0,-0.0003858819574014217,0.0
27,614.6219017190887,8.684580505545313e-08,0.75,0.0,-1.9961995165244112e-06,-0.00038504330137158573,-1.9961995165244112e-06,0.0,-2.44648783450935e-13,-0.00038504330137158573,-2.44648783450935e-13,0.0
28,679.6178369804087,2.3085412342192297e-14,0.75,0.0,1.6770674108885792e-14,-1.497552084642165e-07,1.6770674108885792e-14,0.0,1.4975525739397317e-07,-1.497552084642165e-07,1.4975525739397317e-07,0.0
29,701.58855785825,0.0009300605309313083,0.7499999999999999,0.0,-0.043380877641335136,-2.6911366184662064e-12,-0.043380877641335136,0.0,-2.5688122266774984e-12,-2.6911366184662064e-12,-2.5688122266774984e-12,0.0
30,701.8045454265565,0.0009055376610254579,0.7500000000000001,-0.042813537112408845,-4.9691837660486053e-14,4.0612909072383437e-07,-4.9691837660486053e-14,0.042813537112408845,-4.0614688892283393e-07,4.0612909072383437e-07,-4.0614688892283393e-07,0.0
31,727.0798708318407,2.7128181707359196e-10,0.75,0.0,1.1913263032554562e-06,2.446487834825551e-13,1.1913263032554562e-06,0.0,-2.3936904256760554e-05,2.446487834825551e-13,-2.3936904256760554e-05,0.0
32,727.0798708318407,2.9481704321407083e-10,0.75,0.0,1.191325691633497e-06,-2.495610864233134e-05,1.191325691633497e-06,0.0,-1.2232439175708758e-13,-2.495610864233134e-05,-1.2232439175708758e-13,0.0
33,750.8517322540516,1.5870814802502916e-05,0.7499999999999999,0.0,-0.005916270583219463,-6.238543979200405e-12,-0.005916270583219463,0.0,-5.993895195749471e-12,-6.238543979200405e-12,-5.993895195749471e-12,0.0
34,750.8737493289442,1.6961067716945325e-05,0.7499999999999999,0.006116219587525779,4.549244129171113e-15,7.48723137021651e-08,4.549244129171113e-15,-0.006116219587525779,-7.464723682134571e-08,7.48723137021651e-08,-7.464723682134571e-08,0.0
35,752.3690365853033,2.3722225717481606e-09,0.75,0.0,-3.4447698566001977e-07,-7.242291454664714e-05,-3.4447698566001977e-07,0.0,8.562707422679931e-13,-7.242291454664714e-05,8.562707422679931e-13,0.0
36,752.3690365853033,2.372043878458831e-09,0.75,0.0,-3.4447845355272063e-07,-1.100919525718928e-12,-3.4447845355272063e-07,0.0,-7.242018671271113e-05,-1.100919525718928e-12,-7.242018671271113e-05,0.0
