mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
5,99.20430714104224,-1.4409876964620663e-15,4.5518523326690915e-15,-1.4876446428890855e-14,2.076445541355052e-30,2.071935965842505e-29,2.2130865835165947e-28,2.441044635514396e-28
6,99.2150145985327,-9.48707200984906e-16,1.0755285551056204e-16,1.0492436133239993e-15,9.000453532006147e-31,1.1567616728475835e-32,1.1009121601012023e-30,2.0125251300302926e-30
7,229.5128433050841,8.160561108461408e-11,-9.719368534110914e-05,-8.453248072952595e-16,6.659475760493289e-21,9.446612470186534e-09,7.145740298287676e-31,9.446612470193193e-09
8,229.5128433050841,-9.719368534105813e-05,-8.160774291162815e-11,6.474855374083432e-16,9.446612470176617e-09,6.659823703130394e-21,4.192375211529711e-31,9.446612470183278e-09
9,265.4334373782012,4.993637708735147e-13,0.034423641819942306,1.0482617597202919e-15,2.4936417566101606e-25,0.0011849871161476809,1.098852716891883e-30,0.0011849871161476809
10,265.4334373782012,-0.03442364181994126,4.974153067865933e-13,-1.7486012637846216e-15,0.0011849871161476087,2.474219874256007e-25,3.0576063797091756e-30,0.0011849871161476087
11,329.4955444542905,-3.537941424200386e-15,-1.8762805246686758e-15,1.1862843866129388e-05,1.2517029521073055e-29,3.520428607250961e-30,1.4072706459216366e-10,1.4072706459216366e-10
12,329.5064958738889,1.1282851268890256e-15,1.2455314557513475e-15,-2.633772297947103e-15,1.2730273275589846e-30,1.5513486072660709e-30,6.936756517433563e-30,9.761132452258618e-30
13,404.27717589213006,-2.913694244191373e-15,4.313091617006229e-05,-2.5263828635341045e-15,8.489614148633935e-30,1.8602759296689406e-09,6.382610373158781e-30,1.8602759296689406e-09
14,404.27717589213006,4.3130916171631075e-05,4.499329809251763e-15,-7.691763892481163e-15,1.860275929804267e-09,2.0243968732421505e-29,5.916323177767697e-29,1.860275929804267e-09
15,408.4524062209731,-3.451286565564482e-15,4.311424806578701e-15,0.20704772606670666,1.1911378957645877e-29,1.8588383862782188e-29,0.042868760869394,0.042868760869394
16,494.52161463981867,-3.786576087405624e-16,-5.000882520589389e-17,1.2698175844150228e-15,1.4338158465712086e-31,2.5008825984736483e-33,1.6124366976896035e-30,1.758319164945198e-30
17,514.3022353450933,-3.0998404546366308e-15,7.8236028766554e-16,8.020060237452391e-16,9.609010844201833e-30,6.120876197161065e-31,6.432136621236491e-31,1.086431212604159e-29
18,514.3103337376152,1.717376241217039e-15,2.211989272304926e-15,-1.6653345369377348e-15,2.9493811538967654e-30,4.892896540792077e-30,2.7733391199176196e-30,1.0615616814606462e-29
19,529.1691180970271,-0.07677830661066638,-5.795873763564385e-16,-8.503614479238308e-15,0.005894908366001497,3.3592152683173992e-31,7.231145921151141e-29,0.005894908366001497
20,529.1691180970271,2.0434500445920545e-16,-0.07677830661066656,-1.214306433183765e-17,4.1756880847432695e-32,0.005894908366001525,1.4745401136714774e-34,0.005894908366001525
21,554.9726120428287,-8.905704407431714e-18,-2.942091015256665e-15,7.995991022080595e-19,7.931157099254865e-35,8.655899542053993e-30,6.393587242519348e-37,8.65597949298371e-30
22,569.712764445195,3.835832747354356e-15,1.3980237630660514e-15,-1.3527400339369451e-05,1.471361286567607e-29,1.954470442097363e-30,1.8299055994157274e-10,1.8299055994157274e-10
23,569.722849545468,7.583369930423508e-15,5.065392549852277e-16,1.8522593377381086e-15,5.750749950165144e-29,2.565820168409895e-31,3.4308646542380166e-30,6.119494617273045e-29
24,599.3783689348182,1.3315125708991462e-15,-1.2355573588772317e-05,-6.722934342282491e-15,1.772925726462454e-30,1.5266019870756804e-10,4.519784617064131e-29,1.5266019870756804e-10
25,599.3783689348182,-1.235557358438119e-05,-1.2411202243629371e-15,-9.135053824493866e-15,1.5266019859905825e-10,1.5403794113227075e-30,8.344920837640001e-29,1.5266019859905825e-10
26,614.6219017190887,-2.3785957704799347e-15,0.0009846082019607863,-7.361551228200419e-16,5.6577178393450344e-30,9.694533113684525e-07,5.419243648541909e-31,9.694533113684525e-07
27,614.6219017190887,0.0009846082019727424,3.3550059057284152e-15,-1.4467593789646571e-15,9.694533113919968e-07,1.1256064627472544e-29,2.0931127006222003e-30,9.694533113919968e-07
28,679.6178369804087,-5.695429208547181e-15,-7.64633582145402e-17,-5.8022163462734255e-15,3.2437913869572373e-29,5.846645149445092e-33,3.366571452896254e-29,6.610947504368436e-29
29,701.58855785825,-2.7094796884669822e-15,8.430756093247282e-16,8.180722704596764e-16,7.341280182215135e-30,7.107764830382618e-31,6.6924223969504995e-31,8.721298904948446e-30
30,701.8045454265565,-2.467627203918063e-15,-1.2284397459798733e-17,9.86623976961809e-18,6.089184017516478e-30,1.5090642095030955e-34,9.734268719159363e-35,6.08943226662462e-30
31,727.0798708318407,-4.022985382757751e-15,0.00013716723744341616,1.0956946790851598e-16,1.6184411389882526e-29,1.881485102785851e-08,1.2005468297755313e-32,1.881485102785851e-08
32,727.0798708318407,0.00013716723744775644,4.89640974157284e-15,-5.3013149425851225e-15,1.8814851029049196e-08,2.3974828357369404e-29,2.81039401204763e-29,1.8814851029049196e-08
33,750.8517322540516,-1.5651195250187674e-15,0.0,-9.760213143412881e-15,2.449599127594972e-30,0.0,9.526176060484955e-29,9.771135973244452e-29
34,750.8737493289442,1.4123901700968666e-15,7.381297882314946e-15,1.4710455076283324e-15,1.994845992586256e-30,5.448355842746711e-29,2.1639748855134982e-30,5.864237930556686e-29
35,752.3690365853033,0.000270981523057705,5.429389838889323e-16,-1.734723475976807e-16,7.34309858386735e-08,2.9478274022634627e-31,3.009265538105056e-32,7.34309858386735e-08
36,752.3690365853033,-1.1908714256457512e-15,0.0002709815230537149,6.988165038497805e-15,1.418174752419544e-30,7.343098583651103e-08,4.883445060528302e-29,7.343098583651103e-08
37,770.7865591702111,0.4088285813327187,-1.1704775184870086e-11,1.1796119636642288e-15,0.1671408089145234,1.3700176212835055e-22,1.3914843848197779e-30,0.1671408089145234
38,770.7865591702111,1.1705970255077491e-11,0.4088285813327166,-1.2913717766872283e-15,1.3702973961275897e-22,0.16714080891452168,1.6676410656243288e-30,0.16714080891452168
39,808.1984009917956,-1.0559858109465692e-15,-8.225977407919083e-16,0.6358705432334286,1.1151060329204833e-30,6.766670431559515e-31,0.4043313477519756,0.4043313477519756
40,854.2071973838649,4.345482307321902e-16,-7.455414873715561e-18,-0.00018587122263341582,1.888321648324768e-31,5.558321093921921e-35,3.454811140324083e-08,3.454811140324083e-08
41,854.2304374815194,6.180559506306134e-15,-1.7694179454963432e-15,6.646985853952086e-14,3.8199315810991125e-29,3.1308398658445003e-30,4.418242094263914e-27,4.45957224994075e-27
42,932.2931787663586,-0.00021712967950001478,-5.540652475143414e-09,-1.0408340855860843e-15,4.714529771977914e-08,3.069882985031284e-17,1.0833355937178202e-30,4.714529775047797e-08
43,932.2931787663586,5.540650008014061e-09,-0.0002171296795004246,7.483780457997026e-15,3.069880251130621e-17,4.714529771995711e-08,5.600696994349818e-29,4.714529775065591e-08
44,1013.1118843456696,6.1387486108861204e-18,-1.249000902703301e-16,3.255347731216427e-14,3.768423450765627e-35,1.560003254953661e-32,1.059728885113594e-27,1.059744522830378e-27
45,1013.1220246741498,3.0357660829594124e-18,-5.3817890784130245e-18,-0.000154231472783678,9.215875710446734e-36,2.896365368452571e-35,2.3787347197022406e-08,2.3787347197022406e-08
46,1062.7872159612502,2.1341740316096513e-08,-4.2757448267365106e-05,-8.488693146839477e-15,4.554698797196993e-16,1.8281993823364034e-09,7.20579113411995e-29,1.8281998378062832e-09
47,1062.7872159612502,4.275744826509609e-05,2.1341742402404307e-08,0.0,1.8281993821423685e-09,4.55469968770582e-16,0.0,1.8281998376123372e-09
48,1118.4311082935917,8.673617379884035e-19,-8.673617379884035e-19,-1.7041923427996153e-14,7.52316384526264e-37,7.52316384526264e-37,2.9042715412568415e-28,2.904271556303169e-28
49,1136.7745138271625,-1.3573687097882402e-16,7.632783294297951e-17,7.467577988265472e-15,1.8424498143121918e-32,5.8259380817713885e-33,5.5764721010827e-29,5.578897144705189e-29
50,1154.6037342840693,9.54838482340033e-16,-1.7139067942650854e-15,2.3071105134926056e-15,9.117165273574177e-31,2.9374764994280218e-30,5.322758921468114e-30,9.171951948253552e-30
51,1154.62787114878,-2.313036914780575e-15,-9.951486661713234e-18,-0.0003809305869015983,5.350139769137642e-30,9.903208677825641e-35,1.4510811203719614e-07,1.4510811203719614e-07
52,1166.3387039176282,-1.8444894858859594e-05,-2.5084254126681437e-11,-8.132383655379272e-15,3.402141463543851e-10,6.292198050919347e-22,6.613566391827992e-29,3.4021414635501435e-10
53,1166.3387039176282,2.5081103660875177e-11,-1.8444894858436756e-05,8.990096523428146e-15,6.290617608475662e-22,3.4021414633878667e-10,8.082183550055484e-29,3.4021414633941574e-10
54,1211.6423441512998,-0.0006447131592048809,-6.4362890097041e-10,-7.521760991835436e-15,4.1565505765193815e-07,4.142581621643778e-19,5.65768884182972e-29,4.156550576523524e-07
