mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
55,1211.6423441512998,-6.436312330740282e-10,0.0006447131592054622,-8.533038709760028e-15,4.1426116418839403e-19,4.156550576526876e-07,7.281274962226309e-29,4.1565505765310186e-07
56,1219.6408058003915,4.31642568909929e-15,-9.55109353093428e-16,-0.0002949296487959885,1.8631530729516283e-29,9.122338763665466e-31,8.698349773892511e-08,8.698349773892511e-08
57,1219.6450527884863,8.497546838249254e-16,-1.887379141862766e-15,-1.1372526074315991e-14,7.22083022682399e-31,3.5622000251386314e-30,1.293343493109971e-28,1.3361863235881813e-28
58,1245.0651011173873,-4.492676789222092e-16,2.614336698514297e-15,-7.262244577347012e-15,2.018414473241493e-31,6.834756373198633e-30,5.274019630120608e-29,5.977679412172886e-29
59,1245.083522337977,-1.6792123247455493e-15,-1.6949085102297731e-15,-1.584843367652411e-14,2.819754031577352e-30,2.872714858049309e-30,2.511728499991835e-28,2.568653188888102e-28
60,1245.4207913796154,3.226136737395119e-15,-5.412337245047638e-16,-1.2940786299748536e-15,1.0407958248370424e-29,2.9293394454129857e-31,1.6746395005575943e-30,1.2375531693469318e-29
61,1254.9176972724244,1.7959642401476182e-09,-5.920385827601956e-05,-1.8120829950495423e-16,3.2254875518890115e-18,3.5050968347670096e-09,3.2836447809477197e-32,3.505096837992497e-09
62,1254.9176972724244,-5.920385827849241e-05,-1.7959637798826466e-09,-1.594557819117881e-14,3.505096835059814e-09,3.2254858986503635e-18,2.542614638509973e-28,3.5050968382853e-09
63,1262.508939347634,-0.0016666255051875122,1.4857694271797967e-06,6.938893903907228e-18,2.77764057454153e-06,2.207510790742181e-12,4.81482486096809e-35,2.7776427820523207e-06
64,1262.508939347634,-1.4857694270640772e-06,-0.0016666255051880768,4.132165529885379e-17,2.2075107903983163e-12,2.777640574543412e-06,1.7074791966372913e-33,2.7776427820542028e-06
65,1295.643119521039,-4.275591738911275e-06,-0.0803947059298871,8.28149194728213e-15,1.828068471784634e-11,0.006463308741553023,6.858310887289876e-29,0.006463308759833708
66,1295.643119521039,-0.08039470592989449,4.275591738970481e-06,2.7755575615628914e-17,0.006463308741554212,1.8280684718352622e-11,7.703719777548943e-34,0.006463308759834897
67,1298.5205010727789,6.613633252161577e-16,2.490846071068198e-15,2.4300006451483114e-14,4.374014479409732e-31,6.204314149755878e-30,5.9049031354212095e-28,5.971320291398178e-28
68,1321.055577959203,-3.094746681142624e-15,-4.486428589745017e-16,3.905252276370509,9.577457020443285e-30,2.0128041490881465e-31,15.250995342097044,15.250995342097044
69,1378.6590407621263,-1.9942467448885302e-15,-2.9282132274488504e-15,9.060669209197488e-15,3.9770200794984984e-30,8.574432705406413e-30,8.209572651849943e-29,9.464717930340434e-29
70,1378.9040674298753,1.1411227865409934e-17,-4.546218824878243e-16,8.534839501805891e-15,1.3021612139630816e-34,2.066810560367731e-31,7.284348532158623e-29,7.30502965937444e-29
71,1425.1613516808354,-2.4930957905761053e-15,1.0162542593326744,-1.4003555259822775e-15,6.2155266209882955e-30,1.0327727196118026,1.960995599149101e-30,1.0327727196118026
72,1425.1613516808354,1.0162542593326773,3.887379784392464e-15,-2.3678975447083417e-15,1.0327727196118086,1.51117215881032e-29,5.606938782235793e-30,1.0327727196118086
