# frequency_cm-1 xx xy xz yx yy yz zx zy zz
0.00000000 1.3145667366e+02 2.9361428337e-14 -1.0737801206e-13 2.9361428337e-14 1.3145667366e+02 2.3601246888e-14 -1.0737801206e-13 2.3601246888e-14 3.0436956888e+02
0.48838712 1.3145667648e+02 2.9361470664e-14 -1.0737803931e-13 2.9361470664e-14 1.3145667648e+02 2.3601343249e-14 -1.0737803931e-13 2.3601343249e-14 3.0436958923e+02
0.97677423 1.3145668496e+02 2.9361598219e-14 -1.0737812105e-13 2.9361598219e-14 1.3145668496e+02 2.3601632334e-14 -1.0737812105e-13 2.3601632334e-14 3.0436965030e+02
1.46516135 1.3145669908e+02 2.9361811290e-14 -1.0737825728e-13 2.9361811290e-14 1.3145669908e+02 2.3602114149e-14 -1.0737825728e-13 2.3602114149e-14 3.0436975208e+02
1.95354847 1.3145671885e+02 2.9362109303e-14 -1.0737844801e-13 2.9362109303e-14 1.3145671885e+02 2.3602788707e-14 -1.0737844801e-13 2.3602788707e-14 3.0436989457e+02
2.44193559 1.3145674427e+02 2.9362492831e-14 -1.0737869323e-13 2.9362492831e-14 1.3145674427e+02 2.3603656023e-14 -1.0737869323e-13 2.3603656023e-14 3.0437007778e+02
2.93032270 1.3145677534e+02 2.9362961301e-14 -1.0737899293e-13 2.9362961301e-14 1.3145677534e+02 2.3604716116e-14 -1.0737899293e-13 2.3604716116e-14 3.0437030170e+02
3.41870982 1.3145681205e+02 2.9363514711e-14 -1.0737934712e-13 2.9363514711e-14 1.3145681205e+02 2.3605969013e-14 -1.0737934712e-13 2.3605969013e-14 3.0437056634e+02
3.90709694 1.3145685442e+02 2.9364153638e-14 -1.0737975578e-13 2.9364153638e-14 1.3145685442e+02 2.3607414742e-14 -1.0737975578e-13 2.3607414742e-14 3.0437087169e+02
4.39548406 1.3145690244e+02 2.9364877793e-14 -1.0738021892e-13 2.9364877793e-14 1.3145690244e+02 2.3609053338e-14 -1.0738021892e-13 2.3609053338e-14 3.0437121776e+02
4.88387117 1.3145695611e+02 2.9365687177e-14 -1.0738073652e-13 2.9365687177e-14 1.3145695611e+02 2.3610884838e-14 -1.0738073652e-13 2.3610884838e-14 3.0437160455e+02
5.37225829 1.3145701543e+02 2.9366582077e-14 -1.0738130859e-13 2.9366582077e-14 1.3145701543e+02 2.3612909286e-14 -1.0738130859e-13 2.3612909286e-14 3.0437203207e+02
