mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
4,109.59087144880743,-0.8921584512714571,0.023079605254431437,0.0,0.7959467021750849,0.0005326681787003792,0.0,0.7964793703537852
5,109.59087144880743,-0.023079605254417875,-0.8921584512714623,0.0,0.0005326681786997532,0.7959467021750942,0.0,0.796479370353794
6,110.63795679943358,3.467365283782442e-14,-5.3251673903798036e-15,0.0,1.2022622011179695e-27,2.835740773556445e-29,0.0,1.230619608853534e-27
7,110.63795679943358,2.5361440378346423e-14,9.487202690117158e-14,0.0,6.432026580644203e-28,9.000701488336624e-27,0.0,9.643904146401044e-27
8,236.60105693519483,0.0,0.0,6.071532165918825e-15,0.0,0.0,3.6863502841786936e-29,3.6863502841786936e-29
9,290.20846557787655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,322.57407110288284,0.0,0.0,-1.3199482591411988,0.0,0.0,1.7422634068098815,1.7422634068098815
11,464.9956713187228,-0.035079050258017566,-1.2071937029565976,0.0,0.0012305397670045223,1.4573166364580619,0.0,1.4585471762250664
12,464.9956713187228,-1.2071937029565922,0.035079050258017566,0.0,1.457316636458049,0.0012305397670045223,0.0,1.4585471762250535
13,466.8713767142201,1.3877787807814457e-17,-8.239936510889834e-15,0.0,1.925929944387236e-34,6.789655370349533e-29,0.0,6.789674629648977e-29
14,466.8713767142201,8.240153351324331e-15,0.0,0.0,6.79001272533416e-29,0.0,0.0,6.79001272533416e-29
15,610.0165606067382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,677.5183272655912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,685.3390843141225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,685.3390843141225,0.0,3.469446951953614e-17,0.0,0.0,1.2037062152420224e-33,0.0,1.2037062152420224e-33
