# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
    5    45       0.44298883       3.72670141       2.41828048
    5    46       0.44298883       3.80860693       2.40059673
    5    47       0.44298883       3.89051246       2.38363055
    5    48       0.44298883       3.97241798       2.36971309
    5    49       0.44298883       4.05432351       2.36066952
    6     0       0.52353225       0.04095276       2.22089553
    6     1       0.52353225       0.12285829       2.22571292
    6     2       0.52353225       0.20476381       2.23977716
    6     3       0.52353225       0.28666934       2.26170022
    6     4       0.52353225       0.36857486       2.28942703
    6     5       0.52353225       0.45048039       2.32020896
    6     6       0.52353225       0.53238592       2.35076790
    6     7       0.52353225       0.61429144       2.37767757
    6     8       0.52353225       0.69619697       2.39729425
    6     9       0.52353225       0.77810249       2.40621705
    6    10       0.52353225       0.86000802       2.40034043
    6    11       0.52353225       0.94191354       2.37598141
    6    12       0.52353225       1.02381907       2.32905266
    6    13       0.52353225       1.10572459       2.25577066
    6    14       0.52353225       1.18763012       2.15254261
    6    15       0.52353225       1.26953564       2.01554781
    6    16       0.52353225       1.35144117       1.84217754
    6    17       0.52353225       1.43334669       1.63131804
    6    18       0.52353225       1.51525222       1.38429817
    6    19       0.52353225       1.59715775       1.10747177
    6    20       0.52353225       1.67906327       0.81226075
    6    21       0.52353225       1.76096880       0.51628533
    6    22       0.52353225       1.84287432       0.24369258
    6    23       0.52353225       1.92477985       0.02191601
    6    24       0.52353225       2.00668537      -0.12315319
    6    25       0.52353225       2.08859090      -0.17376468
    6    26       0.52353225       2.17049642      -0.12315488
    6    27       0.52353225       2.25240195       0.02191289
    6    28       0.52353225       2.33430747       0.24368852
    6    29       0.52353225       2.41621300       0.51628091
    6    30       0.52353225       2.49811853       0.81225652
    6    31       0.52353225       2.58002405       1.10746813
    6    32       0.52353225       2.66192958       1.38429532
    6    33       0.52353225       2.74383510       1.63131603
    6    34       0.52353225       2.82574063       1.84217633
    6    35       0.52353225       2.90764615       2.01554725
    6    36       0.52353225       2.98955168       2.15254258
    6    37       0.52353225       3.07145720       2.25577106
    6    38       0.52353225       3.15336273       2.32905341
    6    39       0.52353225       3.23526825       2.37598240
    6    40       0.52353225       3.31717378       2.40034158
    6    41       0.52353225       3.39907931       2.40621829
    6    42       0.52353225       3.48098483       2.39729552
    6    43       0.52353225       3.56289036       2.37767884
    6    44       0.52353225       3.64479588       2.35076913
    6    45       0.52353225       3.72670141       2.32021010
    6    46       0.52353225       3.80860693       2.28942801
    6    47       0.52353225       3.89051246       2.26170101
