mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
4,99.84256658317938,0.6673449994134596,-0.049087686074823576,0.0,0.4453493482421504,0.0024096009241804284,0.0,0.4477589491663308
5,99.84256658317938,0.049087686074823576,0.6673449994134596,0.0,0.0024096009241804284,0.4453493482421504,0.0,0.4477589491663308
6,158.0392309001983,0.0,0.0,0.5492385512889284,0.0,0.0,0.30166298622196086,0.30166298622196086
7,205.72370635154542,1.431273381229065,0.008252863495094053,0.0,2.0485434918148804,6.810975586865603e-05,0.0,2.048611601570749
8,205.72370635154542,-0.008252863495094053,1.4312733812290523,0.0,6.810975586865603e-05,2.0485434918148444,0.0,2.048611601570713
9,276.24356619071455,-1.6152642921971348e-14,-2.3407155734827656e-15,0.0,2.6090787336471106e-28,5.478949395944752e-30,0.0,2.663868227606558e-28
10,276.2821099788975,-0.11782522486467772,-0.00016023731128077582,0.0,0.01388278361441187,2.5675995926492244e-08,0.0,0.013882809290407796
11,276.2821099788975,0.00016023731128077582,-0.11782522486467772,0.0,2.5675995926492244e-08,0.01388278361441187,0.0,0.013882809290407796
12,364.64432430118046,0.0,0.0,0.8910255719104639,0.0,0.0,0.7939265697983694,0.7939265697983694
13,498.28727896483645,-0.7956828003715799,0.0018232966447225595,0.0,0.6331111188071594,3.3244106546565435e-06,0.0,0.6331144432178141
14,498.28727896483645,-0.0018232966447225595,-0.7956828003715799,0.0,3.3244106546565435e-06,0.6331111188071594,0.0,0.6331144432178141
15,676.4067689621465,0.0,0.0,-1.1108616704462653,0.0,0.0,1.2340136508666668,1.2340136508666668
