# frequency_cm-1 IR_intensity
1.172708566759999940e+03 8.506203529657178084e-04
1.174730478081999991e+03 8.589655944149834346e-04
1.176752389403999814e+03 8.674373451101441120e-04
1.178774300725999865e+03 8.760381842901443332e-04
1.180796212047999916e+03 8.847707572910798891e-04
1.182818123369999967e+03 8.936377775892759235e-04
1.184840034691999790e+03 9.026420289184141537e-04
1.186861946013999841e+03 9.117863674638024838e-04
1.188883857335999892e+03 9.210737241369991793e-04
1.190905768657999943e+03 9.305071069341946943e-04
1.192927679979999766e+03 9.400896033818740508e-04
1.194949591301999817e+03 9.498243830734898587e-04
1.196971502623999868e+03 9.597147003010094227e-04
1.198993413945999919e+03 9.697638967854457131e-04
1.201015325267999970e+03 9.799754045106267176e-04
1.203037236589999793e+03 9.903527486646919887e-04
1.205059147911999844e+03 1.000899550694036568e-03
1.207081059233999895e+03 1.011619531474610909e-03
1.209102970555999946e+03 1.022516514605797001e-03
1.211124881877999769e+03 1.033594429832270564e-03
1.213146793199999820e+03 1.044857316599593928e-03
1.215168704521999871e+03 1.056309327749512059e-03
1.217190615843999922e+03 1.067954733361293649e-03
1.219212527165999973e+03 1.079797924745728522e-03
1.221234438487999796e+03 1.091843418598759715e-03
1.223256349809999847e+03 1.104095861322090723e-03
1.225278261131999898e+03 1.116560033518462476e-03
1.227300172453999949e+03 1.129240854669741551e-03
1.229322083775999772e+03 1.142143388006348599e-03
1.231343995097999823e+03 1.155272845577030643e-03
1.233365906419999874e+03 1.168634593528436894e-03
1.235387817741999925e+03 1.182234157604504640e-03
1.237409729063999976e+03 1.196077228876155476e-03
1.239431640385999799e+03 1.210169669712392402e-03
1.241453551707999850e+03 1.224517520004505654e-03
1.243475463029999901e+03 1.239127003655692526e-03
1.245497374351999952e+03 1.254004535349139771e-03
1.247519285673999775e+03 1.269156727608276814e-03
1.249541196995999826e+03 1.284590398163726766e-03
1.251563108317999877e+03 1.300312577642242498e-03
1.253585019639999928e+03 1.316330517593849395e-03
1.255606930961999979e+03 1.332651698874270756e-03
1.257628842283999802e+03 1.349283840400733545e-03
1.259650753605999853e+03 1.366234908300285921e-03
1.261672664927999904e+03 1.383513125470837339e-03
1.263694576249999955e+03 1.401126981576374369e-03
1.265716487571999778e+03 1.419085243498997275e-03
1.267738398893999829e+03 1.437396966271816973e-03
1.269760310215999880e+03 1.456071504518127117e-03
1.271782221537999931e+03 1.475118524423858378e-03
1.273804132859999754e+03 1.494548016271886239e-03
1.275826044181999805e+03 1.514370307568542592e-03
1.277847955503999856e+03 1.534596076794493341e-03
1.279869866825999907e+03 1.555236367814192937e-03
1.281891778147999958e+03 1.576302604980167436e-03
1.283913689469999781e+03 1.597806608970696362e-03
1.285935600791999832e+03 1.619760613401874253e-03
1.287957512113999883e+03 1.642177282257591738e-03
1.289979423435999934e+03 1.665069728183825662e-03
1.292001334757999757e+03 1.688451531696519813e-03
1.294023246079999808e+03 1.712336761355600810e-03
1.296045157401999859e+03 1.736739994961009363e-03
1.298067068723999910e+03 1.761676341830402739e-03
1.300088980045999961e+03 1.787161466222018241e-03
1.302110891367999784e+03 1.813211611970478318e-03
1.304132802689999835e+03 1.839843628407856644e-03
1.306154714011999886e+03 1.867074997647154809e-03
1.308176625333999937e+03 1.894923863310695247e-03
1.310198536655999760e+03 1.923409060791480846e-03
1.312220447977999811e+03 1.952550149141751411e-03
1.314242359299999862e+03 1.982367444689436386e-03
1.316264270621999913e+03 2.012882056490381509e-03
1.318286181943999964e+03 2.044115923731758180e-03
1.320308093265999787e+03 2.076091855210341740e-03
1.322330004587999838e+03 2.108833571018251408e-03
1.324351915909999889e+03 2.142365746578262561e-03
1.326373827231999940e+03 2.176714059181317565e-03
1.328395738553999763e+03 2.211905237189962237e-03
1.330417649875999814e+03 2.247967112083696945e-03
1.332439561197999865e+03 2.284928673535292082e-03
1.334461472519999916e+03 2.322820127721524509e-03
1.336483383841999967e+03 2.361672959087147798e-03
1.338505295163999790e+03 2.401519995797777533e-03
1.340527206485999841e+03 2.442395479135620485e-03
1.342549117807999892e+03 2.484335137111718522e-03
1.344571029129999943e+03 2.527376262590095950e-03
1.346592940451999766e+03 2.571557796242497640e-03
1.348614851773999817e+03 2.616920414678099594e-03
1.350636763095999868e+03 2.663506624120277541e-03
1.352658674417999919e+03 2.711360860033083710e-03
1.354680585739999970e+03 2.760529593133062044e-03
1.356702497061999793e+03 2.811061442258340742e-03
1.358724408383999844e+03 2.863007294606562114e-03
1.360746319705999895e+03 2.916420433896373988e-03
1.362768231027999946e+03 2.971356677054886198e-03
1.364790142349999769e+03 3.027874520085226465e-03
1.366812053671999820e+03 3.086035293825526837e-03
1.368833964993999871e+03 3.145903330373078528e-03
1.370855876315999922e+03 3.207546141016379051e-03
1.372877787637999745e+03 3.271034606593167110e-03
1.374899698959999796e+03 3.336443181275973099e-03
1.376921610281999847e+03 3.403850110878198915e-03
1.378943521603999898e+03 3.473337666875085054e-03
1.380965432925999949e+03 3.544992397445341243e-03
1.382987344247999772e+03 3.618905396962589054e-03
1.385009255569999823e+03 3.695172595502244778e-03
1.387031166891999874e+03 3.773895070080231316e-03
1.389053078213999925e+03 3.855179379507590095e-03
1.391074989535999748e+03 3.939137924930414050e-03
1.393096900857999799e+03 4.025889338330984266e-03
1.395118812179999850e+03 4.115558901495029731e-03
1.397140723501999901e+03 4.208278998205623386e-03
1.399162634823999952e+03 4.304189602708338898e-03
1.401184546145999775e+03 4.403438807809898804e-03
1.403206457467999826e+03 4.506183396327108695e-03
1.405228368789999877e+03 4.612589459999281126e-03
1.407250280111999928e+03 4.722833070421845504e-03
1.409272191433999751e+03 4.837101007056573976e-03
1.411294102755999802e+03 4.955591547933412694e-03
1.413316014077999853e+03 5.078515329287377339e-03
1.415337925399999904e+03 5.206096281082524778e-03
1.417359836721999955e+03 5.338572646172832017e-03
1.419381748043999778e+03 5.476198091751588795e-03
1.421403659365999829e+03 5.619242922760322133e-03
1.423425570687999880e+03 5.767995408082616030e-03
1.425447482009999931e+03 5.922763231658436517e-03
1.427469393331999754e+03 6.083875082142108960e-03
1.429491304653999805e+03 6.251682396421135227e-03
1.431513215975999856e+03 6.426561274243089948e-03
1.433535127297999907e+03 6.608914583403114468e-03
1.435557038619999958e+03 6.799174277465996202e-03
1.437578949941999781e+03 6.997803950887532265e-03
1.439600861263999832e+03 7.205301659718822867e-03
1.441622772585999883e+03 7.422203039894798883e-03
1.443644683907999934e+03 7.649084759510218177e-03
1.445666595229999757e+03 7.886568346569330576e-03
1.447688506551999808e+03 8.135324439580272557e-03
1.449710417873999859e+03 8.396077515190331422e-03
1.451732329195999910e+03 8.669611154994580349e-03
1.453754240517999961e+03 8.956773922896019494e-03
1.455776151839999784e+03 9.258485935195882865e-03
1.457798063161999835e+03 9.575746218237703514e-03
1.459819974483999886e+03 9.909640963270341038e-03
1.461841885805999937e+03 1.026135280566310183e-02
1.463863797127999760e+03 1.063217127621499808e-02
1.465885708449999811e+03 1.102350459668807563e-02
1.467907619771999862e+03 1.143689302063128320e-02
1.469929531093999913e+03 1.187402395500287283e-02
1.471951442415999736e+03 1.233674913921106037e-02
1.473973353737999787e+03 1.282710420742971813e-02
1.475995265059999838e+03 1.334733101920092257e-02
1.478017176381999889e+03 1.389990321465583989e-02
1.480039087703999940e+03 1.448755553696719038e-02
1.482060999025999763e+03 1.511331756941948316e-02
1.484082910347999814e+03 1.578055266219031277e-02
1.486104821669999865e+03 1.649300298021292785e-02
1.488126732991999916e+03 1.725484179552284891e-02
1.490148644313999739e+03 1.807073438446047883e-02
1.492170555635999790e+03 1.894590918384184489e-02
1.494192466957999841e+03 1.988624122600513716e-02
1.496214378279999892e+03 2.089835033039425666e-02
1.498236289601999943e+03 2.198971710506167354e-02
1.500258200923999766e+03 2.316882053942112205e-02
1.502280112245999817e+03 2.444530189510880566e-02
1.504302023567999868e+03 2.583016078538985863e-02
1.506323934889999919e+03 2.733599085636656545e-02
1.508345846211999742e+03 2.897726445505799039e-02
1.510367757533999793e+03 3.077067823980513331e-02
1.512389668855999844e+03 3.273557506279149015e-02
1.514411580177999895e+03 3.489446191723163948e-02
1.516433491499999946e+03 3.727364969036908726e-02
1.518455402821999769e+03 3.990404845828154912e-02
1.520477314143999820e+03 4.282216289762191819e-02
1.522499225465999871e+03 4.607134722092843387e-02
1.524521136787999922e+03 4.970339953587147447e-02
1.526543048109999745e+03 5.378060414141985768e-02
1.528564959431999796e+03 5.837837066395640262e-02
1.530586870753999847e+03 6.358867662254713560e-02
1.532608782075999898e+03 6.952460343379797403e-02
1.534630693397999949e+03 7.632637811432642361e-02
1.536652604719999772e+03 8.416951463362346009e-02
1.538674516041999823e+03 9.327592301976245226e-02
1.540696427363999874e+03 1.039292746653544541e-01
1.542718338685999925e+03 1.164965678887608241e-01
1.544740250007999748e+03 1.314588790557353060e-01
1.546762161329999799e+03 1.494559702441373428e-01
1.548784072651999850e+03 1.713522084781372579e-01
1.550805983973999901e+03 1.983359450031237092e-01
1.552827895295999951e+03 2.320725783612025139e-01
1.554849806617999775e+03 2.749456834720430121e-01
1.556871717939999826e+03 3.304457760613495609e-01
1.558893629261999877e+03 4.038112690955192874e-01
1.560915540583999928e+03 5.031048209594609633e-01
1.562937451905999751e+03 6.410335693075434049e-01
1.564959363227999802e+03 8.379558392620439777e-01
1.566981274549999853e+03 1.126302129186029344e+00
1.569003185871999904e+03 1.554176137539908797e+00
1.571025097193999727e+03 2.173520162842028203e+00
1.573047008515999778e+03 2.960067815257867441e+00
1.575068919837999829e+03 3.614410699061221255e+00
1.577090831159999880e+03 3.615269729738670446e+00
1.579112742481999931e+03 2.961796926196158530e+00
1.581134653803999754e+03 2.175074304214477561e+00
1.583156565125999805e+03 1.555288825580866785e+00
1.585178476447999856e+03 1.127053682436893300e+00
1.587200387769999907e+03 8.384645616750289188e-01
1.589222299091999730e+03 6.413857369754014659e-01
1.591244210413999781e+03 5.033554727992763933e-01
1.593266121735999832e+03 4.039946578654732834e-01
1.595288033057999883e+03 3.305834292218618464e-01
1.597309944379999934e+03 2.750514270607796741e-01
1.599331855701999757e+03 2.321555172666131817e-01
1.601353767023999808e+03 1.984022270757534456e-01
1.603375678345999859e+03 1.714060844487091395e-01
1.605397589667999910e+03 1.495004442040761272e-01
1.607419500989999733e+03 1.314961169770158533e-01
1.609441412311999784e+03 1.165281601407981149e-01
1.611463323633999835e+03 1.039564084554882722e-01
1.613485234955999886e+03 9.329949802552721383e-02
1.615507146277999937e+03 8.419022204372914042e-02
1.617529057599999760e+03 7.634475562603561249e-02
1.619550968921999811e+03 6.954107415414594040e-02
1.621572880243999862e+03 6.360357700493805833e-02
1.623594791565999913e+03 5.839197085399351617e-02
1.625616702887999736e+03 5.379312298812496257e-02
1.627638614209999787e+03 4.971501580112197560e-02
1.629660525531999838e+03 4.608220804405778470e-02
1.631682436853999889e+03 4.283239025411959833e-02
1.633704348175999939e+03 3.991374413595027287e-02
1.635726259497999763e+03 3.728289915810649446e-02
1.637748170819999814e+03 3.490333735844954738e-02
1.639770082141999865e+03 3.274413777280110738e-02
1.641791993463999916e+03 3.077898053470161030e-02
1.643813904785999739e+03 2.898535120233272297e-02
1.645835816107999790e+03 2.734390071033510408e-02
1.647857727429999841e+03 2.583792719059511619e-02
1.649879638751999892e+03 2.445295390608249672e-02
1.651901550073999715e+03 2.317638349415500690e-02
1.653923461395999766e+03 2.199721318121954788e-02
1.655945372717999817e+03 2.090579900698784702e-02
1.657967284039999868e+03 1.989365966842528144e-02
1.659989195361999919e+03 1.895331256642607612e-02
1.662011106683999742e+03 1.807813616189577616e-02
1.664033018005999793e+03 1.726225393213782697e-02
1.666054929327999844e+03 1.650043614445468806e-02
1.668076840649999895e+03 1.578801639218871053e-02
1.670098751971999718e+03 1.512082041444354034e-02
1.672120663293999769e+03 1.449510517869749028e-02
1.674142574615999820e+03 1.390750657149547077e-02
1.676164485937999871e+03 1.335499433627845151e-02
1.678186397259999922e+03 1.283483313449231000e-02
1.680208308581999745e+03 1.234454879823237809e-02
1.682230219903999796e+03 1.188189899902721870e-02
1.684252131225999847e+03 1.144484768512803868e-02
1.686274042547999898e+03 1.103154274448450191e-02
1.688295953869999721e+03 1.064029643690880128e-02
1.690317865191999772e+03 1.026956821027525356e-02
1.692339776513999823e+03 9.917949574784073324e-03
1.694361687835999874e+03 9.584150758571222811e-03
1.696383599157999925e+03 9.266988909077164549e-03
1.698405510479999748e+03 8.965377639039210506e-03
1.700427421801999799e+03 8.678317744920812163e-03
1.702449333123999850e+03 8.404888949987530597e-03
1.704471244445999901e+03 8.144242544855729432e-03
1.706493155767999724e+03 7.895594815814291692e-03
1.708515067089999775e+03 7.658221166066064324e-03
1.710536978411999826e+03 7.431450847685885930e-03
1.712558889733999877e+03 7.214662232894569240e-03
1.714580801055999927e+03 7.007278562498958467e-03
1.716602712377999751e+03 6.808764117285447115e-03
1.718624623699999802e+03 6.618620764982516974e-03
1.720646535021999853e+03 6.436384841294307511e-03
1.722668446343999904e+03 6.261624328591785214e-03
1.724690357665999727e+03 6.093936300251446420e-03
1.726712268987999778e+03 5.932944602450121799e-03
1.728734180309999829e+03 5.778297748544883143e-03
1.730756091631999880e+03 5.629667004057649707e-03
1.732778002953999930e+03 5.486744642807540699e-03
1.734799914275999754e+03 5.349242356938893952e-03
1.736821825597999805e+03 5.216889805524032621e-03
1.738843736919999856e+03 5.089433288114186132e-03
1.740865648241999907e+03 4.966634531099941088e-03
1.742887559563999730e+03 4.848269576053261185e-03
1.744909470885999781e+03 4.734127760377597992e-03
1.746931382207999832e+03 4.624010781612731581e-03
1.748953293529999883e+03 4.517731837642191377e-03
1.750975204851999706e+03 4.415114835850134263e-03
1.752997116173999757e+03 4.315993664982410889e-03
1.755019027495999808e+03 4.220211524095881898e-03
1.757040938817999859e+03 4.127620303539039637e-03
1.759062850139999910e+03 4.038080013405572974e-03
1.761084761461999733e+03 3.951458255346593403e-03
1.763106672783999784e+03 3.867629734023891180e-03
1.765128584105999835e+03 3.786475804841499954e-03
1.767150495427999886e+03 3.707884054909918025e-03
1.769172406749999709e+03 3.631747914482279238e-03
1.771194318071999760e+03 3.557966296356743479e-03
1.773216229393999811e+03 3.486443260969018191e-03
1.775238140715999862e+03 3.417087705104856956e-03
1.777260052037999912e+03 3.349813072348389095e-03
1.779281963359999736e+03 3.284537083549354634e-03
1.781303874681999787e+03 3.221181485743353570e-03
1.783325786003999838e+03 3.159671818095795282e-03
1.785347697325999889e+03 3.099937193563276610e-03
1.787369608647999712e+03 3.041910095078069216e-03
1.789391519969999763e+03 2.985526185162281840e-03
1.791413431291999814e+03 2.930724127970185233e-03
1.793435342613999865e+03 2.877445422840187953e-03
1.795457253935999915e+03 2.825634248513818510e-03
1.797479165257999739e+03 2.775237317247687165e-03
1.799501076579999790e+03 2.726203738107033786e-03
1.801522987901999841e+03 2.678484888786578262e-03
1.803544899223999892e+03 2.632034295356187534e-03
1.805566810545999715e+03 2.586807519376520953e-03
1.807588721867999766e+03 2.542762051872989471e-03
1.809610633189999817e+03 2.499857213696094968e-03
1.811632544511999868e+03 2.458054061832285267e-03
1.813654455833999918e+03 2.417315301262774885e-03
1.815676367155999742e+03 2.377605201998071564e-03
1.817698278477999793e+03 2.338889520943821746e-03
1.819720189799999844e+03 2.301135428279211300e-03
1.821742101121999895e+03 2.264311438052495074e-03
1.823764012443999718e+03 2.228387342719944948e-03
1.825785923765999769e+03 2.193334151374211251e-03
1.827807835087999820e+03 2.159124031426469179e-03
1.829829746409999871e+03 2.125730253523355241e-03
1.831851657731999921e+03 2.093127139495361191e-03
1.833873569053999745e+03 2.061290013147498625e-03
1.835895480375999796e+03 2.030195153716265674e-03
1.837917391697999847e+03 1.999819751829151789e-03
1.839939303019999898e+03 1.970141867814029744e-03
1.841961214341999721e+03 1.941140392216309397e-03
1.843983125663999772e+03 1.912795008391218396e-03
1.846005036985999823e+03 1.885086157047565500e-03
1.848026948307999874e+03 1.857995002627461489e-03
1.850048859629999697e+03 1.831503401414205428e-03
1.852070770951999748e+03 1.805593871267544307e-03
1.854092682273999799e+03 1.780249562892140258e-03
1.856114593595999850e+03 1.755454232551080214e-03
1.858136504917999900e+03 1.731192216142013896e-03
1.860158416239999724e+03 1.707448404558693919e-03
1.862180327561999775e+03 1.684208220265599786e-03
1.864202238883999826e+03 1.661457595017902002e-03
1.866224150205999877e+03 1.639182948663176756e-03
1.868246061527999700e+03 1.617371168965304465e-03
1.870267972849999751e+03 1.596009592394586523e-03
1.872289884171999802e+03 1.575085985831603790e-03
1.874311795493999853e+03 1.554588529135439001e-03
1.876333706815999903e+03 1.534505798529950957e-03
1.878355618137999727e+03 1.514826750764505185e-03
1.880377529459999778e+03 1.495540708008182961e-03
1.882399440781999829e+03 1.476637343438927299e-03
1.884421352103999880e+03 1.458106667491304662e-03
1.886443263425999703e+03 1.439939014728729627e-03
1.888465174747999754e+03 1.422125031307944947e-03
1.890487086069999805e+03 1.404655663005444696e-03
1.892508997391999856e+03 1.387522143777202791e-03
1.894530908713999906e+03 1.370715984824763187e-03
1.896552820035999730e+03 1.354228964142227716e-03
1.898574731357999781e+03 1.338053116520122833e-03
1.900596642679999832e+03 1.322180723983487150e-03
1.902618554001999883e+03 1.306604306642723638e-03
1.904640465323999706e+03 1.291316613937014109e-03
1.906662376645999757e+03 1.276310616251138995e-03
1.908684287967999808e+03 1.261579496887644180e-03
1.910706199289999859e+03 1.247116644377218838e-03
1.912728110611999909e+03 1.232915645111115795e-03
1.914750021933999733e+03 1.218970276280291389e-03
1.916771933255999784e+03 1.205274499106751473e-03
1.918793844577999835e+03 1.191822452353383634e-03
1.920815755899999886e+03 1.178608446099239405e-03
1.922837667221999709e+03 1.165626955767941472e-03
1.924859578543999760e+03 1.152872616397517544e-03
1.926881489865999811e+03 1.140340217140584913e-03
1.928903401187999862e+03 1.128024695984340946e-03
1.930925312509999685e+03 1.115921134680396146e-03
1.932947223831999736e+03 1.104024753874962347e-03
1.934969135153999787e+03 1.092330908430415824e-03
1.936991046475999838e+03 1.080835082929663396e-03
1.939012957797999888e+03 1.069532887355219676e-03
1.941034869119999712e+03 1.058420052935264265e-03
1.943056780441999763e+03 1.047492428149347050e-03
1.945078691763999814e+03 1.036745974886780402e-03
1.947100603085999865e+03 1.026176764751066247e-03
1.949122514407999688e+03 1.015780975504063360e-03
1.951144425729999739e+03 1.005554887643876020e-03
1.953166337051999790e+03 9.954948811107698289e-04
1.955188248373999841e+03 9.855974321156413948e-04
1.957210159695999891e+03 9.758591100858815277e-04
1.959232071017999715e+03 9.662765747236859220e-04
1.961253982339999766e+03 9.568465731720974784e-04
1.963275893661999817e+03 9.475659372843174728e-04
1.965297804983999868e+03 9.384315809919811834e-04
1.967319716305999691e+03 9.294404977683405622e-04
1.969341627627999742e+03 9.205897581824490925e-04
1.971363538949999793e+03 9.118765075406533261e-04
1.973385450271999844e+03 9.032979636118285225e-04
1.975407361593999894e+03 8.948514144329924825e-04
1.977429272915999718e+03 8.865342161920626443e-04
1.979451184237999769e+03 8.783437911846690661e-04
1.981473095559999820e+03 8.702776258420912882e-04
1.983495006881999871e+03 8.623332688274848619e-04
1.985516918203999694e+03 8.545083291977259620e-04
1.987538829525999745e+03 8.468004746282868514e-04
1.989560740847999796e+03 8.392074296987038278e-04
1.991582652169999847e+03 8.317269742362628148e-04
1.993604563491999897e+03 8.243569417156717443e-04
1.995626474813999721e+03 8.170952177125611910e-04
1.997648386135999772e+03 8.099397384087506742e-04
1.999670297457999823e+03 8.028884891473217966e-04
2.001692208779999874e+03 7.959395030355947975e-04
2.003714120101999697e+03 7.890908595942156814e-04
2.005736031423999748e+03 7.823406834506116099e-04
2.007757942745999799e+03 7.756871430751725340e-04
2.009779854067999850e+03 7.691284495585513003e-04
2.011801765389999900e+03 7.626628554285746521e-04
2.013823676711999724e+03 7.562886535052994966e-04
2.015845588033999775e+03 7.500041757928138696e-04
2.017867499355999826e+03 7.438077924064504355e-04
2.019889410677999876e+03 7.376979105341122415e-04
2.021911321999999700e+03 7.316729734304863340e-04
2.023933233321999751e+03 7.257314594429558697e-04
2.025955144643999802e+03 7.198718810680800051e-04
2.027977055965999853e+03 7.140927840375421850e-04
2.029998967287999676e+03 7.083927464325258860e-04
2.032020878609999727e+03 7.027703778255086405e-04
2.034042789931999778e+03 6.972243184485137383e-04
2.036064701253999829e+03 6.917532383868843721e-04
2.038086612575999879e+03 6.863558367976940007e-04
2.040108523897999703e+03 6.810308411519372775e-04
2.042130435219999754e+03 6.757770064996710454e-04
2.044152346541999805e+03 6.705931147573284583e-04
2.046174257863999856e+03 6.654779740164287489e-04
2.048196169185999679e+03 6.604304178729644660e-04
2.050218080507999730e+03 6.554493047767534280e-04
2.052239991829999781e+03 6.505335174000888244e-04
2.054261903151999832e+03 6.456819620250263186e-04
2.056283814473999882e+03 6.408935679486880976e-04
2.058305725795999933e+03 6.361672869059793170e-04
2.060327637117999984e+03 6.315020925091373262e-04
2.062349548439999580e+03 6.268969797035559618e-04
2.064371459761999631e+03 6.223509642393400959e-04
2.066393371083999682e+03 6.178630821580902979e-04
2.068415282405999733e+03 6.134323892943957827e-04
2.070437193727999784e+03 6.090579607915722581e-04
2.072459105049999835e+03 6.047388906311762947e-04
2.074481016371999885e+03 6.004742911758477941e-04
2.076502927693999936e+03 5.962632927250559800e-04
2.078524839015999987e+03 5.921050430833296524e-04
2.080546750337999583e+03 5.879987071405768382e-04
2.082568661659999634e+03 5.839434664641008146e-04
2.084590572981999685e+03 5.799385189019569961e-04
2.086612484303999736e+03 5.759830781972727310e-04
2.088634395625999787e+03 5.720763736131980262e-04
2.090656306947999838e+03 5.682176495681508796e-04
2.092678218269999888e+03 5.644061652810347792e-04
2.094700129591999939e+03 5.606411944261160095e-04
2.096722040913999990e+03 5.569220247972672721e-04
2.098743952235999586e+03 5.532479579812825008e-04
2.100765863557999637e+03 5.496183090399839061e-04
2.102787774879999688e+03 5.460324062008617982e-04
2.104809686201999739e+03 5.424895905559714779e-04
2.106831597523999790e+03 5.389892157688470431e-04
2.108853508845999841e+03 5.355306477891863233e-04
2.110875420167999891e+03 5.321132645750710185e-04
2.112897331489999942e+03 5.287364558224988062e-04
2.114919242811999993e+03 5.253996227020035293e-04
2.116941154133999589e+03 5.221021776021580064e-04
2.118963065455999640e+03 5.188435438797465299e-04
2.120984976777999691e+03 5.156231556164232776e-04
2.123006888099999742e+03 5.124404573816480381e-04
2.125028799421999793e+03 5.092949040017277296e-04
2.127050710743999844e+03 5.061859603347798305e-04
2.129072622065999894e+03 5.031131010514454426e-04
2.131094533387999945e+03 5.000758104211845863e-04
2.133116444709999996e+03 4.970735821039933737e-04
2.135138356031999592e+03 4.941059189473844416e-04
2.137160267353999643e+03 4.911723327884787464e-04
2.139182178675999694e+03 4.882723442610703243e-04
2.141204089997999745e+03 4.854054826075068600e-04
2.143226001319999796e+03 4.825712854952639297e-04
2.145247912641999847e+03 4.797692988380710495e-04
2.147269823963999897e+03 4.769990766214633835e-04
2.149291735285999948e+03 4.742601807326359995e-04
2.151313646607999999e+03 4.715521807944769109e-04
2.153335557929999595e+03 4.688746540036657141e-04
2.155357469251999646e+03 4.662271849727182339e-04
2.157379380573999697e+03 4.636093655758791112e-04
2.159401291895999748e+03 4.610207947987424735e-04
2.161423203217999799e+03 4.584610785915063094e-04
2.163445114539999850e+03 4.559298297257589026e-04
2.165467025861999900e+03 4.534266676546997474e-04
2.167488937183999951e+03 4.509512183767023542e-04
2.169510848505999547e+03 4.485031143021267898e-04
2.171532759827999598e+03 4.460819941232930987e-04
2.173554671149999649e+03 4.436875026875365170e-04
2.175576582471999700e+03 4.413192908732507997e-04
2.177598493793999751e+03 4.389770154688490836e-04
2.179620405115999802e+03 4.366603390545590701e-04
2.181642316437999852e+03 4.343689298869790215e-04
2.183664227759999903e+03 4.321024617863203007e-04
2.185686139081999954e+03 4.298606140262662008e-04
2.187708050403999550e+03 4.276430712263775639e-04
2.189729961725999601e+03 4.254495232469759653e-04
2.191751873047999652e+03 4.232796650864469458e-04
2.193773784369999703e+03 4.211331967808892938e-04
2.195795695691999754e+03 4.190098233060581749e-04
2.197817607013999805e+03 4.169092544815380312e-04
2.199839518335999855e+03 4.148312048770895770e-04
2.201861429657999906e+03 4.127753937211131575e-04
2.203883340979999957e+03 4.107415448111757772e-04
2.205905252301999553e+03 4.087293864265483488e-04
2.207927163623999604e+03 4.067386512426990580e-04
2.209949074945999655e+03 4.047690762477006718e-04
2.211970986267999706e+03 4.028204026604928077e-04
2.213992897589999757e+03 4.008923758509611089e-04
2.216014808911999808e+03 3.989847452617822053e-04
2.218036720233999858e+03 3.970972643319925022e-04
2.220058631555999909e+03 3.952296904222376444e-04
2.222080542877999960e+03 3.933817847416583671e-04
2.224102454199999556e+03 3.915533122763753277e-04
2.226124365521999607e+03 3.897440417195298769e-04
2.228146276843999658e+03 3.879537454028461271e-04
2.230168188165999709e+03 3.861821992296726323e-04
2.232190099487999760e+03 3.844291826094701765e-04
2.234212010809999811e+03 3.826944783937088622e-04
2.236233922131999861e+03 3.809778728131412687e-04
2.238255833453999912e+03 3.792791554164163885e-04
2.240277744775999963e+03 3.775981190100039853e-04
2.242299656097999559e+03 3.759345595993958161e-04
2.244321567419999610e+03 3.742882763315520602e-04
2.246343478741999661e+03 3.726590714385684508e-04
2.248365390063999712e+03 3.710467501825267058e-04
2.250387301385999763e+03 3.694511208015062464e-04
2.252409212707999814e+03 3.678719944567267934e-04
2.254431124029999864e+03 3.663091851807958200e-04
2.256453035351999915e+03 3.647625098270337006e-04
2.258474946673999966e+03 3.632317880198528679e-04
2.260496857995999562e+03 3.617168421061642508e-04
2.262518769317999613e+03 3.602174971077867077e-04
2.264540680639999664e+03 3.587335806748400487e-04
2.266562591961999715e+03 3.572649230400919921e-04
2.268584503283999766e+03 3.558113569742423605e-04
2.270606414605999817e+03 3.543727177421206621e-04
2.272628325927999867e+03 3.529488430597750494e-04
2.274650237249999918e+03 3.515395730524344402e-04
2.276672148571999969e+03 3.501447502133215738e-04
2.278694059893999565e+03 3.487642193632985188e-04
2.280715971215999616e+03 3.473978276113240849e-04
2.282737882537999667e+03 3.460454243157091536e-04
2.284759793859999718e+03 3.447068610461447740e-04
2.286781705181999769e+03 3.433819915464915310e-04
2.288803616503999820e+03 3.420706716983096946e-04
2.290825527825999870e+03 3.407727594851152429e-04
2.292847439147999921e+03 3.394881149573437062e-04
2.294869350469999972e+03 3.382166001980076836e-04
2.296891261791999568e+03 3.369580792890315528e-04
2.298913173113999619e+03 3.357124182782477589e-04
2.300935084435999670e+03 3.344794851470421081e-04
2.302956995757999721e+03 3.332591497786314212e-04
2.304978907079999772e+03 3.320512839269601046e-04
2.307000818401999823e+03 3.308557611862034944e-04
2.309022729723999873e+03 3.296724569608618744e-04
2.311044641045999924e+03 3.285012484364358974e-04
2.313066552367999975e+03 3.273420145506666587e-04
2.315088463689999571e+03 3.261946359653318571e-04
2.317110375011999622e+03 3.250589950385823225e-04
2.319132286333999673e+03 3.239349757978114827e-04
2.321154197655999724e+03 3.228224639130421029e-04
2.323176108977999775e+03 3.217213466708217879e-04
2.325198020299999826e+03 3.206315129486147770e-04
2.327219931621999876e+03 3.195528531896812507e-04
2.329241842943999927e+03 3.184852593784318975e-04
2.331263754265999978e+03 3.174286250162480913e-04
2.333285665587999574e+03 3.163828450977591682e-04
2.335307576909999625e+03 3.153478160875639556e-04
2.337329488231999676e+03 3.143234358973924871e-04
2.339351399553999727e+03 3.133096038636918571e-04
2.341373310875999778e+03 3.123062207256331255e-04
2.343395222197999828e+03 3.113131886035276174e-04
2.345417133519999879e+03 3.103304109776441606e-04
2.347439044841999930e+03 3.093577926674195627e-04
