system,frequency_cm-1,real_in_plane,real_out_of_plane,imag_in_plane,imag_out_of_plane,response_kind
MoS2,321.6,2.9298169574,1.199562753e-05,0.22951354668,3.3264026063e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,321.8,2.9411774576,1.2012250651e-05,0.23145363472,3.3377129424e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,322.0,2.9526328044,1.2028930216e-05,0.23341823239,3.3490790997e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,322.2,2.9641841748,1.2045666504e-05,0.2354077534,3.360501448e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,322.4,2.9758327653,1.2062459796e-05,0.23742262024,3.37198036e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,322.6,2.9875797922,1.2079310371e-05,0.23946326435,3.3835162117e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,322.8,2.9994264919,1.2096218515e-05,0.24153012638,3.3951093822e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,323.0,3.0113741214,1.2113184512e-05,0.2436236564,3.4067602538e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,323.2,3.023423959,1.2130208651e-05,0.24574431415,3.4184692117e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,323.4,3.0355773042,1.2147291219e-05,0.24789256931,3.4302366446e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,323.6,3.0478354788,1.2164432508e-05,0.25006890173,3.4420629444e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,323.8,3.0601998265,1.2181632812e-05,0.2522738017,3.4539485063e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,324.0,3.0726717144,1.2198892425e-05,0.25450777025,3.4658937287e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,324.2,3.0852525325,1.2216211645e-05,0.2567713194,3.4778990135e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,324.4,3.0979436952,1.223359077e-05,0.25906497246,3.4899647659e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,324.6,3.1107466406,1.2251030102e-05,0.26138926433,3.5020913945e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,324.8,3.1236628323,1.2268529944e-05,0.26374474183,3.5142793113e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,325.0,3.136693759,1.22860906e-05,0.26613196397,3.5265289321e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,325.2,3.1498409354,1.2303712378e-05,0.26855150233,3.5388406758e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,325.4,3.1631059028,1.2321395588e-05,0.27100394137,3.5512149652e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,325.6,3.1764902295,1.233914054e-05,0.27348987876,3.5636522264e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,325.8,3.1899955117,1.2356947549e-05,0.2760099258,3.5761528894e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,326.0,3.2036233738,1.2374816929e-05,0.27856470774,3.5887173878e-07,lattice 2D sheet polarizability / epsilon_0
MoS2,326.2,3.217375469,1.2392748999e-05,0.28115486418,3.6013461587e-07,lattice 2D sheet polarizability / epsilon_0
