# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
    6    45       2.40406574       3.23856318       0.24891806
    6    46       2.44516164       3.30974122       0.11328422
    6    47       2.48625755       3.38091926       0.06610661
    6    48       2.52735345       3.45209731       0.11308954
    6    49       2.56844936       3.52327535       0.24855081
    7     0       0.63693494       0.03554536       0.91161152
    7     1       0.67803084       0.10672341       1.13371710
    7     2       0.71912675       0.17790145       1.36626780
    7     3       0.76022265       0.24907950       1.59308142
    7     4       0.80131856       0.32025754       1.79977418
    7     5       0.84241446       0.39143559       1.97417505
    7     6       0.88351037       0.46261363       2.10926550
    7     7       0.92460627       0.53379167       2.20337350
    7     8       0.96570218       0.60496972       2.25371668
    7     9       1.00679808       0.67614776       2.26052858
    7    10       1.04789399       0.74732581       2.22546492
    7    11       1.08898989       0.81850385       2.14930871
    7    12       1.13008580       0.88968190       2.03206045
    7    13       1.17118170       0.96085994       1.87191420
    7    14       1.21227761       1.03203798       1.67187657
    7    15       1.25337351       1.10321603       1.43765846
    7    16       1.29446942       1.17439407       1.17705947
    7    17       1.33556532       1.24557212       0.90763804
    7    18       1.37666123       1.31675016       0.65510083
    7    19       1.41775713       1.38792821       0.44353561
    7    20       1.45885304       1.45910625       0.29171944
    7    21       1.49994894       1.53028429       0.21235108
    7    22       1.54104485       1.60146234       0.21247031
    7    23       1.58214075       1.67264038       0.29206820
    7    24       1.62323666       1.74381843       0.44408654
    7    25       1.66433256       1.81499647       0.65581376
    7    26       1.70542847       1.88617452       0.90845642
    7    27       1.74652437       1.95735256       1.17791475
    7    28       1.78762028       2.02853060       1.43849129
    7    29       1.82871618       2.09970865       1.67266196
    7    30       1.86981209       2.17088669       1.87264280
    7    31       1.91090800       2.24206474       2.03272253
    7    32       1.95200390       2.31324278       2.14990943
    7    33       1.99309981       2.38442082       2.22601711
    7    34       2.03419571       2.45559887       2.26105293
