z_angstrom,reference_electron_line_density_e_per_angstrom,displaced_electron_line_density_e_per_angstrom,electron_charge_difference_e_per_angstrom,cumulative_charge_difference_e,cumulative_dipole_difference_e_angstrom
-1.864239538831885,9.001375884074418,9.000800614139397,0.0005752699350214385,0.0002009339739447203,-0.0002564777204577291
-1.7834246535372007,8.179164292381198,8.178491344013555,0.0006729483676437553,0.0002553182190850955,-0.00035346792400508484
-1.7026097682425163,6.9472694128534505,6.946581471632373,0.0006879412210771818,0.000310914109955933,-0.0004481260308759178
-1.621794882947832,5.501126788015141,5.500427536161037,0.0006992518541046877,0.0003674240683374987,-0.0005397735922147359
-1.5409799976531473,4.125973724558053,4.125294025451505,0.0006796991065476377,0.00042235387366804545,-0.0006244193235040897
-1.4601651123584631,3.0308646665229797,3.030258134676807,0.0006065318461727642,0.00047137067524407055,-0.0006959919470847988
-1.3793502270637785,2.274727405356498,2.2741814690909625,0.0005459362655355626,0.0005154904519215354,-0.0007568485710628631
-1.2985353417690944,1.8044759812057793,1.8039863320653355,0.0004896491404438041,0.0005550613910411422,-0.0008082328340166657
-1.2177204564744097,1.5313763638287046,1.5309737590272279,0.0004026048014766914,0.0005875978518915702,-0.0008478531479755106
-1.1369055711797253,1.3816012305127838,1.3812534486853323,0.0003477818274515432,0.0006157038003846423,-0.0008798069574005747
-1.056090685885041,1.3095183673155562,1.3092314062705255,0.0002869610450306759,0.0006388945243228391,-0.0009042984649506357
-0.9752758005903566,1.2916984888638348,1.2914542419041328,0.00024424695970193255,0.0006586333143547262,-0.0009235492292016693
-0.8944609152956722,1.3175405674269642,1.317326972519674,0.0002135949072903376,0.0006758949622869236,-0.0009389890986106142
-0.8136460300009877,1.382801940997163,1.3825858409410512,0.00021610005611183425,0.0006933590635337763,-0.0009531986952576513
-0.7328311447063032,1.4859584966482982,1.4857075585561736,0.00025093809212450857,0.0007136385966648854,-0.0009680601687362313
-0.6520162594116188,1.6260385369019024,1.625743643406974,0.0002948934949282833,0.0007374703806316632,-0.0009835988793733556
-0.5712013741169344,1.800865771554129,1.8004744351688116,0.000391336385317409,0.000769096185722726,-0.001001663582698925
-0.49038648882225006,2.0055641450917494,2.0050443901179014,0.0005197549738480411,0.000811100124315597,-0.0010222617466621885
-0.40957160352756555,2.2318255832914984,2.231184849047605,0.0006407342438934371,0.0008628809887402214,-0.0010434697183366254
-0.32875671823288116,2.4681417512448904,2.4672879566669117,0.0008537945779787393,0.0009318802996247967,-0.0010661537053433686
-0.2479418329382005,2.701061428875821,2.699998144288881,0.0010632845869396057,0.0010178095215539267,-0.0010874591541314305
-0.16712694764351607,2.9173092341763898,2.9161101133247205,0.0011991208516692886,0.0011147163356360445,-0.0011036548941748326
-0.08631206234883168,3.1072737971609627,3.1059045804890513,0.0013692166719114773,0.0012253694239201401,-0.0011132055904299002
-0.005497177054147252,3.266640536326413,3.2648885796486935,0.001751956677719324,0.0013669536018712835,-0.0011139839037241635
0.07531770824053717,3.3968142347055377,3.3948313921938063,0.0019828425117314197,0.001527196792014282,-0.0011019147538814402
0.15613259353522158,3.5038315025908533,3.5014168120419358,0.0024146905489175197,0.0017223397317472097,-0.0010714465805908508
0.236947478829906,3.5947324115434163,3.5918265499185584,0.0029058616248578417,0.001957176605642321,-0.0010158025753851075
0.3177623641245904,3.6746923025664437,3.6712378655926146,0.003454436973829189,0.0022363465334400436,-0.000927092879135612
0.39857724941927486,3.745404930754516,3.7411689105721173,0.004236020182398548,0.00257868001858655,-0.0007906465402418032
0.47939213471395925,3.804846276024004,3.7997505240462663,0.005095751977737706,0.0029904926301575836,-0.0005932268132786348
0.5602070200086436,3.8476210037136145,3.8412364433432415,0.006384560370372938,0.00350646014414626,-0.0003041781898457703
0.6410219053033281,3.8659254172169417,3.8580786939806937,0.007846723236248021,0.0041405921824227785,0.00010231433754412638
0.7218367905980125,3.8517415908091572,3.842051321380561,0.009690269428596299,0.004923710194769375,0.0006675977302358883
0.8026516758926969,3.8006496911193133,3.788566695522191,0.012082995597122448,0.005900196097967002,0.0014513757769230571
0.8834665611873813,3.7154717544418334,3.7002671309885,0.015204623453333621,0.007128955998297026,0.002536944060592573
0.9642814464820657,3.6108344571632673,3.590743875821724,0.020090581341543512,0.00875257402491739,0.004102568799836415
1.04509633177675,3.5179256453095102,3.490026087631221,0.027899557678289444,0.01100727357846078,0.00645894703250329
1.1259112170714345,3.4912942953815636,3.44976930871929,0.041524986662273555,0.014363110612435715,0.010237321591719402
1.206726102366119,3.6135651235426263,3.549232192575233,0.06433293096739323,0.019562169049236446,0.016511161115133635
1.2875409876608035,3.9890493188251246,3.8907776947764656,0.09827162404865897,0.027503979074451165,0.026736567038813063
1.3683558729554879,4.70739684585126,4.568476935903542,0.13891990994771852,0.03873077566202392,0.04209882008389487
1.4491707582501723,5.7732298066708285,5.601053091765215,0.17217671490561326,0.05264521712753662,0.06226322177309956
1.5299856435448567,7.0421165609864005,6.863338229241659,0.17877833174474134,0.06709316750066292,0.08436837842263134
1.610800528839541,8.242274237775943,8.093286433723963,0.14898780405198053,0.07913359979543064,0.10376311313049986
1.6916154141342254,9.114182749765083,9.02001754015831,0.0941652096067731,0.08674355040855192,0.11663622288845601
1.7724302994289098,9.572004061658465,9.530840582455149,0.0411634792033162,0.09007017225869804,0.12253242825039726
1.8532451847235945,9.73197592063465,9.721772231919912,0.010203688714737424,0.09089478219176221,0.12406063263812367
1.9340600700182786,9.781847816278624,9.781126959951623,0.0007208563270015844,0.09095303811314279,0.12417330308950797
2.0148749553129632,9.840841668565961,9.840360785650457,0.0004808829155038552,-12.909008099389201,-26.495577731159923
2.0956898406076476,9.94294863878786,9.941313892422583,0.001634746365276385,0.09112401245079511,0.25452667441129584
2.176504725902332,10.088549641453739,10.087036998547125,0.0015126429066132374,0.09124625651378487,0.25479273919210654
2.2573196111970164,10.234526845039394,10.243099946209126,-0.008573101169732311,0.09055342232613323,0.25322879099301276
2.3381344964917012,10.242041922514993,10.282983638035057,-0.04094171552006465,0.0872447222826116,0.24549260528271122
2.418949381786385,9.916836042532887,10.011771718015106,-0.09493567548221904,0.07957250655814269,0.22693390379907538
2.4997642670810696,9.16138370279823,9.310784219416254,-0.14940051661802478,0.06749872094469044,0.19675228595416994
2.580579152375754,8.08446580662931,8.262329431685693,-0.1778636250563821,0.053124692487662176,0.15965896778230698
2.661394037670439,6.942010191915372,7.1119477932215025,-0.16993760130613023,0.03939120473085346,0.12310874534991628
2.7422089229651228,5.971236137830143,6.107816135609783,-0.13657999777963958,0.028353507876743643,0.09284107454759229
2.823023808259807,5.27390969109028,5.370618092249443,-0.09670840115916324,0.020538029530033548,0.0707777931018907
2.903838693554492,4.820645345869504,4.884571342169573,-0.06392599630006846,0.015371857471695099,0.05577606278132746
2.9846535788491764,4.5252188427122375,4.5671198777053155,-0.04190103499307796,0.011985630135000949,0.04566934724206635
3.0654684641438608,4.310855022316495,4.3395662445777905,-0.028711222261295077,0.009665336001284199,0.03855655874761965
3.1462833494385447,4.133993297294215,4.154820962511082,-0.020827665216867075,0.007982150625826998,0.0332607806268002
3.2270982347332295,3.9793380301512666,3.995172590699464,-0.01583456054819754,0.00670248243143268,0.02913116565562604
3.307913120027914,3.845397342326361,3.85776289933033,-0.012365557003968686,0.005703161360552069,0.02582549837413972
3.3887280053225983,3.7329606620424958,3.7428514494108507,-0.009890787368354914,0.004903838513904354,0.023116810658410425
3.4695428906172827,3.6391237200817956,3.6471061819020365,-0.007982461820240871,0.004258736777532391,0.02087860251525621
3.550357775911967,3.5553293513624387,3.561928604143333,-0.00659925278089446,0.0037254189210137786,0.018985133316332656
3.6311726612066515,3.4679483801540423,3.4735995502793173,-0.005651170125275051,0.0032687202555589283,0.017326781607923447
3.7119875465013363,3.3609266418093804,3.365791421229864,-0.004864779420483689,0.002875573664708598,0.01586742635873757
3.7928024317960203,3.218576666992648,3.222846441387255,-0.004269774394606962,0.002530512336774256,0.014558676915029434
3.873617317090701,3.030410718824905,3.034381895962939,-0.0039711771380339655,0.002209582111879168,0.013315516038298003
3.9544322023853855,2.7936929153908983,2.7972733276662205,-0.0035804122753222423,0.0019202315045413214,0.01217129867886145
4.0352470876800695,2.5145991178707403,2.5179347442708777,-0.0033356264001374036,0.0016506632396282963,0.011083524122940197
4.116061972974754,2.2074754225042006,2.2105134559254864,-0.003038033421285835,0.001405144917165664,0.010072955492183205
4.196876858269439,1.891587940561315,1.8943103469684466,-0.0027224064071316167,0.0011851339556478086,0.009149596579223304
4.277691743564123,1.5863302306184948,1.5887091228360533,-0.0023788922175584926,0.0009928840539574018,0.008327210762061235
4.358506628858808,1.3069900088296262,1.3090645092095654,-0.0020745003799391704,0.0008252335437088387,0.00759650490181131
4.439321514153492,1.062406479204802,1.0641878238738591,-0.0017813446690571055,0.0006812743786086912,0.006957423883022645
4.520136399448177,0.8552770659444121,0.8567770425228087,-0.0014999765783966224,0.0005600539434808551,0.0064094909818443735
4.600951284742861,0.6839414600485093,0.6851920760518055,-0.0012506160032962343,0.00045898555462677335,0.0059444802482993
4.681766170037545,0.5443756324223484,0.5454181913463789,-0.00104255892403049,0.0003747312747682998,0.005550021411177025
4.762581055332229,0.431782697819416,0.4326433649736871,-0.000860667154271133,0.00030517655741897577,0.005218761432020144
4.843395940626914,0.34151857443138717,0.3422243685453467,-0.0007057941139595458,0.00024813788705767173,0.004942500567533453
4.924210825921598,0.2694873136681473,0.2700653850528634,-0.0005780713847161056,0.0002014211144097003,0.004712457329908187
5.005025711216283,0.21220723942763567,0.2126799874401973,-0.00047274801256164123,0.00016321603800124125,0.004521239940184857
5.085840596510968,0.166770439459685,0.16715477496546347,-0.0003843355057784603,0.0001321560081870805,0.004363273579627153
5.166655481805652,0.13081028002798872,0.13112220144962278,-0.0003119214216340538,0.00010694811427676956,0.004233033076370657
5.247470367100337,0.10242770607391109,0.10268018155828179,-0.00025247548437069833,8.65443369676317e-05,0.004125964859564041
5.32828525239502,0.08008221690842182,0.0802858233332923,-0.00020360642487048108,7.0089907096463e-05,0.004038290963544938
5.4091001376897045,0.06251564487996356,0.06268079116828496,-0.00016514628832139944,5.674362874892624e-05,0.003966099607497636
5.489915022984389,0.04872127391175137,0.04885574214687654,-0.00013446823512516803,4.587659375150714e-05,0.003906440508810005
5.570729908279073,0.03790762878093643,0.03801725642530636,-0.0001096276443699265,3.701704824662508e-05,0.003857086373692198
5.651544793573758,0.029448001671677146,0.02953606620332496,-8.806453164781486e-05,2.9900123222976824e-05,0.003816864753128535
5.732359678868443,0.022837080484264877,0.022908696850349203,-7.161636608432609e-05,2.411245481264989e-05,0.003783687756098525
5.813174564163127,0.017676619444285696,0.01773507226881406,-5.845282452836276e-05,1.938859650323994e-05,0.0037562271431295646
5.893989449457812,0.013659671321874277,0.01370715797269018,-4.748665081590227e-05,1.5550968264524073e-05,0.003733608202779626
5.974804334752496,0.010544188192741548,0.010582470492655567,-3.828229991401956e-05,1.2457188588155877e-05,0.0037151234745584905
6.05561922004718,0.008133349848397876,0.008163823853058187,-3.0474004660311152e-05,9.994435397063155e-06,0.0037002099790002796
6.1364341053418645,0.006268491843157808,0.00629322622168836,-2.4734378530552603e-05,7.995529433281243e-06,0.003687943824270762
6.217248990636549,0.004829285881096972,0.00484904783606129,-1.9761954964317777e-05,6.398469309641185e-06,0.003678014503829069
6.298063875931233,0.003722298577248438,0.0037378534000668848,-1.5554822818446713e-05,5.1414080877892744e-06,0.003670097451957899
6.378878761225918,0.0028715968264672945,0.002883815728101077,-1.221890163378243e-05,4.1539389538281165e-06,0.0036637985060719025
6.459693646520603,0.002215884199706797,0.002225579327341937,-9.695127635139973e-06,3.370428326076955e-06,0.003658737267447837
6.540508531815287,0.001710065016577106,0.0017176456119839846,-7.580595406878618e-06,2.7578033778046486e-06,0.003654730388746863
6.621323417109972,0.0013207389458134802,0.0013265423490302945,-5.803403216814293e-06,2.2888020125189992e-06,0.0036516249790242428
6.702138302404655,0.0010213162441316964,0.0010257047105371043,-4.38846640540792e-06,1.9341486033463823e-06,0.0036492480428265417
6.78295318769934,0.0007894357130152105,0.0007928854672932958,-3.4497542780852902e-06,1.6553571070680729e-06,0.003647357013158159
6.8637680729940245,0.00060962752391296,0.0006122872007319818,-2.659676819021851e-06,1.440415630017891e-06,0.0036458817047104186
6.944582958288708,0.0004710281860722286,0.0004730340340724679,-2.005848000239275e-06,1.278313253959982e-06,0.0036447559713121414
7.025397843583393,0.00036495649877120787,0.00036639987055733634,-1.443371786128474e-06,1.1616673286264256e-06,0.003643936487279842
7.106212728878078,0.0002831072504492005,0.0002842155774697765,-1.1083270205760275e-06,1.0720980075895747e-06,0.003643299988630583
7.187027614172762,0.00021960837508992788,0.0002204276462562703,-8.19271166342412e-07,1.0058887022563705e-06,0.0036428241405248307
7.267842499467447,0.00017084665136385752,0.00017140309730057625,-5.564459367187304e-07,9.609195877077532e-07,0.0036424973120829374
7.348657384762132,0.00013332668591730377,0.00013376222590366022,-4.3553998635645634e-07,9.257214736691078e-07,0.00364223865320229
7.429472270056815,0.00010372515886748025,0.00010409773601966122,-3.7257715218097596e-07,8.956116938521821e-07,0.0036420149534280855
7.5102871553515,8.025192574160593e-05,8.054489023732089e-05,-2.9296449571496023e-07,8.719358017355625e-07,0.0036418371406796435
7.591102040646184,6.167882194477494e-05,6.193451895995447e-05,-2.5569701517953183e-07,8.512716767836355e-07,0.00364168027719855
7.671916925940868,4.707580369972461e-05,4.727754534286725e-05,-2.0174164314263747e-07,8.349679490339021e-07,0.003641555196353674
7.752731811235553,3.548945535392821e-05,3.567028611278319e-05,-1.8083075885497982e-07,8.203541319992862e-07,0.003641441899349479
7.833546696530238,2.6233242973052855e-05,2.637514253222293e-05,-1.418995591700741e-07,8.088865354015905e-07,0.0036413520673960476
7.914361581824922,1.8988496920064306e-05,1.9116638767132326e-05,-1.2814184706801967e-07,7.985307667293395e-07,0.00364127010809831
7.995176467119602,1.3436088997814511e-05,1.3537779219879806e-05,-1.0169022206529493e-07,7.903126830975417e-07,0.003641204403069448
8.075991352414286,9.233479471505798e-06,9.328738994646722e-06,-9.525952314092467e-08,7.826142956616815e-07,0.003641142230959099
8.156806237708972,5.961347775790315e-06,6.040269282203014e-06,-7.89215064126991e-08,7.762362631736555e-07,0.00364109020658393
8.237621123003656,3.587591497948165e-06,3.6634196691219173e-06,-7.582817117375229e-08,7.701082182181431e-07,0.0036410397260713545
8.31843600829834,1.958626508507035e-06,2.0283521216454164e-06,-6.972561313838146e-08,7.644733507902633e-07,0.0036409928527872393
8.399250893593024,9.985218981017721e-07,1.0705459108580114e-06,-7.202401275623925e-08,7.586527384609049e-07,0.00364094396400394
8.48006577888771,3.443232963229563e-07,4.1903480267894033e-07,-7.471150635598404e-08,7.52614936644553e-07,0.003640892763047382
8.560880664182394,6.960135120396752e-08,1.4851161088613325e-07,-7.891025968216572e-08,7.46237813059765e-07,0.0036408381692533964
8.641695549477078,-7.415740449112874e-09,8.161349882552604e-08,-8.902923927463891e-08,7.39042925299912e-07,0.0036407759932238493
8.722510434771763,3.212736564760812e-08,1.2593014599742316e-07,-9.380278034981503e-08,7.314622643656193e-07,0.0036407098708297336
8.803325320066447,-1.4785104878274429e-08,9.201987609583018e-08,-1.0680498097410461e-07,7.228308320792961e-07,0.0036406338855233256
8.884140205361131,2.801166503866499e-08,1.374217495641422e-07,-1.094100845254772e-07,7.139888686482879e-07,0.003640555332280526
8.964955090655817,-2.08515594829451e-08,1.0371447303633371e-07,-1.245660325192788e-07,7.039220790186285e-07,0.0036404650839635955
9.045769975950499,2.3858902988312134e-08,1.489443390054815e-07,-1.2508543601716936e-07,6.938133138548654e-07,0.0036403736423991917
9.126584861245185,-2.5402626643256374e-08,1.1645565399596075e-07,-1.4185828063921713e-07,6.823490531769059e-07,0.0036402690128512494
9.207399746539869,1.984897936928307e-08,1.6026940573595673e-07,-1.4042042636667367e-07,6.710009925270525e-07,0.003640164526720502
9.288214631834553,-2.827557950906345e-08,1.2995011256609446e-07,-1.5822569207515792e-07,6.582140013713266e-07,0.003640045758402155
9.369029517129238,1.6111385193755033e-08,1.71095258887222e-07,-1.5498387369346698e-07,6.456889973962632e-07,0.003639928411270199
9.44984440242392,-2.9436069192132985e-08,1.437920953648647e-07,-1.7322816455699768e-07,6.316895831477807e-07,0.0036397961189838235
9.530659287718606,1.2753100962045748e-08,1.8111015035678357e-07,-1.683570493947378e-07,6.180838275123935e-07,0.003639666447162515
9.61147417301329,-2.8897305390091632e-08,1.575557176014263e-07,-1.8645302299151796e-07,6.030156478464868e-07,0.0036395216197428193
9.692289058307976,9.780894000637668e-09,1.8995915848612275e-07,-1.8017826448548508e-07,5.88454562069497e-07,0.0036393804894904735
9.77310394360266,-2.675907095192506e-08,1.707493216316021e-07,-1.9750839258352715e-07,5.724929439781218e-07,0.003639224494937754
9.853918828897346,7.230172967213933e-09,1.973342372601359e-07,-1.9010406429292198e-07,5.57129705828236e-07,0.003639073106836088
9.934733714192028,-2.3224200265689448e-08,1.8292618351164465e-07,-2.061503837773341e-07,5.404696862098156e-07,0.003638907593977503
10.015548599486713,5.03013789492784e-09,2.0292441623977486e-07,-1.97894278344847e-07,5.244768828049024e-07,0.0036387474172777656
10.096363484781397,-1.8561720360282683e-08,1.9361297211816356e-07,-2.1217469247844624e-07,5.073300093698218e-07,0.00363857429621095
10.177178370076081,3.09907693541797e-09,2.0644816678829247e-07,-2.033490898528745e-07,4.908963759985832e-07,0.0036384070481928765
10.257993255370767,-1.3068426405288915e-08,2.023751109154897e-07,-2.1544353732077862e-07,4.7348533124252347e-07,0.003638228445813213
10.33880814066545,1.309750086125838e-09,2.0769419718729453e-07,-2.063844471011687e-07,4.568063958234357e-07,0.0036380560054999345
10.419623025960135,-7.131493553085574e-09,2.0883953740513874e-07,-2.159710309582243e-07,4.393527217295721e-07,0.0036378741447954666
10.500437911254819,-4.65274512721426e-10,2.0653015653807135e-07,-2.0699543105079276e-07,4.226244097126785e-07,0.0036376984901937692
10.581252796549505,-1.1375083377244422e-09,2.1270061565811665e-07,-2.1383812399584108e-07,4.053431062503241e-07,0.0036375156323531777
10.662067681844189,-2.393688132861552e-09,2.0286636888512568e-07,-2.0526005701798724e-07,3.887550382868351e-07,0.0036373387692498482
10.742882567138874,4.5087761402460275e-09,2.1374816906054517e-07,-2.0923939292029913e-07,3.718453807488517e-07,0.003637157110784661
10.823697452433557,-4.635577347610842e-09,1.966826029792759e-07,-2.0131818032688674e-07,3.555758750979998e-07,0.0036369810145777948
10.90451233772824,9.40775401228696e-09,2.118032082790212e-07,-2.0239545426673423e-07,3.3921930967726814e-07,0.0036368026542083487
10.985327223022926,-7.349624637429021e-09,1.8807204745720557e-07,-1.9542167209463459e-07,3.2342632966284484e-07,0.003636629163155075
11.06614210831761,1.319288046463023e-08,2.068296482160798e-07,-1.9363676775144957e-07,3.07777596488178e-07,0.003636455992049953
11.146956993612296,-1.0670208599085584e-08,1.7716238390372952e-07,-1.878325925028151e-07,2.925979270704598e-07,0.003636286784927778
11.22777187890698,1.5528591562950777e-08,1.9886896020321143e-07,-1.8334036864026065e-07,2.7778129620891203e-07,0.0036361204271764536
11.308586764201664,-1.4710556113614332e-08,1.641777894236542e-07,-1.7888834553726854e-07,2.6332445508376184e-07,0.003635956940734264
11.389401649496348,1.6130402606312095e-08,1.8803714067808962e-07,-1.7190673807177753e-07,2.4943183176510776e-07,0.0036357987120673174
11.470216534791032,-1.9557650885244536e-08,1.4936936935082364e-07,-1.6892702023606817e-07,2.357800140015571e-07,0.003635642122761462
11.551031420085717,1.4796882460323158e-08,1.745453335203103e-07,-1.5974845105998717e-07,2.2286996125314072e-07,0.0036354929983365425
11.631846305380401,-2.526721686052702e-08,1.3307052781861348e-07,-1.583377446791405e-07,2.1007391457907697e-07,0.003635344156688314
11.712661190675087,1.1373499658193528e-08,1.5867724522425152e-07,-1.47303745566058e-07,1.9816957927767862e-07,0.0036352047252422304
11.79347607596977,-3.1835618724651634e-08,1.156302408169607e-07,-1.4746585954161234e-07,1.8625214275394117e-07,0.0036350641772396886
11.874290961264455,5.800745287974074e-09,1.407679927357471e-07,-1.3496724744777303e-07,1.7534478013291012e-07,0.003634934660042305
11.955105846559139,-3.922795024858871e-08,9.74213304592485e-08,-1.366492807078372e-07,1.6430148418690514e-07,0.0036348026362703623
12.035920731853825,-1.901088964708385e-09,1.2122638020984696e-07,-1.2312746917455535e-07,1.5435095188893867e-07,0.0036346828724523883
12.116735617148503,-4.7374436424179645e-08,7.885423637800176e-08,-1.262286728021814e-07,1.4414979617553014e-07,0.003634559267745613
12.197550502443189,-1.1618219897602734e-08,1.004705709385957e-07,-1.1208879083619844e-07,1.350913534012829e-07,0.003634448776932392
12.278365387737873,-5.616646610791811e-08,6.030742786591025e-08,-1.1647389397382836e-07,1.2567852901996275e-07,0.0036343332028352937
12.359180273032559,-2.318346265574512e-08,7.898175048145752e-08,-1.0216521313720263e-07,1.1742205903917274e-07,0.003634231159634377
12.439995158327243,-6.54523331633307e-08,4.2157412798737634e-08,-1.0760974596206833e-07,1.0872558976265807e-07,0.003634122975598675
12.520810043621925,-3.634376080474483e-08,5.7200251048262276e-08,-9.35440118530071e-08,1.011658411747527e-07,0.003634028321422622
12.60162492891661,-7.50452716724788e-08,2.4767758624314266e-08,-9.981303029679306e-08,9.309946258040251e-08,0.003633926671945037
12.682439814211294,-5.076510793400459e-08,3.5621748518158766e-08,-8.638685645216336e-08,8.611811868525257e-08,0.003633838131471251
12.76325469950598,-8.475523737271418e-08,8.46325741512569e-09,-9.321849478783988e-08,7.858467672163017e-08,0.0036337419802326965
12.844069584800664,-6.610389163533585e-08,1.4685052282939946e-08,-8.07889439182758e-08,7.205572748579602e-08,0.003633658121954403
12.92488447009535,-9.433929179287179e-08,-6.476687188519261e-09,-8.786260460435252e-08,6.495512117300307e-08,0.0036335663474381386
13.005699355390032,-8.193227706573924e-08,-5.163555190881262e-09,-7.676872187485798e-08,5.8751065720466894e-08,0.0036334856593581433
13.086514240684718,-1.0358304751323532e-07,-1.9817431134205002e-08,-8.376561637903032e-08,5.198155704115703e-08,0.0036333970700864193
13.167329125979402,-9.780072016490373e-08,-2.356983951872632e-08,-7.423088064617741e-08,4.5982596936412796e-08,0.0036333180798042986
13.248144011274086,-1.122306470076148e-07,-3.137503888079804e-08,-8.085560812681675e-08,3.944826024021215e-08,0.0036332315119707304
13.328958896568771,-1.1324410939188013e-07,-4.015436772247222e-08,-7.30897416694079e-08,3.354152115098084e-08,0.0036331527812882014
13.409773781863453,-1.2004669788534806e-07,-4.101492210507897e-08,-7.903177578026909e-08,2.7154577256663184e-08,0.003633067133815421
13.49058866715814,-1.2781452387878122e-07,-5.465419034540919e-08,-7.316033353337203e-08,2.1242133294042874e-08,0.00363298737146589
13.571403552452823,-1.2680729475404116e-07,-4.865891825471207e-08,-7.814837649932908e-08,1.4926581211283787e-08,0.0036329016605599063
13.652218437747509,-1.4105042314249647e-07,-6.68178468092191e-08,-7.423257633327737e-08,8.927484069781075e-09,0.003632819759575301
13.733033323042193,-1.3229886876253872e-07,-5.4292879933276935e-08,-7.800598882926179e-08,2.6234390302458557e-09,0.0036327331859146994
13.813848208336879,-1.5253682409503075e-07,-7.648412537622358e-08,-7.605269871880717e-08,-3.522751093065733e-09,0.003632648283377282
13.89466309363156,-1.3632491944607349e-07,-5.79437013394394e-08,-7.838121810663408e-08,-9.857120243611002e-09,0.003632560269452023
13.975477978926245,-1.6186718206395387e-07,-8.355116875050935e-08,-7.831601331344452e-08,-1.6186219876273994e-08,0.0036324718172594805
14.05629286422093,-1.3873250709981395e-07,-5.967452636449766e-08,-7.905798073531629e-08,-2.2575281521027944e-08,0.0036323820107378724
14.137107749515614,-1.6870803870129985e-07,-8.798021375245293e-08,-8.072782494884692e-08,-2.9099291434358364e-08,0.0036322897801067677
14.2179226348103,-1.39376072704195e-07,-5.962577732902201e-08,-7.975029537517298e-08,-3.5544302407320166e-08,0.003632198145439386
14.298737520104982,-1.7277202193838794e-07,-8.978693310232042e-08,-8.298508883606752e-08,-4.225073284277615e-08,0.0036321022519509027
14.379552405399668,-1.381640916035409e-07,-5.793764469372309e-08,-8.02264469098178e-08,-4.873422394739316e-08,0.003632009022250804
14.460367290694352,-1.7384521068715728e-07,-8.906781987703928e-08,-8.4777390810118e-08,-5.5585499061295474e-08,0.003631909950296247
14.541182175989036,-1.3502256942113181e-07,-5.479137297285642e-08,-8.02311964482754e-08,-6.206937399931814e-08,0.0036318156670895607
14.621997061283722,-1.717749635439792e-07,-8.595175208904296e-08,-8.582321145493625e-08,-6.900516698867026e-08,0.003631714251944862
14.702811946578406,-1.2993274085478816e-07,-5.040294417848831e-08,-7.952979667629985e-08,-7.543235838457499e-08,0.0036316197541584327
14.78362683187309,-1.6649393582279095e-07,-8.064312166713442e-08,-8.585081415565654e-08,-8.237038208301964e-08,0.003631517185005123
14.864441717167773,-1.228979898069617e-07,-4.498824690582088e-08,-7.790974290114082e-08,-8.866664901891368e-08,0.003631423594512212
14.94525660246246,-1.5800815378516327e-07,-7.338568590990434e-08,-8.462246787525893e-08,-9.550540405360585e-08,0.003631321387563391
15.026071487757143,-1.1397072268846704e-07,-3.878178685054699e-08,-7.518893583792004e-08,-1.0158178927877673e-07,0.003631230083364606
15.106886373051823,-1.4639788122316354e-07,-6.444095639470838e-08,-8.195692482845516e-08,-1.082051287578934e-07,0.0036311300253276946
15.187701258346513,-1.0324283277180584e-07,-3.201735386663067e-08,-7.122547890517517e-08,-1.139612076656741e-07,0.0036310426037208243
15.268516143641193,-1.3182188976762204e-07,-5.412207238633502e-08,-7.769981738128702e-08,-1.2024050949476072e-07,0.0036309467280994656
15.34933102893588,-9.082629529958378e-08,-2.491799558615484e-08,-6.590829971342894e-08,-1.2556688117606916e-07,0.003630864971857356
15.430145914230563,-1.145066739049218e-07,-4.2760500426416656e-08,-7.174617347850514e-08,-1.3136503995606707e-07,0.0036307755054213464
15.51096079952525,-7.687150828912168e-08,-1.772228133845223e-08,-5.914922695066945e-08,-1.3614517794735467e-07,0.003630701360888361
15.591775684819929,-9.475605354331734e-08,-3.070680171482128e-08,-6.404925182849606e-08,-1.4132131088708494e-07,0.00363062065578465
15.67259057011462,-6.15549615545941e-08,-1.0618840483716397e-08,-5.09361210708777e-08,-1.4543770766878408e-07,0.0036305561411832665
15.753405455409299,-7.292513959148332e-08,-1.8307266411317762e-08,-5.461787318016556e-08,-1.4985164482487876e-07,0.0036304866066415864
15.834220340703988,-4.509413294427403e-08,-3.8009736253929404e-09,-4.129315931888109e-08,-1.5318874675868928e-07,0.003630433766234259
15.915035225998668,-4.940477389433037e-08,-5.9032565881982915e-09,-4.3501517306132077e-08,-1.5670431688992906e-07,0.0036303778158117694
15.995850111293356,-2.770267433829626e-08,2.5534995040699645e-09,-3.025617384236622e-08,-1.591494661084559e-07,0.0036303387035713786
16.076664996588036,-2.4654939962008894e-08,6.153081765901511e-09,-3.0808021727910406e-08,-1.6163921285055315e-07,0.003630298676747079
16.157479881882725,-9.629592330936006e-09,8.306152968628625e-09,-1.793574529956463e-08,-1.6308868804961214e-07,0.0036302752568806995
16.238294767177404,8.649884134400729e-10,1.754921815655568e-08,-1.668422974311561e-08,-1.6443702216253218e-07,0.0036302533622339372
16.319109652472093,8.871132109284023e-09,1.3340411880924794e-08,-4.469279771640771e-09,-1.647982064946272e-07,0.0036302474680272034
16.399924537766776,2.6658705806000245e-08,2.798055332158839e-08,-1.3218475155881454e-09,-1.649050314499765e-07,0.0036302457161059842
16.48073942306146,2.752558928637872e-08,1.754656435211399e-08,9.979024934264729e-09,-1.640985776945611e-07,0.0036302590070601826
