z_angstrom,reference_electron_line_density_e_per_angstrom,displaced_electron_line_density_e_per_angstrom,electron_charge_difference_e_per_angstrom,cumulative_charge_difference_e,cumulative_dipole_difference_e_angstrom
16.561554308356143,5.222755165754811e-08,3.718919893178208e-08,1.503835272576603e-08,-1.6288325494400733e-07,0.003630279134693909
16.642369193650833,4.6064271095122156e-08,2.086815142405163e-08,2.5196119671070526e-08,-1.6084703342291863e-07,0.0036303130222442304
16.72318407894551,7.706950136576128e-08,4.492415745404774e-08,3.214534391171354e-08,-1.5824921114193533e-07,0.003630356466104434
16.8039989642402,6.42288481001912e-08,2.3247407925960603e-08,4.09814401742306e-08,-1.549373007550439e-07,0.0036304121194431493
16.88481384953488,1.0071883663071132e-07,5.1008229816147194e-08,4.971060681456413e-08,-1.5091994376739577e-07,0.0036304799517680453
16.96562873482957,8.17427706542531e-08,2.4666750570135678e-08,5.707602008411742e-08,-1.4630735175122073e-07,0.0036305582072916898
17.04644362012425,1.2271672162073218e-07,5.527634427607799e-08,6.744037734465419e-08,-1.4085716539188227e-07,0.0036306511135861808
17.12725850541894,9.834532266137425e-08,2.5101402240854758e-08,7.324392042051949e-08,-1.34937966364565e-07,0.0036307524932380764
17.20807339071362,1.426528133415163e-07,5.7625604952732444e-08,8.502720838878386e-08,-1.280665022716982e-07,0.0036308707378964744
17.288888276008308,1.1380499879922964e-07,2.4588146368020994e-08,8.921685243120863e-08,-1.208564525761173e-07,0.003630995391640135
17.369703161302986,1.6015999123903015e-07,5.7993762006995784e-08,1.0216622923203437e-07,-1.1259990047974002e-07,0.0036311388054991733
17.450518046597683,1.2786997760567103e-07,2.3137507105407953e-08,1.0473247050026308e-07,-1.0413595788963234e-07,0.003631286505682091
17.531332931892365,1.749194777185679e-07,5.6363239256836814e-08,1.1855623846173109e-07,-9.45548490773783e-08,0.0036314544752905353
17.61214781718705,1.403500252509658e-07,2.0804586309825965e-08,1.1954543894113985e-07,-8.48937981418474e-08,0.003631624627147695
17.69296270248174,1.8667991798688046e-07,5.2777768492871885e-08,1.3390214949400858e-07,-7.407251128977741e-08,0.003631816087772355
17.773777587776422,1.5104148077480743e-07,1.7633046334714798e-08,1.3340843444009263e-07,-6.329112396315791e-08,0.0036320077137527995
17.8545924730711,1.9525396540551508e-07,4.7301900616072186e-08,1.4795206478944288e-07,-5.133439481808738e-08,0.003632221196278984
17.93540735836579,1.597907878038647e-07,1.3688167981185332e-08,1.4610261982267936e-07,-3.952712835586467e-08,0.003632432964412763
18.01622224366048,2.0051130851535726e-07,4.0051223613357654e-08,1.604600849019996e-07,-2.655956500013426e-08,0.003632666590916128
18.097037128955158,1.6645507474698567e-07,9.041739804389392e-09,1.574133349425963e-07,-1.3838224392894613e-08,0.0036328968094894165
18.17785201424984,2.0241778139936884e-07,3.118454231659904e-08,1.712332390827698e-07,-2.981778330906267e-14,0.003633148358142546
