mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
50,526.3974389709298,-6.125308593674106e-15,-2.92300905702092e-15,-8.867906409193438e-15,3.751940536773785e-29,8.543981947426328e-30,7.863976408221405e-29,1.2470315139737823e-28
51,543.8964100491147,-2.2065682614424986e-15,-2.248201624865942e-15,-1.6764367671839864e-14,4.868943492405371e-30,5.054410546049862e-30,2.8104402343662953e-28,2.9096737747508477e-28
52,544.0455373897365,1.708702623837155e-15,-1.27675647831893e-15,0.023710248581935794,2.919664656707978e-30,1.6301071049293564e-30,0.0005621758878171883,0.0005621758878171883
53,553.8400146744186,0.16382074737103927,4.877927758072109e-08,5.3013149425851225e-15,0.02683723726920587,2.3794179212970395e-15,2.81039401204763e-29,0.02683723726920825
54,554.4825680204405,3.08418817893813e-06,-0.1582329806133602,2.3592239273284576e-16,9.512216723101697e-12,0.025037676153788022,5.565937539279112e-32,0.02503767616330024
55,587.4500915463325,3.434752482434078e-16,6.713379852030243e-16,-0.7848480282690271,1.1797524615587062e-31,4.506946903764561e-31,0.6159864274777795,0.6159864274777795
56,622.9817730137828,1.2510395167204813e-06,-0.01500631159868858,-1.8290924330699454e-14,1.5650998723962154e-12,0.0002251893877969354,3.3455791287137327e-28,0.00022518938936203528
57,625.4420244354513,3.469142974457228e-07,-0.20762695262577419,-4.210173876195711e-15,1.2034952977225945e-13,0.043108951456665476,1.7725564067800817e-29,0.043108951456785824
58,625.9133434604283,-0.21172976831525353,-2.4697749090698065e-07,-3.073929999430902e-15,0.04482949479083094,6.099788101470771e-14,9.449045641401266e-30,0.04482949479089194
59,626.9900015063088,2.0274580625478933e-14,-4.208309048459036e-14,0.0023388721458369108,4.110586195390457e-28,1.7709865047342195e-27,5.4703229145717556e-06,5.4703229145717556e-06
60,627.3460697767122,-1.49515816394441e-14,7.745540320236444e-15,-3.3861802251067274e-15,2.2354979352096193e-28,5.999339485240847e-29,1.1466216516903847e-29,2.9500940489027425e-28
61,1922.1256897363312,-1.3784341908966555e-06,-0.009326963182912377,-2.112004147958313e-14,1.900080818632917e-12,8.699224221540298e-05,4.460561520993119e-28,8.699224411548379e-05
62,1922.4765508243709,-2.5666833025281277e-14,3.0393127793161556e-14,8.074053578499552e-15,6.587863175476696e-28,9.237422170514494e-28,6.519034118848141e-29,1.6477188757876005e-27
63,1922.581662518008,-4.279640064639573e-14,3.3288530352365564e-14,-0.005021182692186678,1.8315319082868206e-27,1.1081262530203634e-27,2.521227562831505e-05,2.521227562831505e-05
64,1924.650782302202,-1.0656359089241687e-06,-0.6193765731199158,-5.740113245833456e-14,1.1355798903886391e-12,0.3836273393297704,3.294890007499269e-27,0.383627339330906
65,1924.7992081175041,-0.6223305442341815,-1.5410554022248857e-08,-8.702240317237653e-15,0.3872953062868126,2.374851752726504e-16,7.572898653895648e-29,0.3872953062868128
66,1928.55416432791,7.165817418608444e-15,-5.4968020152951214e-14,0.6034641893974911,5.134893927683219e-29,3.0214832395352508e-27,0.364169027885171,0.364169027885171
67,2129.973318241382,-1.6254763012726187e-06,0.01200540360567602,1.8367252163642434e-14,2.642173205998913e-12,0.00014412971573517875,3.3735595204282766e-28,0.00014412971837735196
68,2131.8118473580816,-3.840157358769858e-14,8.356640032736173e-14,0.4190859107077857,1.474680854011429e-27,6.983343263672883e-27,0.17563300055377415,0.17563300055377415
69,2131.923374439927,-1.1241875486067698e-13,5.765613680930315e-14,-1.665612092693891e-12,1.2637976444424985e-26,3.3242301117730815e-27,2.7742636433281233e-24,2.7902258498843213e-24
70,2132.172008616708,6.547388499422713e-14,-8.018314744812072e-14,-0.15538861865585227,4.28682961623728e-27,6.429337134687068e-27,0.02414562280777388,0.02414562280777388
71,2132.8969471940486,-0.3539370765184989,-1.5709533223752514e-08,-7.721601136267964e-14,0.12527145413446175,2.467894341081841e-16,5.962312410761471e-27,0.125271454134462
72,2133.031412438001,-1.6470838643417064e-06,-0.3500865976376303,1.3972156764907595e-13,2.7128852561748086e-12,0.12256062584549204,1.9522116466315307e-26,0.12256062584820493
