# omega(eV)            xx             xy             xz             yx             yy             yz             zx             zy             zz (Siemens/meter)
  16.90000   3.486307e+04   1.967830e-04  -7.655449e-04   1.967829e-04   3.486308e+04  -1.525020e-03  -7.655448e-04  -1.525020e-03   4.647971e+04
  17.00000   3.605751e+04   2.640904e-05  -1.289209e-04   2.640886e-05   3.605751e+04   1.623564e-04  -1.289205e-04   1.623564e-04   5.396396e+04
  17.10000   3.468729e+04  -1.171193e-04  -2.910812e-04  -1.171194e-04   3.468729e+04   4.536114e-04  -2.910813e-04   4.536112e-04   5.203631e+04
  17.20000   3.303003e+04  -2.618972e-05  -2.597997e-04  -2.618965e-05   3.303003e+04  -4.073104e-04  -2.598000e-04  -4.073109e-04   5.138410e+04
  17.30000   3.164494e+04  -9.033890e-05  -2.939129e-04  -9.033883e-05   3.164494e+04  -1.065843e-03  -2.939127e-04  -1.065843e-03   4.687657e+04
  17.40000   3.176325e+04   2.498956e-05  -7.824170e-04   2.498953e-05   3.176325e+04  -1.620829e-03  -7.824170e-04  -1.620830e-03   4.353894e+04
  17.50000   3.273893e+04  -1.387074e-04  -6.792148e-04  -1.387071e-04   3.273894e+04  -1.887959e-03  -6.792150e-04  -1.887959e-03   4.044733e+04
  17.60000   3.473101e+04  -2.682590e-06  -2.419829e-04  -2.682232e-06   3.473101e+04  -1.519271e-03  -2.419827e-04  -1.519271e-03   4.155321e+04
  17.70000   3.296208e+04  -5.540543e-05   1.316572e-05  -5.540530e-05   3.296208e+04  -1.627491e-03   1.316584e-05  -1.627491e-03   4.128048e+04
  17.80000   3.028055e+04  -5.092668e-05  -2.847670e-04  -5.092660e-05   3.028055e+04  -3.947687e-04  -2.847671e-04  -3.947686e-04   3.944214e+04
  17.90000   3.075953e+04  -1.570778e-05   2.481266e-04  -1.570768e-05   3.075953e+04  -1.165007e-03   2.481262e-04  -1.165007e-03   3.888636e+04
  18.00000   2.683977e+04   1.327294e-05   1.098664e-04   1.327281e-05   2.683977e+04  -1.258741e-03   1.098663e-04  -1.258741e-03   3.503658e+04
  18.10000   2.387251e+04  -5.178523e-05  -1.597781e-04  -5.178532e-05   2.387251e+04  -1.197357e-03  -1.597781e-04  -1.197356e-03   2.896763e+04
  18.20000   1.939133e+04  -4.333184e-05  -9.737523e-04  -4.333168e-05   1.939133e+04  -1.571354e-03  -9.737519e-04  -1.571354e-03   2.381652e+04
  18.30000   1.879876e+04  -5.832204e-05  -8.023666e-04  -5.832214e-05   1.879876e+04  -8.808732e-04  -8.023666e-04  -8.808731e-04   2.573378e+04
  18.40000   1.606284e+04  -6.569986e-05  -9.643509e-04  -6.570014e-05   1.606284e+04  -1.892612e-03  -9.643513e-04  -1.892612e-03   2.229334e+04
  18.50000   1.805623e+04  -2.182591e-06  -1.309241e-03  -2.182539e-06   1.805623e+04  -1.613165e-03  -1.309241e-03  -1.613166e-03   2.013084e+04
  18.60000   2.102330e+04   1.549369e-04  -1.455528e-03   1.549369e-04   2.102330e+04  -8.760381e-04  -1.455527e-03  -8.760382e-04   2.186178e+04
  18.70000   2.311870e+04   2.644467e-04  -2.152650e-03   2.644469e-04   2.311870e+04  -1.221079e-04  -2.152651e-03  -1.221077e-04   2.200382e+04
  18.80000   2.866339e+04   1.336456e-04  -1.598891e-03   1.336451e-04   2.866339e+04   8.248642e-04  -1.598891e-03   8.248642e-04   3.447402e+04
  18.90000   3.254645e+04   7.015263e-05  -1.173558e-03   7.015279e-05   3.254645e+04   1.938681e-03  -1.173558e-03   1.938681e-03   4.268492e+04
  19.00000   2.571819e+04   1.280451e-04  -1.557071e-03   1.280452e-04   2.571819e+04   2.374147e-03  -1.557071e-03   2.374148e-03   3.547794e+04
  19.10000   2.102107e+04   1.419044e-04  -1.498439e-03   1.419043e-04   2.102107e+04   2.640325e-03  -1.498439e-03   2.640326e-03   2.985256e+04
  19.20000   2.396576e+04   1.826105e-05  -9.421495e-04   1.826012e-05   2.396576e+04   2.359357e-03  -9.421497e-04   2.359357e-03   3.303440e+04
  19.30000   2.924795e+04   1.031517e-04  -1.092686e-03   1.031523e-04   2.924795e+04   9.857642e-04  -1.092685e-03   9.857643e-04   3.609776e+04
  19.40000   3.066017e+04  -7.894413e-05  -4.937565e-04  -7.894396e-05   3.066017e+04   1.695431e-03  -4.937568e-04   1.695431e-03   4.107700e+04
  19.50000   2.937707e+04  -1.354539e-04   1.199848e-03  -1.354536e-04   2.937707e+04   4.034444e-04   1.199848e-03   4.034445e-04   4.378244e+04
  19.60000   2.981795e+04  -2.519286e-04   1.597399e-03  -2.519288e-04   2.981796e+04   9.762510e-05   1.597398e-03   9.762489e-05   4.215893e+04
  19.70000   2.863163e+04  -2.531762e-04   1.953658e-04  -2.531766e-04   2.863163e+04  -8.080656e-04   1.953658e-04  -8.080653e-04   3.717662e+04
  19.80000   2.663180e+04  -2.773999e-04  -4.862368e-04  -2.774001e-04   2.663180e+04  -5.618288e-04  -4.862371e-04  -5.618291e-04   3.237154e+04
  19.90000   2.480550e+04  -4.066836e-04   1.647863e-03  -4.066834e-04   2.480550e+04   1.254972e-03   1.647864e-03   1.254972e-03   3.688786e+04
  20.00000   2.494445e+04  -2.628647e-04   5.340461e-04  -2.628647e-04   2.494445e+04  -6.285766e-04   5.340464e-04  -6.285764e-04   3.699040e+04
  20.10000   2.877311e+04  -1.993984e-04   2.096617e-04  -1.993977e-04   2.877311e+04  -1.685875e-03   2.096616e-04  -1.685875e-03   3.784005e+04
  20.20000   2.976889e+04  -5.229356e-05  -5.975096e-04  -5.229383e-05   2.976889e+04  -8.809124e-04  -5.975089e-04  -8.809129e-04   3.668846e+04
  20.30000   3.213842e+04   7.371007e-05  -3.248043e-04   7.371002e-05   3.213842e+04  -1.796207e-03  -3.248037e-04  -1.796207e-03   3.971995e+04
  20.40000   4.176886e+04  -5.542279e-05   1.491950e-04  -5.542254e-05   4.176886e+04  -1.175961e-03   1.491948e-04  -1.175961e-03   5.355943e+04
  20.50000   3.970522e+04   1.077328e-04  -3.770437e-04   1.077330e-04   3.970523e+04  -9.083129e-04  -3.770435e-04  -9.083128e-04   5.480064e+04
  20.60000   3.696318e+04   3.465124e-04  -2.526602e-04   3.465119e-04   3.696318e+04  -1.108036e-03  -2.526606e-04  -1.108036e-03   4.802200e+04
  20.70000   3.481465e+04   1.485517e-04  -7.207248e-04   1.485516e-04   3.481465e+04  -5.627123e-04  -7.207254e-04  -5.627119e-04   4.255185e+04
  20.80000   3.430320e+04   4.379452e-04  -7.738069e-04   4.379454e-04   3.430320e+04  -1.268993e-03  -7.738072e-04  -1.268993e-03   3.952082e+04
  20.90000   2.868051e+04   1.416184e-04  -9.457876e-04   1.416189e-04   2.868051e+04  -1.107937e-04  -9.457876e-04  -1.107939e-04   4.028428e+04
  21.00000   3.017887e+04  -6.378680e-06  -5.855356e-04  -6.378482e-06   3.017887e+04  -2.943877e-04  -5.855353e-04  -2.943878e-04   4.186718e+04
  21.10000   3.187220e+04   1.964339e-04  -5.906230e-04   1.964333e-04   3.187220e+04   2.835203e-04  -5.906230e-04   2.835200e-04   4.419042e+04
  21.20000   4.144152e+04  -2.906154e-04  -7.442971e-04  -2.906153e-04   4.144152e+04   7.754811e-04  -7.442971e-04   7.754812e-04   5.638991e+04
  21.30000   4.567461e+04  -2.204273e-04  -8.067320e-04  -2.204269e-04   4.567461e+04  -1.264800e-03  -8.067318e-04  -1.264800e-03   5.131288e+04
  21.40000   4.806947e+04   4.293302e-07  -9.799566e-04   4.293456e-07   4.806947e+04  -2.202313e-03  -9.799565e-04  -2.202313e-03   4.271141e+04
  21.50000   5.299808e+04   4.541094e-05   2.088158e-04   4.541082e-05   5.299809e+04  -1.455715e-03   2.088159e-04  -1.455715e-03   4.770483e+04
  21.60000   5.765527e+04   1.176732e-04   2.516541e-04   1.176732e-04   5.765527e+04  -1.464084e-04   2.516538e-04  -1.464084e-04   5.357057e+04
  21.70000   5.795508e+04   2.003562e-04  -3.145688e-04   2.003562e-04   5.795508e+04   1.941185e-03  -3.145685e-04   1.941185e-03   6.040938e+04
  21.80000   5.446654e+04   3.841249e-04  -7.192463e-04   3.841252e-04   5.446654e+04   7.963026e-04  -7.192464e-04   7.963028e-04   5.676543e+04
  21.90000   5.171696e+04   2.407995e-04  -5.704076e-04   2.407995e-04   5.171697e+04   5.584689e-04  -5.704073e-04   5.584691e-04   5.092869e+04
  22.00000   5.500121e+04  -3.062761e-04  -7.402483e-04  -3.062769e-04   5.500121e+04   8.711890e-04  -7.402489e-04   8.711887e-04   5.558711e+04
  22.10000   5.474606e+04  -9.481772e-05  -9.040477e-04  -9.481759e-05   5.474606e+04  -1.621758e-04  -9.040478e-04  -1.621757e-04   5.191436e+04
  22.20000   5.305246e+04  -1.105088e-04  -1.003901e-03  -1.105086e-04   5.305246e+04  -1.246264e-03  -1.003901e-03  -1.246264e-03   5.206675e+04
  22.30000   4.886998e+04  -1.668092e-04  -4.728298e-04  -1.668091e-04   4.886998e+04   2.434658e-05  -4.728300e-04   2.434673e-05   4.981683e+04
  22.40000   5.010908e+04  -2.757686e-04  -1.232492e-03  -2.757686e-04   5.010908e+04  -9.390770e-04  -1.232492e-03  -9.390771e-04   4.675055e+04
  22.50000   4.872719e+04  -3.498140e-05  -1.083903e-03  -3.498152e-05   4.872719e+04  -1.387145e-03  -1.083903e-03  -1.387144e-03   4.587094e+04
  22.60000   4.791803e+04  -3.257841e-05  -7.418212e-04  -3.257807e-05   4.791803e+04  -1.294626e-03  -7.418214e-04  -1.294626e-03   4.839709e+04
  22.70000   4.556101e+04  -7.131696e-06   4.419321e-05  -7.131502e-06   4.556101e+04  -1.607344e-03   4.419298e-05  -1.607344e-03   5.206037e+04
  22.80000   4.597865e+04  -4.124905e-04  -4.041815e-04  -4.124907e-04   4.597865e+04  -1.087134e-03  -4.041812e-04  -1.087134e-03   5.117313e+04
  22.90000   4.674233e+04  -3.712482e-04  -4.622632e-04  -3.712481e-04   4.674233e+04  -3.795697e-04  -4.622633e-04  -3.795697e-04   4.895055e+04
  23.00000   4.486679e+04  -1.172930e-04  -8.938889e-04  -1.172929e-04   4.486679e+04  -7.687747e-05  -8.938891e-04  -7.687730e-05   4.626774e+04
  23.10000   4.620496e+04  -1.251393e-04  -1.152490e-03  -1.251391e-04   4.620496e+04   1.484381e-03  -1.152490e-03   1.484381e-03   4.744353e+04
  23.20000   4.683950e+04   3.173226e-04  -2.329570e-03   3.173224e-04   4.683950e+04   2.630895e-03  -2.329570e-03   2.630895e-03   4.779177e+04
  23.30000   4.370032e+04   3.363432e-05  -2.628752e-03   3.363428e-05   4.370032e+04   2.038987e-03  -2.628752e-03   2.038987e-03   4.515782e+04
  23.40000   4.222517e+04   6.843389e-05  -3.033492e-03   6.843377e-05   4.222517e+04   2.321118e-03  -3.033492e-03   2.321118e-03   4.318008e+04
  23.50000   4.174708e+04   1.272307e-04  -3.988745e-03   1.272308e-04   4.174708e+04   2.662780e-03  -3.988745e-03   2.662780e-03   4.095777e+04
  23.60000   4.256798e+04   9.925987e-05  -2.942773e-03   9.925986e-05   4.256798e+04   2.509935e-03  -2.942773e-03   2.509936e-03   4.774980e+04
  23.70000   4.304063e+04   1.936170e-05  -1.476722e-03   1.936162e-05   4.304063e+04   1.332033e-03  -1.476722e-03   1.332033e-03   4.938613e+04
  23.80000   4.048755e+04   7.192914e-05  -9.554136e-04   7.192915e-05   4.048754e+04   9.015290e-04  -9.554137e-04   9.015293e-04   4.780360e+04
  23.90000   3.860615e+04   6.481897e-05  -7.446844e-04   6.481892e-05   3.860615e+04   4.327068e-05  -7.446846e-04   4.327083e-05   4.811021e+04
  24.00000   3.670515e+04   2.462707e-05  -1.805536e-04   2.462703e-05   3.670515e+04  -6.676978e-04  -1.805535e-04  -6.676981e-04   4.584192e+04
  24.10000   3.779935e+04  -1.628883e-04  -7.122567e-04  -1.628883e-04   3.779935e+04  -1.249167e-03  -7.122568e-04  -1.249167e-03   4.241169e+04
  24.20000   3.857714e+04  -4.735125e-05  -1.216453e-03  -4.735128e-05   3.857714e+04  -3.196068e-04  -1.216453e-03  -3.196069e-04   4.198676e+04
  24.30000   3.653074e+04  -1.167047e-04  -1.693190e-03  -1.167046e-04   3.653074e+04  -3.616935e-04  -1.693190e-03  -3.616934e-04   3.780049e+04
  24.40000   3.623826e+04   7.944332e-05  -1.431478e-03   7.944320e-05   3.623826e+04  -4.046077e-04  -1.431478e-03  -4.046076e-04   3.994832e+04
  24.50000   3.833445e+04  -2.736752e-05  -1.884956e-03  -2.736772e-05   3.833445e+04  -3.478998e-04  -1.884956e-03  -3.478999e-04   3.885480e+04
  24.60000   3.816792e+04   4.410225e-06  -2.554794e-03   4.410267e-06   3.816792e+04  -8.984867e-04  -2.554794e-03  -8.984867e-04   3.798217e+04
  24.70000   3.818079e+04  -9.865262e-05  -1.684375e-03  -9.865248e-05   3.818079e+04  -6.362143e-04  -1.684375e-03  -6.362145e-04   4.299644e+04
  24.80000   3.565665e+04   8.854765e-05  -1.875917e-03   8.854777e-05   3.565665e+04  -5.692483e-04  -1.875917e-03  -5.692485e-04   4.058435e+04
  24.90000   3.253728e+04  -1.623984e-04  -7.274612e-04  -1.623985e-04   3.253728e+04  -4.438924e-05  -7.274610e-04  -4.438922e-05   3.984059e+04
  25.00000   3.119706e+04  -1.238199e-04  -5.493822e-04  -1.238200e-04   3.119706e+04  -5.284115e-04  -5.493824e-04  -5.284117e-04   3.824865e+04
  25.10000   3.138457e+04  -1.474256e-04  -1.812566e-03  -1.474254e-04   3.138457e+04  -6.346345e-04  -1.812566e-03  -6.346346e-04   3.569649e+04
  25.20000   3.292452e+04   2.038432e-04  -2.190515e-03   2.038430e-04   3.292452e+04   2.451946e-04  -2.190515e-03   2.451949e-04   3.517830e+04
  25.30000   3.389357e+04   9.964828e-05  -1.778672e-03   9.964834e-05   3.389357e+04  -4.194709e-04  -1.778672e-03  -4.194710e-04   3.530293e+04
  25.40000   3.504701e+04   2.774359e-05  -7.668945e-04   2.774344e-05   3.504701e+04  -1.645050e-03  -7.668945e-04  -1.645050e-03   3.828999e+04
  25.50000   3.488980e+04   1.452276e-04  -4.191673e-04   1.452278e-04   3.488980e+04  -1.159504e-03  -4.191674e-04  -1.159504e-03   3.925678e+04
  25.60000   3.547405e+04  -1.003400e-04  -4.653408e-04  -1.003397e-04   3.547405e+04  -1.599737e-03  -4.653409e-04  -1.599737e-03   3.973830e+04
  25.70000   3.643523e+04  -2.690131e-04   1.193027e-04  -2.690131e-04   3.643523e+04  -1.332821e-03   1.193024e-04  -1.332821e-03   4.020840e+04
  25.80000   3.557864e+04   2.661053e-05  -5.070116e-04   2.661057e-05   3.557864e+04  -1.276699e-03  -5.070116e-04  -1.276700e-03   3.930472e+04
  25.90000   3.594272e+04   8.787550e-05  -1.125612e-03   8.787573e-05   3.594272e+04  -3.647902e-04  -1.125612e-03  -3.647903e-04   3.757489e+04
  26.00000   3.635665e+04   8.366398e-06  -6.040536e-04   8.366219e-06   3.635665e+04  -4.937614e-04  -6.040535e-04  -4.937616e-04   3.664338e+04
  26.10000   3.609553e+04  -7.559277e-05  -5.030496e-04  -7.559276e-05   3.609553e+04  -4.694375e-04  -5.030495e-04  -4.694375e-04   3.549634e+04
  26.20000   3.550879e+04  -4.591456e-05  -1.336059e-03  -4.591459e-05   3.550879e+04  -3.187356e-04  -1.336059e-03  -3.187352e-04   3.323341e+04
  26.30000   3.581087e+04  -1.218913e-04  -9.812780e-04  -1.218913e-04   3.581087e+04  -1.686841e-04  -9.812779e-04  -1.686842e-04   3.454946e+04
  26.40000   3.567720e+04   4.893155e-06  -1.751730e-03   4.893239e-06   3.567720e+04  -2.763529e-04  -1.751730e-03  -2.763527e-04   3.384011e+04
  26.50000   3.592082e+04   3.576206e-06  -1.322773e-03   3.576123e-06   3.592082e+04   1.150258e-05  -1.322773e-03   1.150263e-05   3.931261e+04
  26.60000   3.323788e+04   3.605799e-05  -1.418422e-03   3.605808e-05   3.323788e+04  -7.156417e-05  -1.418422e-03  -7.156424e-05   3.654759e+04
  26.70000   3.117929e+04  -5.238396e-05  -1.390417e-03  -5.238407e-05   3.117929e+04  -6.854772e-04  -1.390417e-03  -6.854773e-04   3.566284e+04
  26.80000   2.950676e+04  -1.423321e-04  -1.059917e-03  -1.423323e-04   2.950675e+04  -6.322400e-04  -1.059917e-03  -6.322400e-04   3.491592e+04
  26.90000   2.964437e+04   1.073657e-04  -5.749399e-04   1.073657e-04   2.964437e+04  -4.344364e-04  -5.749397e-04  -4.344361e-04   3.590636e+04
  27.00000   2.899145e+04   3.034289e-04  -5.707109e-04   3.034289e-04   2.899145e+04   5.627100e-04  -5.707110e-04   5.627101e-04   3.582988e+04
  27.10000   2.876083e+04   1.794644e-05  -1.094750e-03   1.794638e-05   2.876083e+04   7.152095e-04  -1.094750e-03   7.152094e-04   3.467675e+04
  27.20000   2.767506e+04  -1.499925e-06  -2.882684e-04  -1.499830e-06   2.767506e+04   1.369298e-03  -2.882683e-04   1.369297e-03   3.237168e+04
  27.30000   2.863017e+04  -1.055219e-05  -6.790434e-05  -1.055226e-05   2.863017e+04   2.617392e-03  -6.790457e-05   2.617392e-03   3.361645e+04
  27.40000   2.812143e+04  -6.923653e-05   3.319182e-04  -6.923638e-05   2.812143e+04   2.721914e-03   3.319180e-04   2.721914e-03   3.229741e+04
  27.50000   2.707877e+04   1.175797e-05   2.780231e-04   1.175817e-05   2.707877e+04   1.919206e-03   2.780230e-04   1.919206e-03   3.126728e+04
  27.60000   2.593798e+04  -4.167431e-05   5.915078e-04  -4.167429e-05   2.593798e+04   1.546374e-03   5.915078e-04   1.546374e-03   3.101153e+04
  27.70000   2.607315e+04  -6.799180e-05   4.764392e-04  -6.799192e-05   2.607315e+04   6.522668e-04   4.764394e-04   6.522666e-04   2.964215e+04
  27.80000   2.616437e+04   1.879765e-04   8.542912e-04   1.879765e-04   2.616436e+04   6.187945e-04   8.542913e-04   6.187944e-04   2.983676e+04
  27.90000   2.501391e+04   2.176612e-05   1.272353e-03   2.176622e-05   2.501391e+04   4.932908e-04   1.272353e-03   4.932909e-04   3.007101e+04
  28.00000   2.273664e+04  -1.502417e-04   1.801957e-03  -1.502417e-04   2.273664e+04   3.496493e-04   1.801957e-03   3.496494e-04   2.808793e+04
  28.10000   2.338192e+04   8.630057e-06   2.203247e-03   8.630233e-06   2.338192e+04   1.525157e-03   2.203247e-03   1.525157e-03   2.820572e+04
  28.20000   2.396306e+04   1.228086e-05   2.548978e-03   1.228083e-05   2.396306e+04   2.002649e-03   2.548978e-03   2.002649e-03   2.712384e+04
  28.30000   2.320228e+04   5.719004e-05   2.104380e-03   5.719000e-05   2.320228e+04   1.535812e-03   2.104380e-03   1.535812e-03   2.637074e+04
  28.40000   2.183098e+04   7.857816e-05   8.396055e-05   7.857808e-05   2.183098e+04   4.064586e-04   8.396049e-05   4.064586e-04   2.374596e+04
  28.50000   2.053238e+04   7.999048e-06  -1.061511e-03   7.998921e-06   2.053238e+04   1.557697e-04  -1.061511e-03   1.557696e-04   2.176957e+04
  28.60000   2.288819e+04  -2.534704e-04  -7.603408e-04  -2.534704e-04   2.288819e+04   2.217944e-04  -7.603409e-04   2.217943e-04   2.131678e+04
  28.70000   2.615696e+04   4.066735e-05  -4.401452e-04   4.066739e-05   2.615696e+04   8.291811e-04  -4.401453e-04   8.291812e-04   2.681490e+04
  28.80000   2.670999e+04   1.595145e-04   5.210403e-04   1.595148e-04   2.670999e+04   1.135504e-03   5.210402e-04   1.135504e-03   2.808938e+04
  28.90000   2.328015e+04   1.614725e-04   1.070522e-04   1.614724e-04   2.328015e+04   4.844859e-04   1.070522e-04   4.844859e-04   2.597962e+04
  29.00000   2.015307e+04   6.415735e-05   5.777864e-04   6.415706e-05   2.015308e+04   5.384384e-04   5.777862e-04   5.384384e-04   2.527364e+04
  29.10000   1.864812e+04   3.457923e-04   4.362735e-04   3.457922e-04   1.864812e+04  -4.443276e-04   4.362739e-04  -4.443274e-04   2.562017e+04
  29.20000   1.955274e+04   2.860364e-05   7.046943e-04   2.860328e-05   1.955274e+04  -4.144158e-04   7.046946e-04  -4.144158e-04   2.463718e+04
  29.30000   2.033055e+04   8.423996e-05   1.228832e-03   8.424027e-05   2.033055e+04  -1.899648e-04   1.228831e-03  -1.899648e-04   2.436049e+04
  29.40000   1.944471e+04   6.130324e-05   4.355977e-04   6.130305e-05   1.944471e+04   1.256013e-04   4.355979e-04   1.256012e-04   2.258253e+04
  29.50000   1.744593e+04   1.144193e-04   1.084159e-03   1.144193e-04   1.744593e+04  -7.619673e-05   1.084159e-03  -7.619642e-05   2.126503e+04
  29.60000   1.930020e+04  -1.046712e-04   1.571764e-03  -1.046711e-04   1.930020e+04   9.051026e-04   1.571763e-03   9.051026e-04   2.165038e+04
  29.70000   2.192896e+04   1.184206e-04   1.931360e-03   1.184205e-04   2.192896e+04   1.968395e-03   1.931360e-03   1.968395e-03   2.335792e+04
  29.80000   2.408924e+04   1.183336e-04   3.297193e-03   1.183335e-04   2.408924e+04   8.766890e-04   3.297193e-03   8.766889e-04   2.527569e+04
  29.90000   2.279594e+04   5.531514e-05   3.603772e-03   5.531498e-05   2.279594e+04   4.484881e-04   3.603772e-03   4.484881e-04   2.399679e+04
  30.00000   2.100752e+04   3.550992e-04   3.944306e-03   3.550992e-04   2.100753e+04  -4.613820e-04   3.944306e-03  -4.613820e-04   2.336543e+04
