# omega(eV)            xx             xy             xz             yx             yy             yz             zx             zy             zz
  17.00000   1.282146e-01  -4.495040e-10   2.631271e-09  -4.495036e-10   1.282146e-01   1.965782e-09   2.631270e-09   1.965781e-09   1.781997e-01
  17.10000   1.271574e-01  -9.045569e-11   2.191536e-09  -9.045524e-11   1.271574e-01   8.524119e-10   2.191536e-09   8.524114e-10   1.663497e-01
  17.20000   1.228507e-01   2.401107e-10   2.027481e-09   2.401113e-10   1.228507e-01  -6.606741e-09   2.027479e-09  -6.606741e-09   1.398204e-01
  17.30000   1.285961e-01   2.242504e-10   8.615458e-10   2.242491e-10   1.285961e-01   2.721171e-10   8.615448e-10   2.721172e-10   1.318791e-01
  17.40000   1.307641e-01  -1.201559e-10   1.286456e-10  -1.201563e-10   1.307641e-01  -5.248067e-10   1.286465e-10  -5.248066e-10   1.281081e-01
  17.50000   1.404649e-01  -1.014153e-10   3.054977e-09  -1.014140e-10   1.404649e-01   1.123674e-09   3.054977e-09   1.123674e-09   1.405256e-01
  17.60000   1.241185e-01   7.347275e-11   3.135715e-09   7.347280e-11   1.241185e-01   1.482735e-09   3.135716e-09   1.482735e-09   1.397136e-01
  17.70000   1.198926e-01   4.205227e-11   1.536355e-09   4.205197e-11   1.198926e-01   4.223366e-09   1.536354e-09   4.223367e-09   1.376069e-01
  17.80000   1.148845e-01   2.893583e-10   1.375765e-09   2.893587e-10   1.148845e-01   5.196907e-09   1.375765e-09   5.196905e-09   1.269124e-01
  17.90000   1.130807e-01   1.760854e-10  -1.544968e-10   1.760842e-10   1.130807e-01   4.087824e-09  -1.544973e-10   4.087825e-09   1.241990e-01
  18.00000   1.069919e-01   8.735553e-11  -1.226579e-10   8.735475e-11   1.069919e-01   4.691792e-09  -1.226571e-10   4.691793e-09   1.077646e-01
  18.10000   1.074885e-01   1.938271e-10  -2.657122e-09   1.938275e-10   1.074885e-01   3.609934e-09  -2.657121e-09   3.609933e-09   1.098423e-01
  18.20000   1.222911e-01   5.000590e-11  -3.643174e-09   5.000600e-11   1.222911e-01   6.169191e-09  -3.643174e-09   6.169191e-09   1.356644e-01
  18.30000   1.285978e-01   2.491374e-10  -1.314548e-09   2.491357e-10   1.285978e-01   5.681655e-09  -1.314549e-09   5.681655e-09   1.406647e-01
  18.40000   1.474057e-01   1.016502e-09  -2.390990e-09   1.016502e-09   1.474057e-01   6.494596e-09  -2.390992e-09   6.494595e-09   1.527850e-01
  18.50000   1.665439e-01  -3.017933e-10  -1.306204e-09  -3.017932e-10   1.665439e-01   1.108647e-08  -1.306202e-09   1.108647e-08   1.710928e-01
  18.60000   1.781613e-01   1.665981e-10  -1.160552e-09   1.665993e-10   1.781613e-01   1.163439e-08  -1.160552e-09   1.163439e-08   1.912628e-01
  18.70000   1.806042e-01   6.433127e-10   4.720260e-10   6.433140e-10   1.806042e-01   1.291492e-08   4.720268e-10   1.291492e-08   2.061466e-01
  18.80000   1.873239e-01  -1.455420e-09   5.268523e-09  -1.455422e-09   1.873239e-01   1.337492e-08   5.268522e-09   1.337492e-08   2.464085e-01
  18.90000   1.641961e-01   2.957443e-10   9.837185e-10   2.957448e-10   1.641961e-01   1.023135e-08   9.837188e-10   1.023136e-08   1.918962e-01
  19.00000   1.388207e-01  -4.378007e-10   3.413526e-09  -4.378015e-10   1.388207e-01   7.419298e-09   3.413525e-09   7.419299e-09   1.582743e-01
  19.10000   1.642512e-01  -8.158141e-10   4.786361e-09  -8.158148e-10   1.642512e-01   6.281193e-09   4.786363e-09   6.281195e-09   1.852675e-01
  19.20000   1.905136e-01  -1.098019e-09   6.172546e-09  -1.098016e-09   1.905136e-01  -5.242205e-09   6.172546e-09  -5.242209e-09   2.039010e-01
  19.30000   1.832216e-01  -8.545372e-10   7.276471e-09  -8.545365e-10   1.832216e-01   2.116795e-09   7.276471e-09   2.116792e-09   2.100895e-01
  19.40000   1.721907e-01  -9.481544e-10   8.541689e-09  -9.481548e-10   1.721907e-01  -2.953522e-09   8.541690e-09  -2.953523e-09   1.992616e-01
  19.50000   1.678397e-01  -1.114957e-09   8.264145e-09  -1.114957e-09   1.678397e-01  -3.118718e-09   8.264146e-09  -3.118718e-09   1.854569e-01
  19.60000   1.626583e-01  -4.957858e-10  -6.160833e-11  -4.957864e-10   1.626583e-01  -4.812726e-09  -6.161104e-11  -4.812726e-09   1.633629e-01
  19.70000   1.633010e-01  -2.313467e-10  -4.929245e-10  -2.313474e-10   1.633010e-01  -1.389284e-09  -4.929246e-10  -1.389284e-09   1.602330e-01
  19.80000   1.633326e-01   2.023342e-11   4.099197e-09   2.023378e-11   1.633326e-01   4.511846e-09   4.099198e-09   4.511846e-09   1.720280e-01
  19.90000   1.654326e-01   1.025771e-09   7.775220e-10   1.025770e-09   1.654326e-01  -3.986346e-09   7.775215e-10  -3.986345e-09   1.806426e-01
  20.00000   1.880137e-01   4.900783e-10  -2.415520e-09   4.900785e-10   1.880137e-01  -9.714056e-09  -2.415521e-09  -9.714056e-09   1.895025e-01
  20.10000   1.932525e-01   1.192287e-09  -2.374282e-09   1.192288e-09   1.932525e-01  -7.313871e-10  -2.374281e-09  -7.313896e-10   1.859677e-01
  20.20000   1.956247e-01   9.557072e-10  -9.909261e-10   9.557059e-10   1.956247e-01   3.460784e-10  -9.909271e-10   3.460776e-10   1.938679e-01
  20.30000   2.052175e-01   1.229433e-09  -6.252348e-11   1.229433e-09   2.052175e-01   8.192428e-10  -6.252514e-11   8.192451e-10   2.168449e-01
  20.40000   1.922550e-01   1.493914e-09  -1.186937e-10   1.493915e-09   1.922550e-01   4.218697e-09  -1.186952e-10   4.218697e-09   2.044061e-01
  20.50000   1.657056e-01   7.434905e-10  -1.636374e-09   7.434891e-10   1.657056e-01   5.333144e-09  -1.636374e-09   5.333142e-09   1.635005e-01
  20.60000   1.614415e-01   6.984918e-10  -2.017764e-09   6.984911e-10   1.614415e-01   2.648937e-09  -2.017767e-09   2.648937e-09   1.386681e-01
  20.70000   1.629444e-01   4.683931e-10  -1.259206e-09   4.683958e-10   1.629444e-01   6.230527e-09  -1.259204e-09   6.230526e-09   1.493281e-01
  20.80000   1.607947e-01  -1.928020e-10  -7.413828e-10  -1.928009e-10   1.607947e-01   4.635778e-09  -7.413829e-10   4.635777e-09   1.567219e-01
  20.90000   1.669534e-01  -4.536260e-10  -1.636376e-12  -4.536276e-10   1.669533e-01   6.067372e-09  -1.635287e-12   6.067372e-09   1.649322e-01
  21.00000   1.918781e-01  -1.328709e-09   1.305897e-09  -1.328710e-09   1.918781e-01   4.710602e-09   1.305898e-09   4.710602e-09   1.787172e-01
  21.10000   2.016246e-01  -1.074115e-09  -7.586650e-10  -1.074116e-09   2.016246e-01   5.428578e-09  -7.586661e-10   5.428576e-09   1.819581e-01
  21.20000   2.132156e-01  -6.413986e-10  -1.842035e-10  -6.413984e-10   2.132156e-01   2.668848e-10  -1.842042e-10   2.668856e-10   1.786874e-01
  21.30000   2.028629e-01   8.431655e-10   5.960673e-10   8.431658e-10   2.028629e-01  -5.746379e-10   5.960694e-10  -5.746379e-10   1.387153e-01
  21.40000   1.938521e-01  -2.045959e-10   2.352921e-09  -2.045966e-10   1.938521e-01   3.948430e-09   2.352920e-09   3.948430e-09   1.458974e-01
  21.50000   1.931485e-01   6.619416e-10   3.136472e-09   6.619404e-10   1.931485e-01   9.342013e-09   3.136473e-09   9.342014e-09   1.787845e-01
  21.60000   1.715795e-01   4.919195e-10  -9.863732e-10   4.919200e-10   1.715795e-01   9.912138e-09  -9.863729e-10   9.912138e-09   1.697299e-01
  21.70000   1.489418e-01   2.537996e-13  -1.047873e-09   2.544189e-13   1.489418e-01   6.410178e-09  -1.047874e-09   6.410176e-09   1.484668e-01
  21.80000   1.351764e-01  -6.407112e-10  -1.345219e-09  -6.407119e-10   1.351764e-01   1.622026e-09  -1.345218e-09   1.622027e-09   1.228974e-01
  21.90000   1.341024e-01  -9.420249e-10  -7.303895e-10  -9.420249e-10   1.341024e-01   7.982318e-09  -7.303911e-10   7.982316e-09   1.238398e-01
  22.00000   1.333961e-01  -1.800096e-09  -4.123793e-10  -1.800097e-09   1.333960e-01  -4.642596e-09  -4.123787e-10  -4.642596e-09   1.205187e-01
  22.10000   1.187355e-01  -1.518562e-10  -5.431641e-10  -1.518542e-10   1.187355e-01  -1.119446e-09  -5.431640e-10  -1.119446e-09   1.126956e-01
  22.20000   1.065762e-01  -1.751672e-10  -4.145980e-10  -1.751669e-10   1.065762e-01   1.354839e-09  -4.145979e-10   1.354840e-09   1.105907e-01
  22.30000   1.056158e-01  -2.094117e-10   2.114313e-10  -2.094102e-10   1.056158e-01   2.564533e-09   2.114319e-10   2.564533e-09   1.038795e-01
  22.40000   1.066963e-01   4.685262e-10  -1.115222e-09   4.685258e-10   1.066963e-01  -6.780110e-10  -1.115222e-09  -6.780111e-10   1.005198e-01
  22.50000   9.824963e-02  -2.960774e-10   1.423319e-09  -2.960771e-10   9.824963e-02   2.314617e-09   1.423318e-09   2.314616e-09   1.147009e-01
  22.60000   9.774935e-02   1.173512e-10   1.549752e-09   1.173513e-10   9.774935e-02   3.677145e-09   1.549753e-09   3.677145e-09   1.177880e-01
  22.70000   9.606828e-02  -2.468860e-10  -6.344580e-10  -2.468863e-10   9.606828e-02   5.283585e-09  -6.344587e-10   5.283585e-09   1.085990e-01
  22.80000   1.006760e-01  -1.144000e-09  -5.209597e-10  -1.144000e-09   1.006759e-01   8.864973e-09  -5.209587e-10   8.864973e-09   1.010348e-01
  22.90000   9.478085e-02   9.267743e-10  -2.675793e-09   9.267740e-10   9.478084e-02   9.584149e-09  -2.675794e-09   9.584150e-09   9.266021e-02
  23.00000   9.237219e-02   9.806912e-10  -3.363221e-09   9.806912e-10   9.237218e-02   1.139394e-08  -3.363220e-09   1.139394e-08   9.324252e-02
  23.10000   9.205534e-02   1.277767e-09  -4.796659e-09   1.277768e-09   9.205534e-02   1.386676e-08  -4.796660e-09   1.386676e-08   9.622687e-02
  23.20000   8.342183e-02   1.903824e-10  -3.395881e-09   1.903812e-10   8.342183e-02   7.293489e-09  -3.395881e-09   7.293489e-09   8.951582e-02
  23.30000   7.929786e-02   3.262974e-10  -2.534730e-09   3.262971e-10   7.929785e-02   4.970138e-09  -2.534730e-09   4.970137e-09   8.456530e-02
  23.40000   8.150134e-02   3.398827e-10  -1.130786e-09   3.398825e-10   8.150134e-02   4.664866e-09  -1.130786e-09   4.664866e-09   8.768835e-02
  23.50000   8.351761e-02  -3.865705e-11   2.964295e-09  -3.865747e-11   8.351761e-02  -1.275614e-10   2.964295e-09  -1.275620e-10   9.857719e-02
  23.60000   8.294445e-02  -2.090074e-10   6.804066e-09  -2.090068e-10   8.294445e-02  -8.109191e-10   6.804066e-09  -8.109194e-10   1.045445e-01
  23.70000   7.621841e-02  -2.752854e-11   7.291112e-09  -2.752896e-11   7.621840e-02  -4.249784e-09   7.291111e-09  -4.249784e-09   8.722568e-02
  23.80000   7.068724e-02  -2.051832e-10   5.949991e-09  -2.051832e-10   7.068724e-02  -3.582510e-09   5.949990e-09  -3.582510e-09   8.461331e-02
  23.90000   7.071041e-02  -2.359422e-11   5.041034e-09  -2.359425e-11   7.071041e-02  -3.942611e-09   5.041034e-09  -3.942612e-09   7.615165e-02
  24.00000   7.552363e-02  -5.590800e-10   2.897530e-09  -5.590802e-10   7.552363e-02  -1.963263e-09   2.897529e-09  -1.963264e-09   6.603849e-02
  24.10000   7.984090e-02  -6.109355e-11   7.502517e-10  -6.109402e-11   7.984089e-02  -4.226326e-10   7.502511e-10  -4.226329e-10   6.949531e-02
  24.20000   7.573815e-02  -7.430090e-11   7.489841e-10  -7.430012e-11   7.573815e-02   2.347641e-09   7.489838e-10   2.347641e-09   6.665688e-02
  24.30000   7.547917e-02  -1.063759e-10   7.562826e-10  -1.063757e-10   7.547917e-02   1.440516e-09   7.562825e-10   1.440516e-09   7.034913e-02
  24.40000   7.876414e-02   1.777280e-10   2.528780e-09   1.777270e-10   7.876414e-02   6.469635e-10   2.528780e-09   6.469631e-10   7.794293e-02
  24.50000   7.774205e-02  -8.619462e-11   2.812681e-09  -8.619393e-11   7.774205e-02  -1.255450e-09   2.812682e-09  -1.255450e-09   7.352205e-02
  24.60000   7.427486e-02   7.971139e-11   3.107551e-09   7.971175e-11   7.427486e-02   9.427970e-10   3.107550e-09   9.427967e-10   8.100405e-02
  24.70000   6.730743e-02   3.313520e-10   5.090563e-09   3.313521e-10   6.730743e-02   2.804014e-09   5.090563e-09   2.804013e-09   7.920153e-02
  24.80000   6.383075e-02  -4.267108e-10   5.256721e-09  -4.267117e-10   6.383075e-02   4.701136e-09   5.256721e-09   4.701136e-09   7.101341e-02
  24.90000   6.604249e-02  -2.750189e-10   7.533137e-09  -2.750185e-10   6.604248e-02   8.255120e-10   7.533136e-09   8.255122e-10   7.112043e-02
  25.00000   7.029169e-02   4.272060e-10   2.332042e-09   4.272066e-10   7.029169e-02   1.681453e-09   2.332042e-09   1.681454e-09   6.364052e-02
  25.10000   7.879577e-02   3.075601e-10   1.836270e-09   3.075598e-10   7.879577e-02   1.444440e-09   1.836270e-09   1.444439e-09   6.886805e-02
  25.20000   8.038923e-02   6.035486e-10   5.088701e-09   6.035495e-10   8.038924e-02   1.577970e-09   5.088700e-09   1.577970e-09   7.259354e-02
  25.30000   8.078070e-02  -7.046834e-11   8.052227e-09  -7.046920e-11   8.078070e-02  -4.646594e-10   8.052227e-09  -4.646600e-10   8.134111e-02
  25.40000   8.017679e-02  -1.970724e-10   8.960017e-09  -1.970717e-10   8.017679e-02   8.907506e-11   8.960016e-09   8.907509e-11   8.248392e-02
  25.50000   7.750584e-02   4.166880e-11   5.594828e-09   4.166909e-11   7.750584e-02   2.757757e-09   5.594827e-09   2.757757e-09   7.566925e-02
  25.60000   7.878971e-02  -7.767259e-10   6.131468e-09  -7.767261e-10   7.878971e-02   2.376742e-09   6.131467e-09   2.376742e-09   7.458393e-02
  25.70000   7.578267e-02   1.659001e-10   5.317253e-09   1.658996e-10   7.578267e-02   3.573594e-09   5.317253e-09   3.573594e-09   7.028239e-02
  25.80000   7.110261e-02   3.361706e-10   2.907179e-09   3.361711e-10   7.110261e-02   5.587567e-09   2.907180e-09   5.587567e-09   6.343074e-02
  25.90000   7.375419e-02   1.489201e-10   3.368596e-09   1.489187e-10   7.375419e-02   5.380814e-09   3.368596e-09   5.380814e-09   6.377171e-02
  26.00000   6.757939e-02   1.288179e-10   5.294172e-09   1.288180e-10   6.757939e-02   4.330965e-09   5.294172e-09   4.330965e-09   6.141162e-02
  26.10000   6.772537e-02  -1.150292e-10   3.296622e-09  -1.150293e-10   6.772537e-02   5.503877e-09   3.296621e-09   5.503877e-09   6.111370e-02
  26.20000   6.288264e-02   8.859479e-11   3.999006e-09   8.859495e-11   6.288264e-02   3.277807e-09   3.999006e-09   3.277807e-09   6.215989e-02
  26.30000   6.546864e-02  -4.834073e-11   3.471828e-09  -4.834064e-11   6.546864e-02   5.942148e-09   3.471827e-09   5.942148e-09   7.090443e-02
  26.40000   6.049444e-02   4.532493e-10   4.634175e-09   4.532490e-10   6.049443e-02   7.217718e-09   4.634175e-09   7.217717e-09   7.290187e-02
  26.50000   5.429775e-02   3.232101e-10   6.515920e-09   3.232098e-10   5.429775e-02   4.415707e-09   6.515919e-09   4.415707e-09   6.977936e-02
  26.60000   4.886258e-02   2.834120e-10   6.620528e-09   2.834120e-10   4.886258e-02   2.545354e-09   6.620528e-09   2.545354e-09   5.814092e-02
  26.70000   4.989601e-02   2.952768e-10   7.771703e-09   2.952761e-10   4.989601e-02   3.531744e-09   7.771703e-09   3.531743e-09   6.166004e-02
  26.80000   5.298496e-02   5.665806e-10   8.221762e-09   5.665811e-10   5.298496e-02   4.063996e-09   8.221763e-09   4.063996e-09   6.021039e-02
  26.90000   5.441022e-02   6.811712e-10   7.598107e-09   6.811713e-10   5.441022e-02   8.775528e-09   7.598107e-09   8.775528e-09   6.074660e-02
  27.00000   5.537599e-02   2.155197e-10   7.632321e-09   2.155189e-10   5.537599e-02   6.839263e-09   7.632321e-09   6.839262e-09   5.689766e-02
  27.10000   5.466328e-02  -2.185147e-10   7.773075e-09  -2.185139e-10   5.466327e-02   8.981218e-09   7.773075e-09   8.981218e-09   5.163064e-02
  27.20000   5.578415e-02  -9.862633e-11   9.312833e-09  -9.862647e-11   5.578415e-02   8.639839e-09   9.312833e-09   8.639838e-09   5.505973e-02
  27.30000   5.681398e-02   2.737870e-10   8.864911e-09   2.737872e-10   5.681398e-02   4.968124e-09   8.864911e-09   4.968125e-09   5.407841e-02
  27.40000   5.404144e-02  -6.141157e-11   8.586791e-09  -6.141152e-11   5.404144e-02   3.002323e-09   8.586791e-09   3.002322e-09   5.068483e-02
  27.50000   5.276483e-02   8.056538e-11   8.833419e-09   8.056509e-11   5.276483e-02   2.073606e-09   8.833420e-09   2.073606e-09   5.283380e-02
  27.60000   5.459611e-02   6.065458e-11   8.571232e-09   6.065401e-11   5.459612e-02  -2.934249e-10   8.571232e-09  -2.934255e-10   5.096658e-02
  27.70000   5.577017e-02   3.782953e-10   7.839834e-09   3.782962e-10   5.577017e-02  -7.383773e-10   7.839834e-09  -7.383774e-10   5.193639e-02
  27.80000   5.429776e-02   1.547950e-10   8.593286e-09   1.547946e-10   5.429776e-02   1.292703e-09   8.593286e-09   1.292703e-09   5.366994e-02
  27.90000   5.150964e-02  -1.169160e-10   8.493151e-09  -1.169162e-10   5.150965e-02   2.166210e-09   8.493151e-09   2.166211e-09   4.914563e-02
  28.00000   5.411887e-02  -1.517658e-11   8.095021e-09  -1.517622e-11   5.411888e-02   1.958391e-09   8.095020e-09   1.958391e-09   5.108920e-02
  28.10000   5.827346e-02   5.910574e-10   6.890860e-09   5.910568e-10   5.827347e-02   4.619687e-09   6.890861e-09   4.619687e-09   5.073536e-02
  28.20000   5.792930e-02   3.474441e-10   4.379639e-09   3.474438e-10   5.792931e-02   6.263528e-10   4.379639e-09   6.263527e-10   4.956557e-02
  28.30000   5.469623e-02   1.803842e-10   9.674693e-11   1.803845e-10   5.469623e-02  -1.794392e-09   9.674667e-11  -1.794393e-09   4.817122e-02
  28.40000   5.784807e-02   6.213604e-10  -2.811823e-10   6.213601e-10   5.784807e-02  -2.045477e-09  -2.811823e-10  -2.045477e-09   4.817616e-02
  28.50000   6.203454e-02  -1.787918e-10   3.189589e-09  -1.787914e-10   6.203454e-02   3.702195e-10   3.189588e-09   3.702196e-10   5.378948e-02
  28.60000   7.027636e-02   2.495727e-10   5.445724e-09   2.495738e-10   7.027636e-02   1.327949e-09   5.445726e-09   1.327950e-09   6.379972e-02
  28.70000   6.448810e-02   8.643363e-10   8.118444e-09   8.643357e-10   6.448811e-02   1.804110e-09   8.118443e-09   1.804110e-09   6.832544e-02
  28.80000   5.585056e-02   3.355402e-10   6.187784e-09   3.355397e-10   5.585056e-02  -4.287332e-10   6.187784e-09  -4.287339e-10   6.044333e-02
  28.90000   4.852469e-02   3.814415e-10   7.513795e-09   3.814403e-10   4.852470e-02  -1.650801e-09   7.513795e-09  -1.650801e-09   5.406143e-02
  29.00000   5.154514e-02   3.233103e-10   8.217191e-09   3.233107e-10   5.154514e-02  -1.822443e-09   8.217191e-09  -1.822442e-09   5.870821e-02
  29.10000   5.837590e-02   4.489778e-11   6.258797e-09   4.489807e-11   5.837590e-02  -4.266637e-10   6.258798e-09  -4.266644e-10   5.544067e-02
  29.20000   6.122428e-02   4.595172e-11   9.094935e-09   4.595177e-11   6.122428e-02   3.649701e-10   9.094935e-09   3.649700e-10   5.513672e-02
  29.30000   6.113756e-02  -4.320219e-10   7.142870e-09  -4.320208e-10   6.113756e-02   1.324942e-10   7.142869e-09   1.324940e-10   5.403459e-02
  29.40000   5.932579e-02   3.909220e-11   8.130890e-09   3.909165e-11   5.932579e-02   5.526358e-10   8.130890e-09   5.526355e-10   5.241009e-02
  29.50000   6.395898e-02   8.724972e-11   9.395846e-09   8.725001e-11   6.395898e-02   1.318744e-09   9.395845e-09   1.318744e-09   5.747149e-02
  29.60000   7.155783e-02  -5.148999e-11   9.846586e-09  -5.149036e-11   7.155784e-02   8.717968e-10   9.846586e-09   8.717967e-10   6.248095e-02
  29.70000   7.122430e-02  -1.574392e-10   1.125632e-08  -1.574396e-10   7.122431e-02  -4.577047e-11   1.125632e-08  -4.577047e-11   6.404189e-02
  29.80000   6.593497e-02   4.102028e-10   9.849245e-09   4.102027e-10   6.593497e-02  -4.551183e-09   9.849245e-09  -4.551184e-09   5.916773e-02
  29.90000   5.840999e-02   9.516750e-11   7.895270e-09   9.516776e-11   5.840999e-02  -4.305767e-09   7.895270e-09  -4.305766e-09   5.453667e-02
  30.00000   5.821252e-02  -6.655973e-11   5.499865e-09  -6.656040e-11   5.821252e-02  -5.007192e-09   5.499865e-09  -5.007193e-09   5.249903e-02
