# omega(eV)            xx             xy             xz             yx             yy             yz             zx             zy             zz (Siemens/meter)
  17.00000   2.921458e+04  -1.028720e-04   6.021085e-04  -1.028719e-04   2.921458e+04   4.490652e-04   6.021084e-04   4.490650e-04   4.059270e+04
  17.10000   2.914847e+04  -2.046500e-05   5.049683e-04  -2.046487e-05   2.914847e+04   1.947532e-04   5.049681e-04   1.947531e-04   3.811312e+04
  17.20000   2.832846e+04   5.563157e-05   4.698621e-04   5.563173e-05   2.832846e+04  -1.527446e-03   4.698618e-04  -1.527446e-03   3.220147e+04
  17.30000   2.983536e+04   5.244852e-05   2.013479e-04   5.244823e-05   2.983535e+04   6.640741e-05   2.013477e-04   6.640744e-05   3.055534e+04
  17.40000   3.051597e+04  -2.819607e-05   3.235971e-05  -2.819614e-05   3.051597e+04  -1.181811e-04   3.235994e-05  -1.181811e-04   2.986047e+04
  17.50000   3.297329e+04  -2.347786e-05   7.211122e-04  -2.347752e-05   3.297328e+04   2.699180e-04   7.211123e-04   2.699179e-04   3.296555e+04
  17.60000   2.928700e+04   1.740265e-05   7.430836e-04   1.740268e-05   2.928700e+04   3.553610e-04   7.430837e-04   3.553610e-04   3.295985e+04
  17.70000   2.845332e+04   1.016915e-05   3.657691e-04   1.016911e-05   2.845332e+04   1.010181e-03   3.657689e-04   1.010182e-03   3.264760e+04
  17.80000   2.742349e+04   6.942852e-05   3.302204e-04   6.942865e-05   2.742349e+04   1.245484e-03   3.302205e-04   1.245484e-03   3.027778e+04
  17.90000   2.714284e+04   4.244355e-05  -3.789448e-05   4.244331e-05   2.714284e+04   9.875635e-04  -3.789456e-05   9.875638e-04   2.979731e+04
  18.00000   2.583201e+04   2.111501e-05  -3.000504e-05   2.111485e-05   2.583201e+04   1.139547e-03  -3.000482e-05   1.139547e-03   2.599632e+04
  18.10000   2.610546e+04   4.733624e-05  -6.465170e-04   4.733635e-05   2.610546e+04   8.822574e-04  -6.465167e-04   8.822573e-04   2.666449e+04
  18.20000   2.988679e+04   1.236178e-05  -8.892687e-04   1.236183e-05   2.988678e+04   1.514696e-03  -8.892686e-04   1.514696e-03   3.314874e+04
  18.30000   3.160571e+04   6.148980e-05  -3.214117e-04   6.148941e-05   3.160571e+04   1.401067e-03  -3.214120e-04   1.401067e-03   3.455730e+04
  18.40000   3.644169e+04   2.517796e-04  -5.891888e-04   2.517795e-04   3.644169e+04   1.612662e-03  -5.891891e-04   1.612662e-03   3.775621e+04
  18.50000   4.139759e+04  -7.509887e-05  -3.215255e-04  -7.509882e-05   4.139759e+04   2.763356e-03  -3.215249e-04   2.763357e-03   4.252403e+04
  18.60000   4.452065e+04   4.126747e-05  -2.864653e-04   4.126779e-05   4.452065e+04   2.913359e-03  -2.864653e-04   2.913359e-03   4.779648e+04
  18.70000   4.536952e+04   1.611195e-04   1.244948e-04   1.611198e-04   4.536952e+04   3.249101e-03   1.244950e-04   3.249101e-03   5.179773e+04
  18.80000   4.729744e+04  -3.684271e-04   1.336647e-03  -3.684275e-04   4.729744e+04   3.380286e-03   1.336646e-03   3.380285e-03   6.222431e+04
  18.90000   4.165949e+04   7.500512e-05   2.532075e-04   7.500527e-05   4.165948e+04   2.596114e-03   2.532076e-04   2.596114e-03   4.867520e+04
  19.00000   3.541316e+04  -1.122333e-04   8.765521e-04  -1.122335e-04   3.541316e+04   1.890032e-03   8.765517e-04   1.890032e-03   4.035958e+04
  19.10000   4.214648e+04  -2.099808e-04   1.233695e-03  -2.099809e-04   4.214648e+04   1.606932e-03   1.233696e-03   1.606932e-03   4.752313e+04
  19.20000   4.914304e+04  -2.836414e-04   1.596685e-03  -2.836408e-04   4.914304e+04  -1.360090e-03   1.596685e-03  -1.360091e-03   5.257708e+04
  19.30000   4.749277e+04  -2.221248e-04   1.891970e-03  -2.221245e-04   4.749277e+04   5.470148e-04   1.891970e-03   5.470143e-04   5.445055e+04
  19.40000   4.485728e+04  -2.472347e-04   2.230382e-03  -2.472348e-04   4.485728e+04  -7.751450e-04   2.230382e-03  -7.751452e-04   5.189507e+04
  19.50000   4.395128e+04  -2.921207e-04   2.164719e-03  -2.921208e-04   4.395128e+04  -8.191159e-04   2.164719e-03  -8.191160e-04   4.853556e+04
  19.60000   4.281019e+04  -1.300755e-04  -2.031857e-05  -1.300756e-04   4.281018e+04  -1.269165e-03  -2.031926e-05  -1.269165e-03   4.296447e+04
  19.70000   4.320271e+04  -6.066517e-05  -1.311227e-04  -6.066534e-05   4.320271e+04  -3.661146e-04  -1.311227e-04  -3.661144e-04   4.236799e+04
  19.80000   4.343621e+04   6.089640e-06   1.093045e-03   6.089764e-06   4.343621e+04   1.203144e-03   1.093045e-03   1.203144e-03   4.573772e+04
  19.90000   4.422299e+04   2.756146e-04   2.039977e-04   2.756144e-04   4.422299e+04  -1.070274e-03   2.039975e-04  -1.070274e-03   4.826428e+04
  20.00000   5.052070e+04   1.325075e-04  -6.512048e-04   1.325075e-04   5.052070e+04  -2.611891e-03  -6.512052e-04  -2.611891e-03   5.089114e+04
  20.10000   5.218089e+04   3.228719e-04  -6.424903e-04   3.228722e-04   5.218089e+04  -1.935620e-04  -6.424901e-04  -1.935626e-04   5.018864e+04
  20.20000   5.308335e+04   2.598234e-04  -2.677850e-04   2.598231e-04   5.308335e+04   9.622022e-05  -2.677853e-04   9.622002e-05   5.258883e+04
  20.30000   5.596058e+04   3.355457e-04  -1.627359e-05   3.355456e-04   5.596058e+04   2.281387e-04  -1.627402e-05   2.281394e-04   5.911704e+04
  20.40000   5.265625e+04   4.100958e-04  -3.293761e-05   4.100961e-04   5.265625e+04   1.160577e-03  -3.293799e-05   1.160577e-03   5.596184e+04
  20.50000   4.559898e+04   2.047660e-04  -4.503353e-04   2.047657e-04   4.559898e+04   1.472911e-03  -4.503354e-04   1.472910e-03   4.495409e+04
  20.60000   4.464739e+04   1.927182e-04  -5.585301e-04   1.927181e-04   4.464739e+04   7.367373e-04  -5.585308e-04   7.367374e-04   3.830982e+04
  20.70000   4.528867e+04   1.300678e-04  -3.488919e-04   1.300686e-04   4.528867e+04   1.736284e-03  -3.488916e-04   1.736284e-03   4.147846e+04
  20.80000   4.490801e+04  -5.499889e-05  -2.055793e-04  -5.499856e-05   4.490801e+04   1.300144e-03  -2.055793e-04   1.300144e-03   4.375589e+04
  20.90000   4.686963e+04  -1.278739e-04   1.802579e-06  -1.278743e-04   4.686963e+04   1.706082e-03   1.802905e-06   1.706082e-03   4.627363e+04
  21.00000   5.413199e+04  -3.753331e-04   3.702983e-04  -3.753334e-04   5.413199e+04   1.331404e-03   3.702987e-04   1.331404e-03   5.038632e+04
  21.10000   5.715284e+04  -3.053382e-04  -2.139371e-04  -3.053384e-04   5.715284e+04   1.540155e-03  -2.139373e-04   1.540155e-03   5.154159e+04
  21.20000   6.070740e+04  -1.822296e-04  -5.077601e-05  -1.822295e-04   6.070740e+04   7.428162e-05  -5.077617e-05   7.428188e-05   5.082534e+04
  21.30000   5.801840e+04   2.421068e-04   1.726829e-04   2.421069e-04   5.801840e+04  -1.616800e-04   1.726835e-04  -1.616800e-04   3.962517e+04
  21.40000   5.569225e+04  -5.889842e-05   6.796292e-04  -5.889858e-05   5.569225e+04   1.141787e-03   6.796290e-04   1.141787e-03   4.189997e+04
  21.50000   5.573858e+04   1.913391e-04   9.066354e-04   1.913388e-04   5.573858e+04   2.705254e-03   9.066356e-04   2.705254e-03   5.159657e+04
  21.60000   4.972104e+04   1.426608e-04  -2.871853e-04   1.426609e-04   4.972104e+04   2.880431e-03  -2.871851e-04   2.880431e-03   4.919307e+04
  21.70000   4.334368e+04  -3.875762e-07  -3.051569e-04  -3.873711e-07   4.334368e+04   1.866705e-03  -3.051572e-04   1.866705e-03   4.319936e+04
  21.80000   3.951590e+04  -1.887712e-04  -3.928391e-04  -1.887714e-04   3.951590e+04   4.738369e-04  -3.928388e-04   4.738372e-04   3.590976e+04
  21.90000   3.938820e+04  -2.780681e-04  -2.138688e-04  -2.780681e-04   3.938819e+04   2.350297e-03  -2.138692e-04   2.350297e-03   3.636663e+04
  22.00000   3.935261e+04  -5.320296e-04  -1.203583e-04  -5.320297e-04   3.935260e+04  -1.375923e-03  -1.203581e-04  -1.375923e-03   3.554030e+04
  22.10000   3.517479e+04  -4.493052e-05  -1.594308e-04  -4.492992e-05   3.517479e+04  -3.324309e-04  -1.594308e-04  -3.324310e-04   3.338561e+04
  22.20000   3.170770e+04  -5.206186e-05  -1.215517e-04  -5.206174e-05   3.170770e+04   4.074070e-04  -1.215516e-04   4.074070e-04   3.290880e+04
  22.30000   3.157288e+04  -6.244498e-05   6.448497e-05  -6.244453e-05   3.157288e+04   7.692500e-04   6.448517e-05   7.692500e-04   3.104992e+04
  22.40000   3.203827e+04   1.417935e-04  -3.332916e-04   1.417934e-04   3.203827e+04  -2.022046e-04  -3.332915e-04  -2.022046e-04   3.018462e+04
  22.50000   2.962881e+04  -8.953567e-05   4.332030e-04  -8.953554e-05   2.962881e+04   7.036447e-04   4.332026e-04   7.036446e-04   3.461444e+04
  22.60000   2.961115e+04   3.574847e-05   4.727874e-04   3.574853e-05   2.961115e+04   1.120768e-03   4.727877e-04   1.120768e-03   3.570214e+04
  22.70000   2.923497e+04  -7.537321e-05  -1.938349e-04  -7.537326e-05   2.923497e+04   1.616931e-03  -1.938351e-04   1.616931e-03   3.304701e+04
  22.80000   3.077692e+04  -3.499651e-04  -1.588942e-04  -3.499651e-04   3.077692e+04   2.721310e-03  -1.588939e-04   2.721310e-03   3.087558e+04
  22.90000   2.909513e+04   2.863029e-04  -8.232673e-04   2.863029e-04   2.909513e+04   2.953221e-03  -8.232676e-04   2.953221e-03   2.843705e+04
  23.00000   2.848193e+04   3.036756e-04  -1.038619e-03   3.036756e-04   2.848193e+04   3.525393e-03  -1.038619e-03   3.525393e-03   2.874816e+04
  23.10000   2.850525e+04   3.973241e-04  -1.488019e-03   3.973243e-04   2.850525e+04   4.305744e-03  -1.488019e-03   4.305743e-03   2.979883e+04
  23.20000   2.593376e+04   5.873162e-05  -1.054783e-03   5.873126e-05   2.593376e+04   2.270519e-03  -1.054783e-03   2.270519e-03   2.783355e+04
  23.30000   2.476057e+04   1.021993e-04  -7.888200e-04   1.021992e-04   2.476057e+04   1.553416e-03  -7.888200e-04   1.553416e-03   2.640842e+04
  23.40000   2.556439e+04   1.068405e-04  -3.494620e-04   1.068404e-04   2.556439e+04   1.463425e-03  -3.494617e-04   1.463425e-03   2.750987e+04
  23.50000   2.631281e+04  -1.249101e-05   9.455615e-04  -1.249111e-05   2.631281e+04  -4.599030e-05   9.455615e-04  -4.599044e-05   3.107514e+04
  23.60000   2.624184e+04  -6.656300e-05   2.166293e-03  -6.656279e-05   2.624184e+04  -2.627567e-04   2.166293e-03  -2.627568e-04   3.308813e+04
  23.70000   2.420846e+04  -8.817260e-06   2.327602e-03  -8.817367e-06   2.420846e+04  -1.357688e-03   2.327602e-03  -1.357688e-03   2.770431e+04
  23.80000   2.254590e+04  -6.584178e-05   1.906933e-03  -6.584177e-05   2.254590e+04  -1.148857e-03   1.906933e-03  -1.148857e-03   2.698904e+04
  23.90000   2.265272e+04  -7.721190e-06   1.622257e-03  -7.721173e-06   2.265272e+04  -1.267645e-03   1.622257e-03  -1.267645e-03   2.438221e+04
  24.00000   2.430607e+04  -1.805483e-04   9.358335e-04  -1.805484e-04   2.430607e+04  -6.324417e-04   9.358334e-04  -6.324418e-04   2.122479e+04
  24.10000   2.580533e+04  -1.946809e-05   2.447031e-04  -1.946822e-05   2.580533e+04  -1.344224e-04   2.447029e-04  -1.344224e-04   2.244181e+04
  24.20000   2.457586e+04  -2.408986e-05   2.463353e-04  -2.408958e-05   2.457585e+04   7.649039e-04   2.463352e-04   7.649041e-04   2.161252e+04
  24.30000   2.459762e+04  -3.453226e-05   2.506991e-04  -3.453215e-05   2.459762e+04   4.716230e-04   2.506991e-04   4.716232e-04   2.291809e+04
  24.40000   2.577828e+04   5.817238e-05   8.329479e-04   5.817206e-05   2.577828e+04   2.131801e-04   8.329480e-04   2.131800e-04   2.550113e+04
  24.50000   2.554340e+04  -2.835153e-05   9.308290e-04  -2.835128e-05   2.554340e+04  -4.130516e-04   9.308294e-04  -4.130518e-04   2.415154e+04
  24.60000   2.450128e+04   2.636892e-05   1.033536e-03   2.636907e-05   2.450128e+04   3.138143e-04   1.033536e-03   3.138142e-04   2.672847e+04
  24.70000   2.228646e+04   1.102956e-04   1.694814e-03   1.102957e-04   2.228646e+04   9.329572e-04   1.694814e-03   9.329572e-04   2.622868e+04
  24.80000   2.122256e+04  -1.425327e-04   1.757466e-03  -1.425329e-04   2.122256e+04   1.569484e-03   1.757466e-03   1.569484e-03   2.360882e+04
  24.90000   2.205580e+04  -9.179235e-05   2.524709e-03  -9.179218e-05   2.205580e+04   2.765970e-04   2.524708e-03   2.765971e-04   2.374201e+04
  25.00000   2.357658e+04   1.439163e-04   7.853606e-04   1.439165e-04   2.357658e+04   5.665267e-04   7.853605e-04   5.665269e-04   2.132570e+04
  25.10000   2.654236e+04   1.041393e-04   6.236153e-04   1.041393e-04   2.654236e+04   4.889699e-04   6.236153e-04   4.889697e-04   2.318174e+04
  25.20000   2.718571e+04   2.041917e-04   1.729358e-03   2.041920e-04   2.718572e+04   5.344274e-04   1.729358e-03   5.344275e-04   2.453859e+04
  25.30000   2.742543e+04  -2.417971e-05   2.743961e-03  -2.417998e-05   2.742543e+04  -1.573104e-04   2.743961e-03  -1.573105e-04   2.761337e+04
  25.40000   2.732574e+04  -6.739012e-05   3.062960e-03  -6.738986e-05   2.732574e+04   3.367336e-05   3.062960e-03   3.367339e-05   2.810765e+04
  25.50000   2.651797e+04   1.400864e-05   1.919983e-03   1.400876e-05   2.651797e+04   9.482509e-04   1.919983e-03   9.482511e-04   2.587941e+04
  25.60000   2.706348e+04  -2.672847e-04   2.112399e-03  -2.672847e-04   2.706348e+04   8.216017e-04   2.112399e-03   8.216017e-04   2.560681e+04
  25.70000   2.612829e+04   5.787744e-05   1.838020e-03   5.787732e-05   2.612829e+04   1.238037e-03   1.838020e-03   1.238037e-03   2.421942e+04
  25.80000   2.460790e+04   1.166197e-04   1.009948e-03   1.166199e-04   2.460790e+04   1.941694e-03   1.009948e-03   1.941694e-03   2.193809e+04
  25.90000   2.562694e+04   5.171484e-05   1.175809e-03   5.171439e-05   2.562694e+04   1.875407e-03   1.175809e-03   1.875407e-03   2.214584e+04
  26.00000   2.356598e+04   4.503797e-05   1.852799e-03   4.503804e-05   2.356598e+04   1.515705e-03   1.852799e-03   1.515705e-03   2.140825e+04
  26.10000   2.370891e+04  -4.024143e-05   1.158392e-03  -4.024142e-05   2.370891e+04   1.933285e-03   1.158392e-03   1.933285e-03   2.138874e+04
  26.20000   2.209463e+04   3.131200e-05   1.411962e-03   3.131209e-05   2.209463e+04   1.155840e-03   1.411962e-03   1.155840e-03   2.184424e+04
  26.30000   2.309379e+04  -1.687054e-05   1.230149e-03  -1.687048e-05   2.309379e+04   2.102568e-03   1.230148e-03   2.102568e-03   2.501929e+04
  26.40000   2.141587e+04   1.609535e-04   1.649056e-03   1.609535e-04   2.141587e+04   2.563758e-03   1.649056e-03   2.563758e-03   2.582562e+04
  26.50000   1.928807e+04   1.152099e-04   2.325265e-03   1.152098e-04   1.928807e+04   1.574072e-03   2.325265e-03   1.574072e-03   2.480050e+04
  26.60000   1.742159e+04   1.013430e-04   2.371632e-03   1.013431e-04   1.742159e+04   9.109164e-04   2.371632e-03   9.109162e-04   2.073536e+04
  26.70000   1.786258e+04   1.061516e-04   2.793939e-03   1.061514e-04   1.786258e+04   1.269768e-03   2.793939e-03   1.269767e-03   2.207943e+04
  26.80000   1.904664e+04   2.045244e-04   2.966018e-03   2.045246e-04   1.904664e+04   1.466297e-03   2.966018e-03   1.466297e-03   2.164140e+04
  26.90000   1.963361e+04   2.462869e-04   2.750495e-03   2.462869e-04   1.963361e+04   3.176292e-03   2.750495e-03   3.176292e-03   2.191483e+04
  27.00000   2.005898e+04   7.771528e-05   2.773131e-03   7.771501e-05   2.005898e+04   2.482992e-03   2.773131e-03   2.482992e-03   2.059899e+04
  27.10000   1.987428e+04  -7.969202e-05   2.835672e-03  -7.969173e-05   1.987428e+04   3.272758e-03   2.835672e-03   3.272758e-03   1.875782e+04
  27.20000   2.036012e+04  -3.608388e-05   3.408024e-03  -3.608390e-05   2.036012e+04   3.158734e-03   3.408024e-03   3.158734e-03   2.008643e+04
  27.30000   2.081179e+04   1.005642e-04   3.255652e-03   1.005643e-04   2.081179e+04   1.819688e-03   3.255652e-03   1.819688e-03   1.979805e+04
  27.40000   1.986742e+04  -2.250891e-05   3.164337e-03  -2.250887e-05   1.986742e+04   1.101637e-03   3.164337e-03   1.101637e-03   1.862262e+04
  27.50000   1.946995e+04   2.978199e-05   3.267222e-03   2.978191e-05   1.946995e+04   7.635951e-04   3.267223e-03   7.635952e-04   1.948785e+04
  27.60000   2.022308e+04   2.259490e-05   3.181196e-03   2.259471e-05   2.022308e+04  -1.117422e-04   3.181196e-03  -1.117424e-04   1.886634e+04
  27.70000   2.073392e+04   1.410825e-04   2.920405e-03   1.410828e-04   2.073392e+04  -2.763103e-04   2.920405e-03  -2.763103e-04   1.929894e+04
  27.80000   2.025832e+04   5.754958e-05   3.212039e-03   5.754943e-05   2.025832e+04   4.823107e-04   3.212039e-03   4.823106e-04   2.001693e+04
  27.90000   1.928719e+04  -4.391862e-05   3.185273e-03  -4.391864e-05   1.928719e+04   8.121134e-04   3.185273e-03   8.121135e-04   1.839089e+04
  28.00000   2.034348e+04  -5.448042e-06   3.045803e-03  -5.447879e-06   2.034348e+04   7.370111e-04   3.045802e-03   7.370112e-04   1.919279e+04
  28.10000   2.198570e+04   2.234037e-04   2.600818e-03   2.234036e-04   2.198571e+04   1.743523e-03   2.600818e-03   1.743523e-03   1.912773e+04
  28.20000   2.193266e+04   1.317791e-04   1.656871e-03   1.317790e-04   2.193266e+04   2.340525e-04   1.656871e-03   2.340525e-04   1.875432e+04
  28.30000   2.078128e+04   6.856929e-05   3.311253e-05   6.856943e-05   2.078128e+04  -6.858194e-04   3.311245e-05  -6.858196e-04   1.829168e+04
  28.40000   2.206153e+04   2.372428e-04  -1.075692e-04   2.372427e-04   2.206153e+04  -7.821587e-04  -1.075691e-04  -7.821585e-04   1.836315e+04
  28.50000   2.374676e+04  -6.855919e-05   1.224686e-03  -6.855901e-05   2.374676e+04   1.416614e-04   1.224686e-03   1.416614e-04   2.058361e+04
  28.60000   2.699705e+04   9.645997e-05   2.096435e-03   9.646040e-05   2.699705e+04   5.105074e-04   2.096436e-03   5.105077e-04   2.450807e+04
  28.70000   2.485136e+04   3.336236e-04   3.135055e-03   3.336233e-04   2.485136e+04   6.950684e-04   3.135055e-03   6.950686e-04   2.633170e+04
  28.80000   2.159099e+04   1.297164e-04   2.396337e-03   1.297163e-04   2.159099e+04  -1.680692e-04   2.396337e-03  -1.680694e-04   2.336790e+04
  28.90000   1.882421e+04   1.480100e-04   2.920881e-03   1.480095e-04   1.882421e+04  -6.426044e-04   2.920881e-03  -6.426043e-04   2.097200e+04
  29.00000   2.007331e+04   1.260145e-04   3.204576e-03   1.260147e-04   2.007331e+04  -7.118738e-04   3.204577e-03  -7.118734e-04   2.285883e+04
  29.10000   2.281925e+04   1.698112e-05   2.449262e-03   1.698126e-05   2.281925e+04  -1.662544e-04   2.449262e-03  -1.662547e-04   2.165828e+04
  29.20000   2.401517e+04   1.800066e-05   3.571248e-03   1.800071e-05   2.401517e+04   1.440684e-04   3.571247e-03   1.440684e-04   2.161530e+04
  29.30000   2.406214e+04  -1.704214e-04   2.813202e-03  -1.704209e-04   2.406214e+04   5.254557e-05   2.813202e-03   5.254552e-05   2.125569e+04
  29.40000   2.342947e+04   1.535616e-05   3.214916e-03   1.535597e-05   2.342947e+04   2.183463e-04   3.214916e-03   2.183462e-04   2.068907e+04
  29.50000   2.535137e+04   3.442950e-05   3.726731e-03   3.442964e-05   2.535137e+04   5.234485e-04   3.726731e-03   5.234484e-04   2.277046e+04
  29.60000   2.846006e+04  -2.032532e-05   3.918027e-03  -2.032544e-05   2.846007e+04   3.456003e-04   3.918027e-03   3.456003e-04   2.484189e+04
  29.70000   2.841876e+04  -6.309979e-05   4.493895e-03  -6.309992e-05   2.841876e+04  -2.160011e-05   4.493895e-03  -2.160009e-05   2.554682e+04
  29.80000   2.639074e+04   1.642383e-04   3.942706e-03   1.642382e-04   2.639075e+04  -1.825891e-03   3.942706e-03  -1.825891e-03   2.367599e+04
  29.90000   2.345510e+04   3.818503e-05   3.169549e-03   3.818516e-05   2.345510e+04  -1.732582e-03   3.169549e-03  -1.732582e-03   2.189519e+04
  30.00000   2.345709e+04  -2.745252e-05   2.212938e-03  -2.745277e-05   2.345709e+04  -2.019921e-03   2.212938e-03  -2.019921e-03   2.114743e+04
