# omega(eV)            xx             xy             xz             yx             yy             yz             zx             zy             zz
  17.00000   8.427017e-01  -1.168058e-10   5.714953e-10  -1.168050e-10   8.427017e-01  -7.041841e-10   5.714937e-10  -7.041842e-10   7.645459e-01
  17.10000   8.495753e-01   5.088897e-10   1.271829e-09   5.088902e-10   8.495753e-01  -1.969498e-09   1.271829e-09  -1.969497e-09   7.742683e-01
  17.20000   8.576001e-01   1.138910e-10   1.128758e-09   1.138907e-10   8.576001e-01   1.741205e-09   1.128759e-09   1.741208e-09   7.783224e-01
  17.30000   8.643916e-01   3.888394e-10   1.265450e-09   3.888391e-10   8.643916e-01   4.580773e-09   1.265449e-09   4.580773e-09   7.989499e-01
  17.40000   8.646717e-01  -1.071097e-10   3.343137e-09  -1.071095e-10   8.646717e-01   6.923258e-09   3.343136e-09   6.923259e-09   8.143541e-01
  17.50000   8.613281e-01   5.889316e-10   2.893997e-09   5.889307e-10   8.613281e-01   8.023157e-09   2.893997e-09   8.023158e-09   8.285834e-01
  17.60000   8.536554e-01   1.153948e-11   1.030998e-09   1.153797e-11   8.536554e-01   6.421325e-09   1.030997e-09   6.421326e-09   8.248840e-01
  17.70000   8.618997e-01   2.328187e-10  -5.095534e-11   2.328181e-10   8.618997e-01   6.847305e-09  -5.095584e-11   6.847304e-09   8.270129e-01
  17.80000   8.738605e-01   2.135005e-10   1.193151e-09   2.135002e-10   8.738605e-01   1.663291e-09   1.193152e-09   1.663291e-09   8.356323e-01
  17.90000   8.725709e-01   6.572660e-11  -1.030906e-09   6.572616e-11   8.725709e-01   4.849715e-09  -1.030905e-09   4.849716e-09   8.388511e-01
  18.00000   8.894503e-01  -5.457391e-11  -4.540830e-10  -5.457338e-11   8.894503e-01   5.211568e-09  -4.540826e-10   5.211568e-09   8.556001e-01
  18.10000   9.022494e-01   2.132241e-10   6.488894e-10   2.132245e-10   9.022494e-01   4.927671e-09   6.488895e-10   4.927671e-09   8.813296e-01
  18.20000   9.211309e-01   1.771290e-10   3.967344e-09   1.771284e-10   9.211308e-01   6.435245e-09   3.967343e-09   6.435244e-09   9.030926e-01
  18.30000   9.239862e-01   2.375990e-10   3.255817e-09   2.375994e-10   9.239862e-01   3.593845e-09   3.255817e-09   3.593845e-09   8.958474e-01
  18.40000   9.355040e-01   2.682006e-10   3.889640e-09   2.682017e-10   9.355040e-01   7.664116e-09   3.889642e-09   7.664116e-09   9.103464e-01
  18.50000   9.278943e-01   7.954707e-12   5.257428e-09   7.954501e-12   9.278943e-01   6.512190e-09   5.257429e-09   6.512191e-09   9.195701e-01
  18.60000   9.164546e-01  -6.187919e-10   5.814223e-09  -6.187923e-10   9.164546e-01   3.532557e-09   5.814221e-09   3.532558e-09   9.131387e-01
  18.70000   9.085780e-01  -1.049548e-09   8.558802e-09  -1.049549e-09   9.085780e-01   5.199535e-10   8.558803e-09   5.199527e-10   9.130783e-01
  18.80000   8.871573e-01  -5.323327e-10   6.336353e-09  -5.323311e-10   8.871573e-01  -3.226111e-09   6.336353e-09  -3.226111e-09   8.643380e-01
  18.90000   8.724200e-01  -2.751478e-10   4.618538e-09  -2.751484e-10   8.724200e-01  -7.598316e-09   4.618537e-09  -7.598316e-09   8.326158e-01
  19.00000   8.997408e-01  -5.021389e-10   6.101149e-09  -5.021393e-10   8.997408e-01  -9.269522e-09   6.101150e-09  -9.269522e-09   8.616062e-01
  19.10000   9.186139e-01  -5.544412e-10   5.844598e-09  -5.544409e-10   9.186139e-01  -1.025996e-08   5.844599e-09  -1.025996e-08   8.842959e-01
  19.20000   9.077049e-01  -7.356303e-11   3.663913e-09  -7.355941e-11   9.077049e-01  -9.148671e-09   3.663914e-09  -9.148672e-09   8.726275e-01
  19.30000   8.878184e-01  -3.995301e-10   4.227619e-09  -3.995322e-10   8.878184e-01  -3.791448e-09   4.227617e-09  -3.791448e-09   8.615042e-01
  19.40000   8.829568e-01   3.000631e-10   1.914045e-09   3.000625e-10   8.829568e-01  -6.504353e-09   1.914046e-09  -6.504353e-09   8.431102e-01
  19.50000   8.884373e-01   5.135267e-10  -4.552941e-09   5.135253e-10   8.884373e-01  -1.546031e-09  -4.552943e-09  -1.546032e-09   8.335655e-01
  19.60000   8.873211e-01   9.542522e-10  -6.058785e-09   9.542529e-10   8.873211e-01  -3.825507e-10  -6.058784e-09  -3.825499e-10   8.405160e-01
  19.70000   8.923714e-01   9.547874e-10  -7.384747e-10   9.547888e-10   8.923714e-01   3.045755e-09  -7.384750e-10   3.045754e-09   8.601186e-01
  19.80000   9.004234e-01   1.041549e-09   1.835926e-09   1.041549e-09   9.004234e-01   2.120779e-09   1.835928e-09   2.120780e-09   8.788955e-01
  19.90000   9.077515e-01   1.521797e-09  -6.153855e-09   1.521796e-09   9.077515e-01  -4.698129e-09  -6.153857e-09  -4.698129e-09   8.626544e-01
  20.00000   9.077527e-01   9.782809e-10  -1.991063e-09   9.782811e-10   9.077527e-01   2.312104e-09  -1.991064e-09   2.312104e-09   8.629822e-01
  20.10000   8.940645e-01   7.404330e-10  -7.813317e-10   7.404303e-10   8.940645e-01   6.233324e-09  -7.813314e-10   6.233324e-09   8.605127e-01
  20.20000   8.909302e-01   1.948138e-10   2.196473e-09   1.948148e-10   8.909302e-01   3.242747e-09   2.196470e-09   3.242749e-09   8.654608e-01
  20.30000   8.828138e-01  -2.668998e-10   1.189287e-09  -2.668996e-10   8.828138e-01   6.579768e-09   1.189285e-09   6.579768e-09   8.550788e-01
  20.40000   8.482625e-01   2.056262e-10  -5.439683e-10   2.056253e-10   8.482625e-01   4.295626e-09  -5.439674e-10   4.295624e-09   8.053266e-01
  20.50000   8.564213e-01  -3.888576e-10   1.363281e-09  -3.888584e-10   8.564213e-01   3.306819e-09   1.363280e-09   3.306818e-09   8.016755e-01
  20.60000   8.670031e-01  -1.248761e-09   9.068753e-10  -1.248760e-09   8.670031e-01   4.004990e-09   9.068768e-10   4.004991e-09   8.270400e-01
  20.70000   8.753652e-01  -5.323560e-10   2.585268e-09  -5.323559e-10   8.753652e-01   2.035895e-09   2.585270e-09   2.035894e-09   8.475460e-01
  20.80000   8.777871e-01  -1.565677e-09   2.763798e-09  -1.565677e-09   8.777871e-01   4.546517e-09   2.763799e-09   4.546517e-09   8.591296e-01
  20.90000   8.983859e-01  -5.048066e-10   3.364061e-09  -5.048086e-10   8.983859e-01   4.085965e-10   3.364061e-09   4.085971e-10   8.571077e-01
  21.00000   8.936250e-01   1.941665e-11   2.075879e-09   1.941595e-11   8.936250e-01   1.053335e-09   2.075878e-09   1.053335e-09   8.522176e-01
  21.10000   8.881864e-01  -6.946167e-10   2.079072e-09  -6.946146e-10   8.881864e-01  -9.860286e-10   2.079072e-09  -9.860276e-10   8.447404e-01
  21.20000   8.551857e-01   1.017547e-09   2.609487e-09   1.017547e-09   8.551857e-01  -2.718641e-09   2.609488e-09  -2.718641e-09   8.026869e-01
  21.30000   8.410674e-01   7.712918e-10   2.816972e-09   7.712905e-10   8.410674e-01   4.412926e-09   2.816971e-09   4.412927e-09   8.212387e-01
  21.40000   8.334698e-01  -1.969432e-12   3.409659e-09  -1.969487e-12   8.334698e-01   7.659593e-09   3.409658e-09   7.659591e-09   8.519705e-01
  21.50000   8.172014e-01  -1.554749e-10  -7.147137e-10  -1.554744e-10   8.172014e-01   5.055050e-09  -7.147142e-10   5.055051e-09   8.354701e-01
  21.60000   8.019695e-01  -4.038481e-10  -8.683817e-10  -4.038480e-10   8.019695e-01   5.268273e-10  -8.683807e-10   5.268272e-10   8.160232e-01
  21.70000   8.018028e-01  -6.863723e-10   1.075224e-09  -6.863722e-10   8.018028e-01  -6.635270e-09   1.075223e-09  -6.635269e-09   7.933939e-01
  21.80000   8.145765e-01  -1.311354e-09   2.449579e-09  -1.311355e-09   8.145765e-01  -2.711710e-09   2.449580e-09  -2.711711e-09   8.067090e-01
  21.90000   8.247541e-01  -8.195393e-10   1.934568e-09  -8.195391e-10   8.247541e-01  -1.877486e-09   1.934567e-09  -1.877486e-09   8.274064e-01
  22.00000   8.144514e-01   1.030831e-09   2.500397e-09   1.030833e-09   8.144514e-01  -2.954341e-09   2.500399e-09  -2.954340e-09   8.124424e-01
  22.10000   8.161161e-01   3.186003e-10   3.039769e-09   3.185999e-10   8.161161e-01   5.429873e-10   3.039769e-09   5.429873e-10   8.256276e-01
  22.20000   8.225882e-01   3.696560e-10   3.360735e-09   3.696553e-10   8.225882e-01   4.176300e-09   3.360736e-09   4.176300e-09   8.258980e-01
  22.30000   8.373243e-01   5.556041e-10   1.576695e-09   5.556037e-10   8.373243e-01  -7.541145e-11   1.576695e-09  -7.541195e-11   8.341640e-01
  22.40000   8.339408e-01   9.162414e-10   4.087791e-09   9.162412e-10   8.339408e-01   3.115009e-09   4.087791e-09   3.115009e-09   8.450730e-01
  22.50000   8.392258e-01   1.149191e-10   3.584333e-09   1.149195e-10   8.392258e-01   4.588211e-09   3.584332e-09   4.588211e-09   8.486992e-01
  22.60000   8.425976e-01   1.074211e-10   2.443530e-09   1.074199e-10   8.425976e-01   4.266600e-09   2.443530e-09   4.266600e-09   8.410662e-01
  22.70000   8.510062e-01   2.281142e-11  -1.461236e-10   2.281078e-11   8.510062e-01   5.275446e-09  -1.461228e-10   5.275446e-09   8.297494e-01
  22.80000   8.503081e-01   1.342410e-09   1.316685e-09   1.342411e-09   8.503081e-01   3.564024e-09   1.316684e-09   3.564024e-09   8.333723e-01
  22.90000   8.484698e-01   1.207187e-09   1.494778e-09   1.207187e-09   8.484698e-01   1.253103e-09   1.494779e-09   1.253103e-09   8.412967e-01
  23.00000   8.551854e-01   3.812385e-10   2.881856e-09   3.812381e-10   8.551854e-01   2.732476e-10   2.881857e-09   2.732471e-10   8.506592e-01
  23.10000   8.515052e-01   4.054816e-10   3.698493e-09   4.054810e-10   8.515052e-01  -4.746933e-09   3.698493e-09  -4.746934e-09   8.475283e-01
  23.20000   8.500934e-01  -1.016377e-09   7.457251e-09  -1.016376e-09   8.500934e-01  -8.414379e-09   7.457250e-09  -8.414379e-09   8.470552e-01
  23.30000   8.607435e-01  -1.066107e-10   8.381641e-09  -1.066106e-10   8.607435e-01  -6.494758e-09   8.381641e-09  -6.494758e-09   8.561047e-01
  23.40000   8.660297e-01  -2.166802e-10   9.634633e-09  -2.166798e-10   8.660297e-01  -7.363951e-09   9.634633e-09  -7.363951e-09   8.630093e-01
  23.50000   8.681165e-01  -4.025593e-10   1.262416e-08  -4.025595e-10   8.681165e-01  -8.423615e-09   1.262416e-08  -8.423614e-09   8.706454e-01
  23.60000   8.660883e-01  -3.131074e-10   9.284034e-09  -3.131074e-10   8.660883e-01  -7.907914e-09   9.284034e-09  -7.907915e-09   8.498115e-01
  23.70000   8.651566e-01  -6.078932e-11   4.647369e-09  -6.078907e-11   8.651566e-01  -4.187112e-09   4.647369e-09  -4.187112e-09   8.452761e-01
  23.80000   8.736861e-01  -2.251010e-10   2.996725e-09  -2.251010e-10   8.736861e-01  -2.823443e-09   2.996725e-09  -2.823444e-09   8.508637e-01
  23.90000   8.800666e-01  -2.016636e-10   2.326828e-09  -2.016635e-10   8.800666e-01  -1.428381e-10   2.326829e-09  -1.428386e-10   8.505163e-01
  24.00000   8.864646e-01  -7.744611e-11   5.652943e-10  -7.744600e-11   8.864646e-01   2.064078e-09   5.652937e-10   2.064078e-09   8.581440e-01
  24.10000   8.835695e-01   5.023198e-10   2.198589e-09   5.023198e-10   8.835695e-01   3.852314e-09   2.198590e-09   3.852314e-09   8.693207e-01
  24.20000   8.816528e-01   1.453030e-10   3.738322e-09   1.453031e-10   8.816528e-01   9.866385e-10   3.738323e-09   9.866387e-10   8.711602e-01
  24.30000   8.883997e-01   3.568066e-10   5.181398e-09   3.568062e-10   8.883997e-01   1.109464e-09   5.181398e-09   1.109464e-09   8.845047e-01
  24.40000   8.897549e-01  -2.416744e-10   4.366441e-09  -2.416740e-10   8.897549e-01   1.234037e-09   4.366441e-09   1.234037e-09   8.784499e-01
  24.50000   8.838425e-01   8.286390e-11   5.725162e-09   8.286451e-11   8.838425e-01   1.053052e-09   5.725162e-09   1.053052e-09   8.822550e-01
  24.60000   8.848108e-01  -1.316530e-11   7.726682e-09  -1.316543e-11   8.848108e-01   2.717065e-09   7.726682e-09   2.717065e-09   8.853858e-01
  24.70000   8.852244e-01   2.975834e-10   5.079731e-09   2.975830e-10   8.852244e-01   1.920476e-09   5.079731e-09   1.920477e-09   8.707549e-01
  24.80000   8.932464e-01  -2.662856e-10   5.633740e-09  -2.662860e-10   8.932464e-01   1.715824e-09   5.633740e-09   1.715825e-09   8.784898e-01
  24.90000   9.029924e-01   4.842890e-10   2.186965e-09   4.842890e-10   9.029924e-01   1.341819e-10   2.186965e-09   1.341818e-10   8.811986e-01
  25.00000   9.073742e-01   3.690406e-10   1.638286e-09   3.690408e-10   9.073742e-01   1.574627e-09   1.638287e-09   1.574628e-09   8.863925e-01
  25.10000   9.072048e-01   4.372452e-10   5.371962e-09   4.372447e-10   9.072048e-01   1.882484e-09   5.371962e-09   1.882484e-09   8.944143e-01
  25.20000   9.030334e-01  -6.001324e-10   6.472035e-09  -6.001317e-10   9.030334e-01  -7.201839e-10   6.472035e-09  -7.201848e-10   8.963694e-01
  25.30000   9.005701e-01  -2.929361e-10   5.242189e-09  -2.929362e-10   9.005701e-01   1.231614e-09   5.242189e-09   1.231615e-09   8.964301e-01
  25.40000   8.975845e-01  -8.158607e-11   2.262134e-09  -8.158562e-11   8.975845e-01   4.814801e-09   2.262134e-09   4.814801e-09   8.880977e-01
  25.50000   8.984392e-01  -4.232941e-10   1.232951e-09  -4.232948e-10   8.984392e-01   3.385661e-09   1.232951e-09   3.385661e-09   8.857048e-01
  25.60000   8.971419e-01   2.898571e-10   1.363264e-09   2.898563e-10   8.971419e-01   4.650070e-09   1.363265e-09   4.650070e-09   8.847508e-01
  25.70000   8.947560e-01   7.784620e-10  -3.347465e-10   7.784621e-10   8.947560e-01   3.862231e-09  -3.347457e-10   3.862232e-09   8.838311e-01
  25.80000   8.976230e-01  -7.602300e-11   1.466516e-09  -7.602312e-11   8.976230e-01   3.689458e-09   1.466516e-09   3.689458e-09   8.868719e-01
  25.90000   8.969784e-01  -2.519357e-10   3.237274e-09  -2.519364e-10   8.969784e-01   1.057421e-09   3.237274e-09   1.057421e-09   8.922744e-01
  26.00000   8.961792e-01  -2.367343e-11   1.737288e-09  -2.367292e-11   8.961792e-01   1.420089e-09   1.737287e-09   1.420089e-09   8.953475e-01
  26.10000   8.973210e-01   2.150860e-10   1.439121e-09   2.150859e-10   8.973210e-01   1.347614e-09   1.439121e-09   1.347614e-09   8.990150e-01
  26.20000   8.993685e-01   1.304456e-10   3.798524e-09   1.304457e-10   8.993685e-01   9.106257e-10   3.798524e-09   9.106247e-10   9.058232e-01
  26.30000   8.989022e-01   3.444436e-10   2.780261e-09   3.444436e-10   8.989022e-01   4.880961e-10   2.780261e-09   4.880964e-10   9.024780e-01
  26.40000   8.996521e-01  -1.292008e-11   4.941427e-09  -1.292031e-11   8.996521e-01   7.918446e-10   4.941427e-09   7.918442e-10   9.048486e-01
  26.50000   8.993357e-01  -9.422312e-12   3.723000e-09  -9.422079e-12   8.993357e-01  -2.393606e-11   3.723000e-09  -2.393619e-11   8.898501e-01
  26.60000   9.072019e-01  -1.002386e-10   3.976511e-09  -1.002388e-10   9.072019e-01   2.047850e-10   3.976512e-09   2.047852e-10   8.979697e-01
  26.70000   9.132830e-01   1.464022e-10   3.885799e-09   1.464025e-10   9.132830e-01   1.915143e-09   3.885799e-09   1.915143e-09   9.008218e-01
  26.80000   9.182517e-01   3.958644e-10   2.955385e-09   3.958648e-10   9.182517e-01   1.761318e-09   2.955385e-09   1.761318e-09   9.032610e-01
  26.90000   9.181779e-01  -2.954425e-10   1.602989e-09  -2.954427e-10   9.181779e-01   1.216891e-09   1.602988e-09   1.216890e-09   9.008845e-01
  27.00000   9.202804e-01  -8.350312e-10   1.585471e-09  -8.350311e-10   9.202804e-01  -1.536643e-09   1.585472e-09  -1.536644e-09   9.014550e-01
  27.10000   9.212059e-01  -4.963274e-11   3.017393e-09  -4.963257e-11   9.212059e-01  -1.945348e-09   3.017393e-09  -1.945348e-09   9.049721e-01
  27.20000   9.244651e-01   3.918079e-12   8.049721e-10   3.917818e-12   9.244651e-01  -3.726481e-09   8.049720e-10  -3.726481e-09   9.116277e-01
  27.30000   9.221429e-01   2.923549e-11   2.011425e-10   2.923570e-11   9.221429e-01  -7.118170e-09   2.011431e-10  -7.118170e-09   9.085600e-01
  27.40000   9.238022e-01   1.877338e-10  -8.848593e-10   1.877334e-10   9.238022e-01  -7.379358e-09  -8.848588e-10  -7.379359e-09   9.124663e-01
  27.50000   9.268956e-01  -3.163811e-11  -7.355019e-10  -3.163865e-11   9.268956e-01  -5.184301e-09  -7.355017e-10  -5.184300e-09   9.155731e-01
  27.60000   9.302364e-01   1.123573e-10  -1.577666e-09   1.123572e-10   9.302364e-01  -4.165604e-09  -1.577666e-09  -4.165604e-09   9.165645e-01
  27.70000   9.301276e-01   1.831538e-10  -1.264478e-09   1.831541e-10   9.301276e-01  -1.751835e-09  -1.264479e-09  -1.751834e-09   9.205425e-01
  27.80000   9.301324e-01  -5.023832e-10  -2.268976e-09  -5.023833e-10   9.301324e-01  -1.652373e-09  -2.268976e-09  -1.652372e-09   9.203110e-01
  27.90000   9.334432e-01  -5.820496e-11  -3.374941e-09  -5.820523e-11   9.334432e-01  -1.310483e-09  -3.374940e-09  -1.310483e-09   9.199644e-01
  28.00000   9.397316e-01   3.988596e-10  -4.769679e-09   3.988596e-10   9.397316e-01  -9.248099e-10  -4.769679e-09  -9.248101e-10   9.255187e-01
  28.10000   9.382464e-01  -2.177927e-11  -5.816467e-09  -2.177973e-11   9.382464e-01  -4.026611e-09  -5.816468e-09  -4.026611e-09   9.254715e-01
  28.20000   9.369328e-01  -3.175800e-11  -6.711689e-09  -3.175792e-11   9.369328e-01  -5.278146e-09  -6.711689e-09  -5.278146e-09   9.285857e-01
  28.30000   9.391484e-01  -1.499093e-10  -5.527661e-09  -1.499092e-10   9.391484e-01  -4.037474e-09  -5.527662e-09  -4.037474e-09   9.308139e-01
  28.40000   9.429577e-01  -2.045901e-10  -2.202679e-10  -2.045899e-10   9.429577e-01  -1.067536e-09  -2.202677e-10  -1.067536e-09   9.379281e-01
  28.50000   9.465524e-01  -2.117829e-11   2.774427e-09  -2.117796e-11   9.465524e-01  -4.056582e-10   2.774427e-09  -4.056580e-10   9.433109e-01
  28.60000   9.406303e-01   6.592737e-10   1.985850e-09   6.592737e-10   9.406303e-01  -5.741813e-10   1.985850e-09  -5.741811e-10   9.447035e-01
  28.70000   9.323603e-01  -1.038312e-10   1.154213e-09  -1.038313e-10   9.323603e-01  -2.144611e-09   1.154213e-09  -2.144611e-09   9.306628e-01
  28.80000   9.311527e-01  -4.111590e-10  -1.334176e-09  -4.111597e-10   9.311527e-01  -2.931726e-09  -1.334175e-09  -2.931726e-09   9.276001e-01
  28.90000   9.402007e-01  -4.146934e-10  -2.623693e-10  -4.146932e-10   9.402007e-01  -1.249092e-09  -2.623691e-10  -1.249092e-09   9.332665e-01
  29.00000   9.484282e-01  -1.639045e-10  -1.466939e-09  -1.639038e-10   9.484282e-01  -1.383384e-09  -1.466939e-09  -1.383384e-09   9.353144e-01
  29.10000   9.524617e-01  -8.832863e-10  -1.103753e-09  -8.832860e-10   9.524617e-01   1.134349e-09  -1.103754e-09   1.134349e-09   9.346458e-01
  29.20000   9.503263e-01  -7.274212e-11  -1.778478e-09  -7.274121e-11   9.503263e-01   1.055669e-09  -1.778479e-09   1.055669e-09   9.373717e-01
  29.30000   9.485223e-01  -2.144683e-10  -3.105564e-09  -2.144691e-10   9.485223e-01   4.821989e-10  -3.105564e-09   4.821990e-10   9.382855e-01
  29.40000   9.509342e-01  -1.549412e-10  -1.087598e-09  -1.549407e-10   9.509342e-01  -3.166480e-10  -1.087598e-09  -3.166477e-10   9.429883e-01
  29.50000   9.561452e-01  -2.881851e-10  -2.716120e-09  -2.881850e-10   9.561452e-01   1.942485e-10  -2.716120e-09   1.942477e-10   9.465102e-01
  29.60000   9.516493e-01   2.627900e-10  -3.930780e-09   2.627897e-10   9.516493e-01  -2.271652e-09  -3.930780e-09  -2.271651e-09   9.457316e-01
  29.70000   9.452317e-01  -2.966716e-10  -4.815240e-09  -2.966715e-10   9.452317e-01  -4.926966e-09  -4.815241e-09  -4.926966e-09   9.416430e-01
  29.80000   9.400176e-01  -2.945067e-10  -8.208650e-09  -2.945064e-10   9.400176e-01  -2.194624e-09  -8.208650e-09  -2.194624e-09   9.370465e-01
  29.90000   9.434211e-01  -1.373684e-10  -8.946696e-09  -1.373681e-10   9.434211e-01  -1.122257e-09  -8.946696e-09  -1.122257e-09   9.404290e-01
  30.00000   9.480410e-01  -8.800357e-10  -9.764699e-09  -8.800355e-10   9.480410e-01   1.134945e-09  -9.764699e-09   1.134945e-09   9.421887e-01
