# atom species Z[displacement,polarization]; units e
1 S -0.53013028 -0.09383999 0.00000000 -0.15797943 -0.16403930 0.00000000 0.00000000 0.00000000 -4.10132663
2 S -0.75583942 -0.05246628 0.00000000 0.23290487 -0.24409463 0.00000000 0.00000000 0.00000000 -3.35345407
3 S -0.68133282 -0.17368386 0.00000000 -0.36289815 -0.49309270 0.00000000 0.00000000 0.00000000 -3.15930286
4 S -0.68133282 -0.17368386 0.00000000 -0.36289815 -0.49309270 0.00000000 0.00000000 0.00000000 -3.15930286
5 S -0.75583942 -0.05246628 0.00000000 0.23290487 -0.24409463 0.00000000 0.00000000 0.00000000 -3.35345407
6 S -0.53013028 -0.09383999 0.00000000 -0.15797943 -0.16403930 0.00000000 0.00000000 0.00000000 -4.10132663
7 Sb 1.10015127 0.05988815 0.00000000 -0.11625640 0.31341703 0.00000000 0.00000000 0.00000000 4.64183758
8 Sb 0.86715125 0.26010198 0.00000000 0.40422910 0.58780959 0.00000000 0.00000000 0.00000000 5.97224598
9 Sb 0.86715125 0.26010198 0.00000000 0.40422910 0.58780959 0.00000000 0.00000000 0.00000000 5.97224598
10 Sb 1.10015127 0.05988815 0.00000000 -0.11625640 0.31341703 0.00000000 0.00000000 0.00000000 4.64183758
