# frequency_cm-1 xx xy xz yx yy yz zx zy zz
0.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
0.50569725 9.9473845353e-05 -7.8980807651e-18 1.3295454029e-17 -7.8980807651e-18 9.9506710141e-05 -2.0611793491e-17 1.3295454029e-17 -2.0611793491e-17 4.7182987584e-04
1.01139449 1.9895198951e-04 -1.5796903084e-17 2.6591576117e-17 -1.5796903084e-17 1.9901772308e-04 -4.1224945019e-17 2.6591576117e-17 -4.1224945019e-17 9.4366545898e-04
1.51709174 2.9843873221e-04 -2.3697208682e-17 3.9889032404e-17 -2.3697208682e-17 2.9853734256e-04 -6.1840811111e-17 3.9889032404e-17 -6.1840811111e-17 1.4155124572e-03
2.02278899 3.9793837509e-04 -3.1599739630e-17 5.3188485189e-17 -3.1599739630e-17 3.9806987423e-04 -8.2460745269e-17 5.3188485189e-17 -8.2460745269e-17 1.8873765794e-03
2.52848624 4.9745522263e-04 -3.9505238519e-17 6.6490590966e-17 -3.9505238519e-17 4.9761962655e-04 -1.0308609643e-16 6.6490590966e-17 -1.0308609643e-16 2.3592635360e-03
3.03418348 5.9699358308e-04 -4.7414448629e-17 7.9795998436e-17 -4.7414448629e-17 5.9719091179e-04 -1.2371820736e-16 7.9795998436e-17 -1.2371820736e-16 2.8311790393e-03
3.53988073 6.9655776944e-04 -5.5328114104e-17 9.3105346452e-17 -5.5328114104e-17 6.9678804697e-04 -1.4435841310e-16 9.3105346452e-17 -1.4435841310e-16 3.3031288043e-03
4.04557798 7.9615210037e-04 -6.3246980128e-17 1.0641926190e-16 -6.3246980128e-17 7.9641535477e-04 -1.6500803919e-16 1.0641926190e-16 -1.6500803919e-16 3.7751185492e-03
4.55127522 8.9578090119e-04 -7.1171793097e-17 1.1973835751e-16 -7.1171793097e-17 8.9607716455e-04 -1.8566839997e-16 1.1973835751e-16 -1.8566839997e-16 4.2471539957e-03
5.05697247 9.9544850481e-04 -7.9103300793e-17 1.3306322952e-16 -7.9103300793e-17 9.9577781324e-04 -2.0634079675e-16 1.3306322952e-16 -2.0634079675e-16 4.7192408696e-03
5.56266972 1.0951592527e-03 -8.7042252561e-17 1.4639445532e-16 -8.7042252561e-17 1.0955216464e-03 -2.2702651581e-16 1.4639445532e-16 -2.2702651581e-16 5.1913849013e-03
6.06836697 1.1949174958e-03 -9.4989399485e-17 1.5973259081e-16 -9.4989399485e-17 1.1953130190e-03 -2.4772682637e-16 1.5973259081e-16 -2.4772682637e-16 5.6635918265e-03
6.57406421 1.2947275956e-03 -1.0294549456e-16 1.7307816780e-16 -1.0294549456e-16 1.2951562966e-03 -2.6844297840e-16 1.7307816780e-16 -2.6844297840e-16 6.1358673865e-03
7.07976146 1.3945939250e-03 -1.1091129288e-16 1.8643169102e-16 -1.1091129288e-16 1.3950558563e-03 -2.8917620026e-16 1.8643169102e-16 -2.8917620026e-16 6.6082173289e-03
7.58545871 1.4945208695e-03 -1.1888755180e-16 1.9979363512e-16 -1.1888755180e-16 1.4950160875e-03 -3.0992769616e-16 1.9979363512e-16 -3.0992769616e-16 7.0806474080e-03
8.09115595 1.5945128276e-03 -1.2687503114e-16 2.1316444133e-16 -1.2687503114e-16 1.5950413930e-03 -3.3069864348e-16 2.1316444133e-16 -3.3069864348e-16 7.5531633855e-03
8.59685320 1.6945742128e-03 -1.3487449333e-16 2.2654451391e-16 -1.3487449333e-16 1.6951361904e-03 -3.5149018981e-16 2.2654451391e-16 -3.5149018981e-16 8.0257710307e-03
9.10255045 1.7947094534e-03 -1.4288670364e-16 2.3993421633e-16 -1.4288670364e-16 1.7953049122e-03 -3.7230344978e-16 2.3993421633e-16 -3.7230344978e-16 8.4984761215e-03
9.60824769 1.8949229946e-03 -1.5091243029e-16 2.5333386709e-16 -1.5091243029e-16 1.8955520077e-03 -3.9313950159e-16 2.5333386709e-16 -3.9313950159e-16 8.9712844448e-03
10.11394494 1.9952192987e-03 -1.5895244473e-16 2.6674373526e-16 -1.5895244473e-16 1.9958819434e-03 -4.1399938328e-16 2.6674373526e-16 -4.1399938328e-16 9.4442017966e-03
10.61964219 2.0956028465e-03 -1.6700752175e-16 2.8016403557e-16 -1.6700752175e-16 2.0962992045e-03 -4.3488408861e-16 2.8016403557e-16 -4.3488408861e-16 9.9172339834e-03
11.12533944 2.1960781384e-03 -1.7507843967e-16 2.9359492308e-16 -1.7507843967e-16 2.1968082955e-03 -4.5579456259e-16 2.9359492308e-16 -4.5579456259e-16 1.0390386822e-02
