mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
68,1068.0195400112436,9.507247652656635e-15,-9.291675734594829e-06,-5.3853437194530624e-17,9.038775792894509e-29,8.633523795685834e-11,2.9001926976652543e-33,8.633523795685834e-11
69,1068.0238730922313,-1.3596663934186109e-05,-1.0430501006561648e-14,-8.715250743307479e-15,1.8486927013919726e-10,1.0879535124788356e-28,7.595559551872156e-29,1.8486927013919726e-10
70,1116.650209632692,1.1375513194581735e-15,-1.863093013199091e-15,2.6162261153517636e-15,1.2940230044010316e-30,3.4711155758312676e-30,6.84463908664858e-30,1.1609777666880879e-29
71,1116.665596727587,-1.126269216777942e-15,-3.15698213765572e-15,4.1128617342289786e-05,1.268482348661599e-30,9.966536217477278e-30,1.6915631644885e-09,1.6915631644885e-09
72,1140.698826219304,-1.1793530523420293e-05,7.589415207398531e-19,7.244205235679146e-15,1.3908736220684613e-10,5.759922319029209e-37,5.247850949664116e-29,1.3908736220684613e-10
73,1174.764643261973,-1.92571771480545e-15,-1.4554329963445412e-15,-6.039255416312522e-15,3.7083887171155246e-30,2.118285206848449e-30,3.6472605983460135e-29,4.2299279907424106e-29
74,1174.7829468144928,-2.674022028109624e-15,-8.055937428945766e-16,1.359759462144644e-05,7.150393806815506e-30,6.489812785908932e-31,1.8489457948918917e-10,1.8489457948918917e-10
75,1201.810853937493,-1.50396417257395e-16,3.5309755515626484e-05,1.2495430037895439e-16,2.2619082323860458e-32,1.246778834573315e-09,1.561357718319396e-32,1.246778834573315e-09
76,1209.7772082711967,-1.6962456077491235e-05,3.2256068254081856e-16,9.270362255620057e-15,2.8772491618081934e-10,1.0404539392119873e-31,8.593961635042499e-29,2.8772491618081934e-10
77,1209.8122328547706,1.1454524163777859e-15,8.278758221194615e-05,7.326697987052994e-15,1.3120612381857085e-30,6.853783768499743e-09,5.368050339348639e-29,6.853783768499743e-09
78,1212.0300668170914,-3.3650178365524017e-16,-2.9976021664879227e-15,1.4438962099212862e-14,1.1323345040315807e-31,8.985618748533088e-30,2.084836265025055e-28,2.175824787014417e-28
79,1212.0598493875386,-8.460246392338888e-15,3.3372057357069334e-15,2.6869394586973017e-05,7.157576901908317e-29,1.1136942122435254e-29,7.219643654704548e-10,7.219643654704548e-10
80,1226.8877308748042,2.785708981847505e-15,-3.790586129455778e-05,-1.6872898113123257e-14,7.760174531545863e-30,1.4368543204822536e-09,2.8469469073583836e-28,1.4368543204822536e-09
81,1226.912724268734,0.00017738699335094281,1.0190316927817629e-14,1.3739009929736312e-15,3.146614541008743e-08,1.0384255908936652e-28,1.88760393849393e-30,3.146614541008743e-08
82,1239.7837848242334,7.081658577983742e-06,-1.0271526287131088e-15,-7.78543896018391e-15,5.014988821513071e-11,1.0550425226722495e-30,6.061305980274953e-29,5.014988821513071e-11
83,1239.7972289916647,4.3006073345038735e-15,2.2586043288690127e-05,-6.8029186457233925e-15,1.849522344558851e-29,5.101293514385843e-10,4.6279702100331e-29,5.101293514385843e-10
84,1241.4983005042775,3.953957581232463e-15,3.552713678800501e-15,-1.6514590645476983e-14,1.563378055418567e-29,1.262177448353619e-29,2.7273170418767587e-28,3.009872592253977e-28
85,1241.511867843587,-5.764052429801936e-15,2.7193857941609306e-15,-2.0008557647943626e-06,3.32243004135056e-29,7.395059097484275e-30,4.003423791510833e-12,4.003423791510833e-12
86,1248.1662820516988,2.00768197355092e-16,-5.249273238305818e-15,1.2542835228147122e-14,4.0307869069213174e-32,2.755486953039365e-29,1.5732271556044846e-28,1.8491789295991132e-28
87,1248.1752500391456,-5.000340419503146e-16,-9.044190523931823e-15,0.00023600674627202722,2.5003404310916903e-31,8.179738223317818e-29,5.5699184285909037e-08,5.5699184285909037e-08
88,1252.3916388283526,-7.401743583829355e-15,-6.307104233116423e-05,1.6511246995269315e-14,5.478580808075902e-29,3.97795638073951e-09,2.7262127733879e-28,3.97795638073951e-09
89,1252.398879847738,-0.00013005560213637853,1.8331506956099773e-15,-5.537237335317968e-15,1.6914459647055988e-08,3.360441472815344e-30,3.0660997307639234e-29,1.6914459647055988e-08
90,1270.3285786795877,3.87439874515609e-15,0.0003141106967149221,4.807952363305987e-15,1.5010965636467084e-29,9.86655297907338e-08,2.311640592781962e-29,9.86655297907338e-08
91,1270.332732900172,-0.0003018940990698873,6.4136148016424846e-15,1.712519015484304e-14,9.114004705321894e-08,4.113445482384757e-29,2.9327213783953297e-28,9.114004705321894e-08
92,1276.5731253219187,-1.228292641208828e-15,1.9729035911549676e-15,4.120672263863839e-05,1.5087028124477586e-30,3.892348579992168e-30,1.6979939906176738e-09,1.6979939906176738e-09
93,1276.5748266522437,-1.1376555349788984e-15,1.54303653188137e-15,3.216019578181453e-15,1.2942601162681236e-30,2.380961738720486e-30,1.034278192724641e-29,1.401800378223502e-29
94,1298.8596690381053,-8.958213799628275e-06,1.6396389454498284e-15,-7.91033905045424e-15,8.024959447985045e-11,2.6884158714358252e-30,6.257346389314129e-29,8.024959447985045e-11
95,1301.4925104286647,-1.4954690399594604e-15,4.8867363606174e-16,1.7367403369034003e-14,2.23642764947727e-30,2.388019225818019e-31,3.0162669978273364e-28,3.041019293547927e-28
96,1301.496781259921,-5.906299754832034e-15,-3.759904713962481e-15,-0.00019551517062998958,3.4884376793928944e-29,1.4136883458077285e-29,3.8226181946473936e-08,3.8226181946473936e-08
97,1307.3318333712052,-8.414825521091797e-16,1.4155343563970746e-15,-4.77455531708304e-17,7.080928855041784e-31,2.0037375141404802e-30,2.279637847588593e-33,2.714110037492247e-30
98,1329.049733972961,1.6736223003324137e-12,-0.06547272783826741,9.832685799666542e-16,2.80101160416996e-24,0.004286678090583836,9.668171003496408e-31,0.004286678090583836
99,1329.0515933226047,-0.06552323012117584,-1.678892592398977e-12,1.5709655798445965e-14,0.004293293685512564,2.8186803368121575e-24,2.4679328530564693e-28,0.004293293685512564
100,1340.1511666814513,2.168404344971009e-18,6.396792817664476e-18,4.708075170972617,4.70197740328915e-36,4.091895835212383e-35,22.16597181552884,22.16597181552884
101,1344.4182856628104,2.515915894442139e-16,-1.3877787807814457e-16,3.421703215654084e-14,6.329832787906588e-32,1.9259299443872359e-32,1.1708052896017499e-27,1.1708878472290728e-27
102,1344.4480431425663,5.204170427930421e-18,3.630952114569196e-17,-0.001691346125875224,2.7083389842945504e-35,1.3183813258294515e-33,2.860651717513129e-06,2.860651717513129e-06
103,1428.3002321259196,1.3192040098112742e-14,-0.010879269107444245,-8.316914865136305e-15,1.7402992195021445e-28,0.0001183584963121907,6.917107287392523e-29,0.0001183584963121907
104,1428.323477280406,-0.011825707104009724,2.2219164984467465e-15,7.066829760260518e-16,0.00013984734850982605,4.936912926069851e-30,4.994008286050373e-31,0.00013984734850982605
105,1471.2533151751272,-7.611055543948163e-14,1.497687790643958,-1.4602034859034774e-15,5.7928166493064064e-27,2.2430687182439804,2.132194220244667e-30,2.2430687182439804
106,1471.2838031702588,1.4976800535394534,7.583980747564122e-14,7.500076948385725e-15,2.24304554276994,5.751676397942326e-27,5.625115423170694e-29,2.24304554276994
107,1476.4833576266954,7.323060614936733e-15,1.2456702336294256e-13,1.0062697203272464e-14,5.362721677003756e-29,1.5516943309503879e-26,1.0125787500474746e-28,1.5671828401278664e-26
108,1477.0917412572135,-2.4929189300967186e-14,-1.2570002818571707e-15,-0.00017938175096147762,6.214644792034568e-28,1.5800497085890066e-30,3.217781257800558e-08,3.217781257800558e-08
