frequency_cm-1,normalized_intensity
1.204609475032010323e+03,1.204819277108433798e-02
1.206658130601792664e+03,1.204819277108433798e-02
1.208706786171575004e+03,1.204819277108433798e-02
1.210755441741357345e+03,1.204819277108433798e-02
1.212804097311139458e+03,1.204819277108433798e-02
1.214852752880921798e+03,1.204819277108433798e-02
1.216901408450704139e+03,1.204819277108433798e-02
1.218950064020486479e+03,1.204819277108433798e-02
1.220998719590268820e+03,1.204819277108433798e-02
1.223047375160051160e+03,1.204819277108433798e-02
1.225096030729833501e+03,1.204819277108433798e-02
1.227144686299615842e+03,1.204819277108433798e-02
1.229193341869398182e+03,1.204819277108433798e-02
1.231241997439180523e+03,1.204819277108433798e-02
1.233290653008962863e+03,1.204819277108433798e-02
1.235339308578745204e+03,1.204819277108433798e-02
1.237387964148527544e+03,1.204819277108433798e-02
1.239436619718309885e+03,1.204819277108433798e-02
1.241485275288092225e+03,1.204819277108433798e-02
1.243533930857874566e+03,1.204819277108433798e-02
1.245582586427656906e+03,1.204819277108433798e-02
1.247631241997439247e+03,1.204819277108433798e-02
1.249679897567221587e+03,1.204819277108433798e-02
1.251728553137003928e+03,1.204819277108433798e-02
1.253777208706786269e+03,1.204819277108433798e-02
1.255825864276568609e+03,1.204819277108433798e-02
1.257874519846350722e+03,1.204819277108433798e-02
1.259923175416133063e+03,1.204819277108433798e-02
1.261971830985915403e+03,1.204819277108433798e-02
1.264020486555697744e+03,1.204819277108433798e-02
1.266069142125480084e+03,1.204819277108433798e-02
1.268117797695262425e+03,1.204819277108433798e-02
1.270166453265044765e+03,1.204819277108433798e-02
1.272215108834827106e+03,1.204819277108433798e-02
1.274263764404609447e+03,1.204819277108433798e-02
1.276312419974391787e+03,1.204819277108433798e-02
1.278361075544174128e+03,1.204819277108433798e-02
1.280409731113956468e+03,1.204819277108433798e-02
1.282458386683738809e+03,1.204819277108433798e-02
1.284507042253521149e+03,1.204819277108433798e-02
1.286555697823303490e+03,1.204819277108433798e-02
1.288604353393085830e+03,1.204819277108433798e-02
1.290653008962868171e+03,1.204819277108433798e-02
1.292701664532650511e+03,1.204819277108433798e-02
1.294750320102432852e+03,1.204819277108433798e-02
1.296798975672215192e+03,1.204819277108433798e-02
1.298847631241997533e+03,1.204819277108433798e-02
1.300896286811779873e+03,1.204819277108433798e-02
1.302944942381561987e+03,1.204819277108433798e-02
1.304993597951344327e+03,1.204819277108433798e-02
1.307042253521126668e+03,1.204819277108433798e-02
1.309090909090909008e+03,1.204819277108433798e-02
1.311139564660691349e+03,1.204819277108433798e-02
1.313188220230473689e+03,1.204819277108433798e-02
1.315236875800256030e+03,1.204819277108433798e-02
1.317285531370038370e+03,1.204819277108433798e-02
1.319334186939820711e+03,2.409638554216867595e-02
1.321382842509603051e+03,2.409638554216867595e-02
1.323431498079385392e+03,2.409638554216867595e-02
1.325480153649167733e+03,3.614457831325301046e-02
1.327528809218950073e+03,4.819277108433735191e-02
1.329577464788732414e+03,4.819277108433735191e-02
1.331626120358514754e+03,3.614457831325301046e-02
1.333674775928297095e+03,3.614457831325301046e-02
1.335723431498079435e+03,3.614457831325301046e-02
1.337772087067861776e+03,3.614457831325301046e-02
1.339820742637644116e+03,3.614457831325301046e-02
1.341869398207426457e+03,3.614457831325301046e-02
1.343918053777208797e+03,3.614457831325301046e-02
1.345966709346991138e+03,4.819277108433735191e-02
1.348015364916773478e+03,6.024096385542168641e-02
1.350064020486555592e+03,6.024096385542168641e-02
1.352112676056337932e+03,6.024096385542168641e-02
1.354161331626120273e+03,1.566265060240963902e-01
1.356209987195902613e+03,2.409638554216867457e-01
1.358258642765684954e+03,3.855421686746988152e-01
1.360307298335467294e+03,5.542168674698795261e-01
1.362355953905249635e+03,9.277108433734939652e-01
1.364404609475031975e+03,9.879518072289156239e-01
1.366453265044814316e+03,1.000000000000000000e+00
1.368501920614596656e+03,9.879518072289156239e-01
1.370550576184378997e+03,7.228915662650602370e-01
1.372599231754161337e+03,4.939759036144578119e-01
1.374647887323943678e+03,3.132530120481927804e-01
1.376696542893726019e+03,1.807228915662650592e-01
1.378745198463508359e+03,1.204819277108433728e-01
1.380793854033290700e+03,9.638554216867470381e-02
1.382842509603073040e+03,7.228915662650602092e-02
1.384891165172855381e+03,4.819277108433735191e-02
1.386939820742637721e+03,3.614457831325301046e-02
1.388988476312420062e+03,3.614457831325301046e-02
1.391037131882202402e+03,3.614457831325301046e-02
1.393085787451984743e+03,2.409638554216867595e-02
1.395134443021766856e+03,2.409638554216867595e-02
1.397183098591549196e+03,2.409638554216867595e-02
1.399231754161331537e+03,2.409638554216867595e-02
1.401280409731113878e+03,2.409638554216867595e-02
1.403329065300896218e+03,1.204819277108433798e-02
1.405377720870678559e+03,1.204819277108433798e-02
1.407426376440460899e+03,1.204819277108433798e-02
1.409475032010243240e+03,1.204819277108433798e-02
1.411523687580025580e+03,1.204819277108433798e-02
1.413572343149807921e+03,1.204819277108433798e-02
1.415620998719590261e+03,1.204819277108433798e-02
1.417669654289372602e+03,1.204819277108433798e-02
1.419718309859154942e+03,1.204819277108433798e-02
1.421766965428937283e+03,1.204819277108433798e-02
1.423815620998719623e+03,1.204819277108433798e-02
1.425864276568501964e+03,1.204819277108433798e-02
1.427912932138284305e+03,1.204819277108433798e-02
1.429961587708066645e+03,1.204819277108433798e-02
1.432010243277848986e+03,1.204819277108433798e-02
1.434058898847631326e+03,1.204819277108433798e-02
1.436107554417413667e+03,1.204819277108433798e-02
1.438156209987196007e+03,1.204819277108433798e-02
1.440204865556978120e+03,1.204819277108433798e-02
1.442253521126760461e+03,1.204819277108433798e-02
1.444302176696542801e+03,1.204819277108433798e-02
1.446350832266325142e+03,1.204819277108433798e-02
1.448399487836107483e+03,1.204819277108433798e-02
1.450448143405889823e+03,1.204819277108433798e-02
1.452496798975672164e+03,1.204819277108433798e-02
1.454545454545454504e+03,1.204819277108433798e-02
1.456594110115236845e+03,1.204819277108433798e-02
1.458642765685019185e+03,1.204819277108433798e-02
1.460691421254801526e+03,1.204819277108433798e-02
1.462740076824583866e+03,1.204819277108433798e-02
1.464788732394366207e+03,1.204819277108433798e-02
1.466837387964148547e+03,1.204819277108433798e-02
1.468886043533930888e+03,1.204819277108433798e-02
1.470934699103713228e+03,1.204819277108433798e-02
1.472983354673495569e+03,1.204819277108433798e-02
1.475032010243277909e+03,1.204819277108433798e-02
1.477080665813060250e+03,1.204819277108433798e-02
1.479129321382842591e+03,1.204819277108433798e-02
1.481177976952624931e+03,1.204819277108433798e-02
1.483226632522407272e+03,1.204819277108433798e-02
1.485275288092189612e+03,1.204819277108433798e-02
1.487323943661971725e+03,1.204819277108433798e-02
1.489372599231754066e+03,2.409638554216867595e-02
1.491421254801536406e+03,3.614457831325301046e-02
1.493469910371318747e+03,4.819277108433735191e-02
1.495518565941101087e+03,4.819277108433735191e-02
1.497567221510883428e+03,3.614457831325301046e-02
1.499615877080665769e+03,2.409638554216867595e-02
1.501664532650448109e+03,1.204819277108433798e-02
1.503713188220230450e+03,1.204819277108433798e-02
1.505761843790012790e+03,1.204819277108433798e-02
1.507810499359795131e+03,1.204819277108433798e-02
1.509859154929577471e+03,1.204819277108433798e-02
1.511907810499359812e+03,1.204819277108433798e-02
1.513956466069142152e+03,1.204819277108433798e-02
1.516005121638924493e+03,1.204819277108433798e-02
1.518053777208706833e+03,1.204819277108433798e-02
1.520102432778489174e+03,1.204819277108433798e-02
1.522151088348271514e+03,1.204819277108433798e-02
1.524199743918053855e+03,1.204819277108433798e-02
1.526248399487836195e+03,1.204819277108433798e-02
1.528297055057618536e+03,1.204819277108433798e-02
1.530345710627400877e+03,1.204819277108433798e-02
1.532394366197182990e+03,1.204819277108433798e-02
1.534443021766965330e+03,1.204819277108433798e-02
1.536491677336747671e+03,1.204819277108433798e-02
1.538540332906530011e+03,1.204819277108433798e-02
1.540588988476312352e+03,1.204819277108433798e-02
1.542637644046094692e+03,1.204819277108433798e-02
1.544686299615877033e+03,1.204819277108433798e-02
1.546734955185659373e+03,1.204819277108433798e-02
1.548783610755441714e+03,1.204819277108433798e-02
1.550832266325224055e+03,1.204819277108433798e-02
1.552880921895006395e+03,1.204819277108433798e-02
1.554929577464788736e+03,1.204819277108433798e-02
1.556978233034571076e+03,1.204819277108433798e-02
1.559026888604353417e+03,1.204819277108433798e-02
1.561075544174135757e+03,1.204819277108433798e-02
1.563124199743918098e+03,1.204819277108433798e-02
1.565172855313700438e+03,1.204819277108433798e-02
1.567221510883482779e+03,1.204819277108433798e-02
1.569270166453265119e+03,1.204819277108433798e-02
1.571318822023047460e+03,1.204819277108433798e-02
1.573367477592829800e+03,1.204819277108433798e-02
1.575416133162612141e+03,1.204819277108433798e-02
1.577464788732394254e+03,1.204819277108433798e-02
1.579513444302176595e+03,1.204819277108433798e-02
1.581562099871958935e+03,1.204819277108433798e-02
1.583610755441741276e+03,1.204819277108433798e-02
1.585659411011523616e+03,1.204819277108433798e-02
1.587708066581305957e+03,1.204819277108433798e-02
1.589756722151088297e+03,1.204819277108433798e-02
1.591805377720870638e+03,1.204819277108433798e-02
1.593854033290652978e+03,1.204819277108433798e-02
1.595902688860435319e+03,1.204819277108433798e-02
1.597951344430217659e+03,1.204819277108433798e-02
1.600000000000000000e+03,1.204819277108433798e-02
1.602048655569782341e+03,1.204819277108433798e-02
1.604097311139564681e+03,1.204819277108433798e-02
1.606145966709347022e+03,1.204819277108433798e-02
1.608194622279129362e+03,1.204819277108433798e-02
1.610243277848911703e+03,1.204819277108433798e-02
1.612291933418694043e+03,1.204819277108433798e-02
1.614340588988476384e+03,1.204819277108433798e-02
1.616389244558258724e+03,1.204819277108433798e-02
1.618437900128041065e+03,1.204819277108433798e-02
1.620486555697823405e+03,1.204819277108433798e-02
1.622535211267605746e+03,1.204819277108433798e-02
1.624583866837387859e+03,1.204819277108433798e-02
1.626632522407170200e+03,1.204819277108433798e-02
1.628681177976952540e+03,1.204819277108433798e-02
1.630729833546734881e+03,1.204819277108433798e-02
1.632778489116517221e+03,1.204819277108433798e-02
1.634827144686299562e+03,1.204819277108433798e-02
1.636875800256081902e+03,1.204819277108433798e-02
1.638924455825864243e+03,1.204819277108433798e-02
1.640973111395646583e+03,1.204819277108433798e-02
1.643021766965428924e+03,1.204819277108433798e-02
1.645070422535211264e+03,1.204819277108433798e-02
1.647119078104993605e+03,1.204819277108433798e-02
1.649167733674775945e+03,1.204819277108433798e-02
1.651216389244558286e+03,1.204819277108433798e-02
1.653265044814340627e+03,1.204819277108433798e-02
1.655313700384122967e+03,1.204819277108433798e-02
1.657362355953905308e+03,1.204819277108433798e-02
1.659411011523687648e+03,1.204819277108433798e-02
1.661459667093469989e+03,1.204819277108433798e-02
1.663508322663252329e+03,1.204819277108433798e-02
1.665556978233034670e+03,1.204819277108433798e-02
1.667605633802817010e+03,1.204819277108433798e-02
1.669654289372599123e+03,1.204819277108433798e-02
1.671702944942381464e+03,1.204819277108433798e-02
1.673751600512163805e+03,1.204819277108433798e-02
1.675800256081946145e+03,1.204819277108433798e-02
1.677848911651728486e+03,1.204819277108433798e-02
1.679897567221510826e+03,1.204819277108433798e-02
1.681946222791293167e+03,1.204819277108433798e-02
1.683994878361075507e+03,1.204819277108433798e-02
1.686043533930857848e+03,1.204819277108433798e-02
1.688092189500640188e+03,1.204819277108433798e-02
1.690140845070422529e+03,1.204819277108433798e-02
