frequency_cm-1,normalized_intensity
7.190781049935980036e+02,1.204819277108433798e-02
7.211267605633802305e+02,1.204819277108433798e-02
7.231754161331625710e+02,1.204819277108433798e-02
7.252240717029449115e+02,1.204819277108433798e-02
7.272727272727272521e+02,1.204819277108433798e-02
7.293213828425095926e+02,1.204819277108433798e-02
7.313700384122919331e+02,1.204819277108433798e-02
7.334186939820742737e+02,1.204819277108433798e-02
7.354673495518566142e+02,1.204819277108433798e-02
7.375160051216389547e+02,1.204819277108433798e-02
7.395646606914212953e+02,1.204819277108433798e-02
7.416133162612036358e+02,1.204819277108433798e-02
7.436619718309858627e+02,1.204819277108433798e-02
7.457106274007682032e+02,1.204819277108433798e-02
7.477592829705505437e+02,1.204819277108433798e-02
7.498079385403328843e+02,1.204819277108433798e-02
7.518565941101152248e+02,1.204819277108433798e-02
7.539052496798975653e+02,1.204819277108433798e-02
7.559539052496799059e+02,1.204819277108433798e-02
7.580025608194622464e+02,1.204819277108433798e-02
7.600512163892445869e+02,1.204819277108433798e-02
7.620998719590269275e+02,1.204819277108433798e-02
7.641485275288092680e+02,1.204819277108433798e-02
7.661971830985914949e+02,1.204819277108433798e-02
7.682458386683738354e+02,1.204819277108433798e-02
7.702944942381561759e+02,1.204819277108433798e-02
7.723431498079385165e+02,1.204819277108433798e-02
7.743918053777208570e+02,1.204819277108433798e-02
7.764404609475031975e+02,1.204819277108433798e-02
7.784891165172855381e+02,1.204819277108433798e-02
7.805377720870678786e+02,1.204819277108433798e-02
7.825864276568502191e+02,1.204819277108433798e-02
7.846350832266325597e+02,1.204819277108433798e-02
7.866837387964149002e+02,1.204819277108433798e-02
7.887323943661971271e+02,nan
7.907810499359794676e+02,nan
7.928297055057618081e+02,nan
7.948783610755441487e+02,nan
7.969270166453264892e+02,2.409638554216867595e-02
7.989756722151088297e+02,2.409638554216867595e-02
8.010243277848911703e+02,3.614457831325301046e-02
8.030729833546735108e+02,6.024096385542168641e-02
8.051216389244558513e+02,1.204819277108433728e-01
8.071702944942381919e+02,1.445783132530120418e-01
8.092189500640205324e+02,1.445783132530120418e-01
8.112676056338028729e+02,1.566265060240963902e-01
8.133162612035850998e+02,1.204819277108433728e-01
8.153649167733674403e+02,8.433734939759035543e-02
8.174135723431497809e+02,4.819277108433735191e-02
