mode,frequency_cm-1,dmu_x,dmu_y,dmu_z,activity_Debye2_per_A2_amu,activity_normalized
6,635.6443682249005,0.7195021049711127,0.0,0.0,0.517683279057862,0.039999999999999994
7,635.6443682249005,0.0,0.7195021049711127,0.0,0.517683279057862,0.039999999999999994
8,1331.9904838800182,0.0,0.0,0.0,0.0,0.0
9,2381.0432088888642,0.0,0.0,3.5975105248555637,12.942081976446554,1.0
