mode,frequency_cm-1,dmu_x,dmu_y,dmu_z,activity_Debye2_per_A2_amu,activity_normalized
7,1287.9291521236337,0.35743110083528257,0.33667781642001154,-0.32035849247008386,0.3437385076113737,0.7790390099340718
8,1287.9291521236337,0.43856079522343905,-0.11062950326199178,0.37304698030189554,0.34373850761137315,0.7790390099340706
9,1287.9291521236337,-0.15377237937951796,0.4670628100695164,0.31928810563706345,0.34373850761137614,0.7790390099340774
10,1516.6477821366677,8.332231974817612e-18,0.0,1.0415289968522015e-18,7.051087233345695e-35,1.598038013080222e-34
11,1516.6477821366677,0.0,0.0,2.083057993704403e-18,4.339130605135812e-36,9.834080080493674e-36
12,2968.3468993306033,0.0,-1.6664463949635223e-17,1.1456818965374216e-17,4.089630595340503e-34,9.268620475865287e-34
13,3088.1008984789073,2.99960351093434e-16,0.663329057476574,-0.03505100841664682,0.4412340116837839,1.0
14,3088.1008984789073,-4.999339184890567e-17,0.03505100841664999,0.6633290574765709,0.44123401168377996,0.9999999999999911
15,3088.1008984789073,0.6642544781059283,1.6664463949635223e-17,-4.6868804858349064e-17,0.4412340116837792,0.9999999999999893
