# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
   11     1       0.51971080      -0.69243901       1.98778035
   11     2       0.55968855      -0.62319511       2.01386189
   11     3       0.59966630      -0.55395121       2.02824110
   11     4       0.63964406      -0.48470731       2.03530776
   11     5       0.67962181      -0.41546341       2.03809280
   11     6       0.71959957      -0.34621951       2.03809281
   11     7       0.75957732      -0.27697561       2.03530776
   11     8       0.79955507      -0.20773170       2.02824110
   11     9       0.83953283      -0.13848780       2.01386189
   11    10       0.87951058      -0.06924390       1.98778035
   11    11       0.91948833       0.00000000       1.94457532
   11    12       0.95946609       0.06924390       1.87753706
   11    13       0.99944384       0.13848780       1.77834978
   11    14       1.03942159       0.20773170       1.63638019
   11    15       1.07939935       0.27697561       1.43754013
   11    16       1.11937710       0.34621951       1.16092545
   11    17       1.15935486       0.41546341       0.77722933
   11    18       1.19933261       0.48470731       0.24357419
   11    19       1.23931036       0.55395121      -0.48775156
   11    20       1.27928812       0.62319511      -1.42011614
   11    21       1.31926587       0.69243901      -2.48791377
   11    22       1.35924362       0.76168292      -3.57467256
   11    23       1.39922138       0.83092682      -4.54255881
   11    24       1.43919913       0.90017072      -5.26437793
   11    25       1.47917688       0.96941462      -5.64862166
   11    26       1.51915464       1.03865852      -5.64862167
   11    27       1.55913239       1.10790242      -5.26437793
   11    28       1.59911015       1.17714632      -4.54255882
   11    29       1.63908790       1.24639022      -3.57467257
   11    30       1.67906565       1.31563413      -2.48791377
   11    31       1.71904341       1.38487803      -1.42011614
   11    32       1.75902116       1.45412193      -0.48775156
   11    33       1.79899891       1.52336583       0.24357418
   11    34       1.83897667       1.59260973       0.77722932
   11    35       1.87895442       1.66185363       1.16092544
   11    36       1.91893217       1.73109753       1.43754013
   11    37       1.95890993       1.80034144       1.63638018
   11    38       1.99888768       1.86958534       1.77834977
   11    39       2.03886544       1.93882924       1.87753706
   12     0       0.51971080      -0.83092682       1.82259215
   12     1       0.55968855      -0.76168292       1.86469835
   12     2       0.59966630      -0.69243901       1.88624527
   12     3       0.63964406      -0.62319511       1.89449660
   12     4       0.67962181      -0.55395121       1.89553045
   12     5       0.71959957      -0.48470731       1.89418248
   12     6       0.75957732      -0.41546341       1.89341692
   12     7       0.79955507      -0.34621951       1.89418248
   12     8       0.83953283      -0.27697561       1.89553045
   12     9       0.87951058      -0.20773170       1.89449660
   12    10       0.91948833      -0.13848780       1.88624527
   12    11       0.95946609      -0.06924390       1.86469835
   12    12       0.99944384       0.00000000       1.82259215
   12    13       1.03942159       0.06924390       1.75117955
   12    14       1.07939935       0.13848780       1.63988384
   12    15       1.11937710       0.20773170       1.47510395
   12    16       1.15935486       0.27697561       1.23757273
   12    17       1.19933261       0.34621951       0.89926472
   12    18       1.23931036       0.41546341       0.41965055
   12    19       1.27928812       0.48470731      -0.25749197
   12    20       1.31926587       0.55395121      -1.16234873
   12    21       1.35924362       0.62319511      -2.25418670
   12    22       1.39922138       0.69243901      -3.42815122
   12    23       1.43919913       0.76168292      -4.54255881
   12    24       1.47917688       0.83092682      -5.45341199
   12    25       1.51915464       0.90017072      -6.04715629
   12    26       1.55913239       0.96941462      -6.25347925
   12    27       1.59911015       1.03865852      -6.04715629
   12    28       1.63908790       1.10790242      -5.45341200
   12    29       1.67906565       1.17714632      -4.54255882
   12    30       1.71904341       1.24639022      -3.42815122
   12    31       1.75902116       1.31563413      -2.25418670
   12    32       1.79899891       1.38487803      -1.16234874
   12    33       1.83897667       1.45412193      -0.25749198
   12    34       1.87895442       1.52336583       0.41965054
   12    35       1.91893217       1.59260973       0.89926471
   12    36       1.95890993       1.66185363       1.23757272
   12    37       1.99888768       1.73109753       1.47510395
   12    38       2.03886544       1.80034144       1.63988384
   12    39       2.07884319       1.86958534       1.75117954
   13     0       0.55968855      -0.90017072       1.69144565
   13     1       0.59966630      -0.83092682       1.72920469
   13     2       0.63964406      -0.76168292       1.74153912
   13     3       0.67962181      -0.69243901       1.73795846
   13     4       0.71959957      -0.62319511       1.72669454
   13     5       0.75957732      -0.55395121       1.71483795
   13     6       0.79955507      -0.48470731       1.70755525
   13     7       0.83953283      -0.41546341       1.70755525
   13     8       0.87951058      -0.34621951       1.71483795
   13     9       0.91948833      -0.27697561       1.72669454
   13    10       0.95946609      -0.20773170       1.73795846
   13    11       0.99944384      -0.13848780       1.74153913
   13    12       1.03942159      -0.06924390       1.72920469
   13    13       1.07939935       0.00000000       1.69144566
   13    14       1.11937710       0.06924390       1.61752944
   13    15       1.15935486       0.13848780       1.49441884
   13    16       1.19933261       0.20773170       1.30527980
   13    17       1.23931036       0.27697561       1.02518035
   13    18       1.27928812       0.34621951       0.61900621
   13    19       1.31926587       0.41546341       0.03350813
   13    20       1.35924362       0.48470731      -0.78332547
   13    21       1.39922138       0.55395121      -1.82489893
   13    22       1.43919913       0.62319511      -3.01048454
   13    23       1.47917688       0.69243901      -4.20764097
   13    24       1.51915464       0.76168292      -5.26437793
   13    25       1.55913239       0.83092682      -6.04715629
   13    26       1.59911015       0.90017072      -6.46408392
   13    27       1.63908790       0.96941462      -6.46408392
   13    28       1.67906565       1.03865852      -6.04715629
   13    29       1.71904341       1.10790242      -5.26437793
   13    30       1.75902116       1.17714632      -4.20764098
   13    31       1.79899891       1.24639022      -3.01048454
   13    32       1.83897667       1.31563413      -1.82489893
   13    33       1.87895442       1.38487803      -0.78332548
   13    34       1.91893217       1.45412193       0.03350813
   13    35       1.95890993       1.52336583       0.61900620
   13    36       1.99888768       1.59260973       1.02518034
   13    37       2.03886544       1.66185363       1.30527980
   13    38       2.07884319       1.73109753       1.49441883
   13    39       2.11882094       1.80034144       1.61752944
   14     0       0.59966630      -0.96941462       1.55515299
   14     1       0.63964406      -0.90017072       1.58454239
   14     2       0.67962181      -0.83092682       1.58207505
   14     3       0.71959957      -0.76168292       1.55928071
   14     4       0.75957732      -0.69243901       1.52705401
   14     5       0.79955507      -0.62319511       1.49539700
   14     6       0.83953283      -0.55395121       1.47272384
   14     7       0.87951058      -0.48470731       1.46451221
   14     8       0.91948833      -0.41546341       1.47272384
   14     9       0.95946609      -0.34621951       1.49539700
   14    10       0.99944384      -0.27697561       1.52705401
   14    11       1.03942159      -0.20773170       1.55928071
   14    12       1.07939935      -0.13848780       1.58207506
   14    13       1.11937710      -0.06924390       1.58454239
   14    14       1.15935486       0.00000000       1.55515299
   14    15       1.19933261       0.06924390       1.48117242
   14    16       1.23931036       0.13848780       1.34758331
   14    17       1.27928812       0.20773170       1.13404243
   14    18       1.31926587       0.27697561       0.81131526
   14    19       1.35924362       0.34621951       0.33693808
   14    20       1.39922138       0.41546341      -0.34701676
   14    21       1.43919913       0.48470731      -1.26905147
   14    22       1.47917688       0.55395121      -2.38443667
