mode,frequency_cm-1,Zmode_x,Zmode_y,Zmode_z,intensity_x,intensity_y,intensity_z,intensity_total
4,270.6280182605528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,270.6280182605528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,369.1465968033126,0.0003679096217005866,-0.12998497817396248,0.0,1.3535748973986873e-07,0.016896094550885504,0.0,0.016896229908375245
7,369.1465968033126,-0.12998497817396248,-0.0003679096217005866,0.0,0.016896094550885504,1.3535748973986873e-07,0.0,0.016896229908375245
8,401.499140281908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,442.95205305665166,0.0,0.0,0.00044089234730857905,0.0,0.0,1.943860619152687e-07,1.943860619152687e-07
