# atom species Z[displacement,polarization]; units e
1 S -0.53026038 -0.09369640 0.00000000 -0.15795077 -0.16398786 0.00000000 0.00000000 0.00000000 -4.10116006
2 S -0.75596952 -0.05232268 0.00000000 0.23293353 -0.24404319 0.00000000 0.00000000 0.00000000 -3.35328750
3 S -0.68146292 -0.17354026 0.00000000 -0.36286949 -0.49304126 0.00000000 0.00000000 0.00000000 -3.15913629
4 S -0.68146292 -0.17354026 0.00000000 -0.36286949 -0.49304126 0.00000000 0.00000000 0.00000000 -3.15913629
5 S -0.75596952 -0.05232268 0.00000000 0.23293353 -0.24404319 0.00000000 0.00000000 0.00000000 -3.35328750
6 S -0.53026038 -0.09369640 0.00000000 -0.15795077 -0.16398786 0.00000000 0.00000000 0.00000000 -4.10116006
7 Sb 1.10002116 0.06003174 0.00000000 -0.11622774 0.31346847 0.00000000 0.00000000 0.00000000 4.64200415
8 Sb 0.86702115 0.26024557 0.00000000 0.40425776 0.58786103 0.00000000 0.00000000 0.00000000 5.97241256
9 Sb 0.86702115 0.26024557 0.00000000 0.40425776 0.58786103 0.00000000 0.00000000 0.00000000 5.97241256
10 Sb 1.10002116 0.06003174 0.00000000 -0.11622774 0.31346847 0.00000000 0.00000000 0.00000000 4.64200415
