mode,frequency_cm-1,activity_normalized,depolarization_ratio,Rxx,Rxy,Rxz,Ryx,Ryy,Ryz,Rzx,Rzy,Rzz
7,1287.9275526571118,3.9256056370052266e-07,0.75,0.0,0.0005570001250926286,0.001742203432070526,0.0005570001250926286,0.0,-1.8430142420993205e-06,0.001742203432070526,-1.8430142420993205e-06,0.0
8,1287.9275526571118,3.927535308736016e-07,0.75,0.0,0.0017410899840879935,-0.000561875359312316,0.0017410899840879935,0.0,8.46226832922338e-06,-0.000561875359312316,8.46226832922338e-06,0.0
9,1287.9275526571118,4.165025796842309e-07,0.75,0.0,7.537148390963644e-06,-2.368066399671172e-07,7.537148390963644e-06,0.0,-0.001884014306168289,-2.368066399671172e-07,-0.001884014306168289,0.0
10,1516.617741557728,0.11709791568471606,0.7499361821616485,-0.7002817500193108,9.060195307111483e-07,-5.956688875540379e-07,9.060195307111483e-07,1.2891550398102043,2.3576718311767307e-07,-5.956688875540379e-07,2.3576718311767307e-07,-0.572957795473558
11,1516.617741557728,0.11759328264050359,0.74974583163892,-1.0663381193498358,1.0072534382406737e-07,-1.2327228349848485e-06,1.0072534382406737e-07,-0.06366197727641042,6.160688907068473e-07,-1.2327228349848485e-06,6.160688907068473e-07,1.1618310852609175
12,2968.2881185089723,1.0,1.2957368576954897e-14,3.708310176243121,5.423378167966337e-07,5.462550974132819e-07,5.423378167966337e-07,3.708310176243121,5.462558931879977e-07,5.462550974132819e-07,5.462558931879977e-07,3.708310176243121
13,3088.0465147825703,0.21373094876383195,0.75,0.0,1.0908920665191872,2.3588790214208006,1.0908920665191872,0.0,-6.604930142234608e-07,2.3588790214208006,-6.604930142234608e-07,0.0
14,3088.0465147825703,0.21373086350099232,0.75,0.0,2.3588763157867656,-1.0908966820125392,2.3588763157867656,0.0,-1.9257748125653834e-07,-1.0908966820125392,-1.9257748125653834e-07,0.0
15,3088.0465147825703,0.2137003125233412,0.75,0.0,-6.936338480434792e-07,-6.888937363705575e-07,-6.936338480434792e-07,0.0,-2.59872806728187,-6.888937363705575e-07,-2.59872806728187,0.0
